,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Assets,"2,917","3,164","3,228","3,304","3,168","3,298","3,326","3,230","3,381","3,379","3,428","6,581","6,031","6,439","6,450","6,580","6,876","6,678","8,553","8,649","19,078","18,943","18,901","18,944","18,773","18,465","18,444","18,454","18,543","18,512","18,352","18,454","18,438","18,333","18,262","18,516","18,669","18,985","18,800","18,988"
Accounts Payable,345.31,397.37,389.28,399.85,381.29,377.46,319.23,319.53,304.25,305.16,276.54,530.21,512.23,548.15,512.91,552.53,608.32,615.68,557.45,589.4,"1,187","1,233","1,146","1,158","1,087","1,006",962,909,955,994.7,947.3,"1,012","1,058","1,178","1,206","1,301","1,353","1,307","1,243","1,250"
Current Debt,0.39,0.68,0.96,0,0.58,0.48,0.43,0,0.1,0.12,0.13,129.81,87.37,50.69,49.75,47.23,49.56,27.12,47.04,64.1,321.31,104.41,111.8,95.7,92.8,697.1,454.8,447,353.9,0.6,3.8,2,14,226,251,251,975,989,759,781
Other Current Liabilities,235.21,270.36,284.51,338.96,313.91,321.59,334.99,345.25,353.32,359.28,348.26,786.62,871.8,883.26,902.79,973.58,990.18,963.68,925.81,993.1,"1,746","1,874","1,941","2,005","1,802","1,780","1,812","1,870","1,860","1,849","1,861","1,896","1,808","1,786","1,871","1,915","1,837","1,877","1,889","2,025"
Total Current Liabilities,580.91,668.42,674.75,738.8,695.77,699.53,654.65,664.78,657.67,664.55,624.94,"1,447","1,471","1,482","1,465","1,573","1,648","1,606","1,530","1,647","3,254","3,211","3,199","3,258","2,982","3,483","3,229","3,226","3,169","2,845","2,812","2,910","2,880","3,190","3,328","3,467","4,165","4,173","3,891","4,056"
Long-Term Debt,450.25,500.22,521.09,521.2,420.41,400.35,450.59,692.24,801.88,744.14,819.77,"1,763","1,783","1,935","1,824","1,823","1,871","1,858","3,818","3,793","4,641","4,529","4,634","4,334","4,655","3,769","3,800","3,792","3,923","4,080","4,067","4,056","4,225","3,987","3,824","3,751","3,189","3,401","3,288","3,288"
Other Long-Term Liabilities,204.98,229.54,242.94,235.55,233.98,241.92,235.4,171.16,242.85,244.67,252.96,394.59,408.1,437.67,423.69,354.82,368.43,338.7,294.52,340.7,"1,402","1,367","1,339","1,359","1,339","1,333","1,364","1,283","1,274","1,260","1,282","1,249","1,245","1,209","1,185","1,151","1,181","1,184","1,254","1,120"
Total Long-Term Liabilities,655.23,729.76,764.03,756.74,654.38,642.26,685.99,863.4,"1,045",988.81,"1,073","2,158","2,191","2,372","2,248","2,178","2,240","2,197","4,113","4,134","6,043","5,896","5,973","5,693","5,994","5,102","5,163","5,075","5,197","5,340","5,349","5,305","5,470","5,196","5,009","4,902","4,370","4,585","4,542","4,408"
Total Liabilities,"1,236","1,398","1,439","1,496","1,350","1,342","1,341","1,528","1,702","1,653","1,698","3,604","3,662","3,854","3,713","3,751","3,888","3,803","5,643","5,780","9,297","9,107","9,172","8,951","8,975","8,585","8,392","8,301","8,366","8,185","8,161","8,215","8,350","8,386","8,337","8,369","8,535","8,758","8,433","8,464"
Total Debt,450.63,500.9,522.04,521.2,420.99,400.83,451.02,692.24,801.98,744.25,819.9,"1,893","1,870","1,985","1,874","1,871","1,921","1,885","3,865","3,857","4,963","4,633","4,745","4,429","4,748","4,466","4,255","4,239","4,277","4,080","4,071","4,058","4,239","4,213","4,075","4,002","4,164","4,390","4,047","4,069"
Debt Growth,7.92%,26.18%,-3.27%,15.64%,-6.58%,-19.98%,-13.60%,32.82%,90.50%,85.68%,81.79%,173.43%,133.17%,166.75%,128.55%,-1.18%,2.71%,-5.06%,106.26%,106.19%,158.38%,145.80%,22.77%,14.84%,-4.33%,-3.61%,-10.34%,-4.30%,-9.91%,-8.63%,-4.32%,-4.27%,-0.89%,3.25%,0.10%,-1.38%,-1.77%,4.20%,-0.69%,1.67%
Common Stock,60.08,52.43,50.72,57.59,62.31,69.82,54.68,-304.48,-441.95,-438,-511.23,32.32,65.67,71.41,73.76,80.56,84.97,90.5,101.76,99.8,"6,991","7,003","7,010","7,072","6,967","6,964","6,975","6,873","6,875","6,890","6,701","6,612","6,322","6,232","6,242","6,186","6,001","5,937","5,954","5,808"
Retained Earnings,"1,653","1,738","1,822","1,909","2,000","2,095","2,187","2,281","2,368","2,451","2,524","2,553","2,618","2,680","2,736","2,773","2,850","2,923","2,999","3,022","3,006","3,087","3,155","3,267","3,356","3,419","3,524","3,589","3,678","3,780","3,888","4,055","4,176","4,314","4,447","4,577","4,715","4,875","5,085","5,269"
Comprehensive Income,-34.06,-25.96,-84.29,-159.49,-245.59,-209.7,-257.21,-276.72,-249.1,-290.35,-286.06,-379.61,-331.65,-184.55,-91.93,-44.99,34.02,-156.2,-205.73,-256.6,-309,-289.18,-468.6,-382.6,-560.6,-537.8,-482.2,-339,-409,-375.8,-432.6,-466,-449,-641,-808,-661,-631,-624,-713,-590
Shareholders' Equity,"1,679","1,764","1,789","1,807","1,816","1,955","1,984","1,700","1,677","1,723","1,727","2,206","2,352","2,567","2,718","2,809","2,969","2,857","2,895","2,865","9,688","9,802","9,696","9,957","9,762","9,846","10,017","10,123","10,144","10,294","10,157","10,201","10,049","9,905","9,881","10,102","10,085","10,188","10,326","10,487"
Net Cash / Debt,-155.53,-274.99,-309.5,-95.35,-171.85,-135.98,-242.78,-466.05,-539.21,-441.32,-569.52,"-1,494.29","-1,589.82","-1,656.78","-1,645.82","-1,637.13","-1,670.75","-1,639.35","-1,729.72","-1,514.6","-4,449.72","-4,171.81","-4,157.9","-3,825.1","-4,132","-3,877.9","-3,695.4","-3,640","-3,793.7","-3,626.7","-3,614.6","-3,585","-3,751","-3,712","-3,561","-3,461","-3,747","-4,019","-3,655","-3,449"
Net Cash Per Share,-1.61,-2.83,-3.19,-0.98,-1.76,-1.40,-2.49,-4.83,-5.85,-4.87,-6.31,-16.49,-16.56,-17.21,-17.09,-16.88,-17.34,-16.97,-17.91,-15.65,-36.71,-21.78,-21.71,-19.86,-21.59,-20.39,-19.43,-19.18,-20.08,-19.20,-19.23,-19.21,-20.28,-20.35,-19.58,-19.03,-20.75,-22.40,-20.40,-19.28
Working Capital,853.27,858.44,859.06,899.06,808.16,880.44,995.44,875.24,"1,029","1,036","1,070","1,421",694.83,862.71,811.69,691.78,817.77,840.42,"2,823","2,803","1,127","1,018","1,212",934.1,"1,260",486.5,707.6,654,610.1,963.5,948.5,922,"1,031",856,871,860,331,490,743,799
Book Value Per Share,17.58,18.37,18.64,18.85,18.87,20.30,20.59,17.72,18.37,19.17,19.28,24.57,24.69,26.84,28.39,29.10,30.99,29.77,30.09,29.75,79.93,55.28,51.14,51.75,51.16,51.87,52.78,53.48,53.81,54.58,54.14,54.78,54.47,54.45,54.50,55.81,56.06,56.95,57.82,58.95
