,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"5,471","3,080","5,787","5,315","3,032","2,642","2,633","4,582","3,647","5,538","5,352","5,500","7,501",181,739,"1,219","2,527",215,329,"1,203","1,439","1,105","1,653","1,528","1,112","11,076","6,571","10,385","6,677","7,793","4,055","6,631","3,245","3,151","6,888","4,507","4,540","6,647","5,030","5,135"
Short-Term Investments,0,0,0,"3,062","3,259","3,503","3,397","5,376","5,074","1,831","1,669","1,930","1,880","2,060","2,136","2,290","2,281","2,308","2,366","2,538","2,466","2,446","2,425","2,600","2,406","3,194","3,083","3,577","3,841","4,064","4,306","4,748","5,061","5,129","5,048","5,123","5,012","4,779","4,470","4,456"
Cash & Cash Equivalents,"5,471","3,080","5,787","8,377","6,291","6,145","6,030","9,958","8,721","7,369","7,021","7,430","9,381","2,241","2,875","3,509","4,808","2,523","2,695","3,741","3,905","3,551","4,078","4,128","3,518","14,270","9,654","13,962","10,518","11,857","8,361","11,379","8,306","8,280","11,936","9,630","9,552","11,426","9,500","9,591"
Cash Growth,-11.50%,30.40%,144.69%,13.79%,14.99%,99.51%,4.20%,18.87%,38.63%,19.92%,16.43%,-25.39%,7.57%,-69.59%,-59.05%,-52.77%,-48.75%,12.58%,-6.26%,6.61%,-18.78%,40.75%,51.32%,10.34%,-9.91%,301.86%,136.73%,238.23%,198.98%,-16.91%,-13.39%,-18.50%,-21.03%,-30.17%,42.76%,-15.37%,15.00%,38.00%,-20.41%,-0.40%
Receivables,"3,620","4,026","4,515","1,941","2,018","1,879","1,842","1,824","1,917","1,905","1,931","1,936","1,888","1,751","1,758","1,937","1,702","1,641","1,664","1,780","1,765","1,835","1,842","1,908","1,862","3,379","4,332","4,276","3,612","4,546","4,130","4,194","4,016","4,466","4,324","4,445","4,366","4,592","4,500","4,692"
Inventory,676,791,674,"1,085","1,230","1,135","1,236","1,295","1,443","1,388","1,039","1,111","1,021","1,208",999,"1,566","1,311",998,958,"1,084","1,261",998,801,964,"1,225","1,549","1,931","2,527","2,209","1,707","1,762","2,567","2,715","2,243","2,247","1,884","1,741","1,373","1,685","1,678"
Other Current Assets,"3,190","1,999","2,319","2,581","2,096","2,498","3,548","1,813","1,263","3,618","3,539","3,740","3,609","1,580","1,817","1,903","1,788","1,929","1,969","1,676","1,814","1,730","1,737","2,305","2,882","5,123","3,548","3,120","2,440","2,460","2,519","2,751","2,418","2,487","2,920","3,108","3,217","2,846","2,984","3,054"
Total Current Assets,"12,957","9,896","13,295","13,984","11,635","11,657","12,656","14,890","13,344","14,280","13,530","14,217","15,899","6,780","7,449","8,915","9,609","7,091","7,286","8,281","8,745","8,114","8,458","9,305","9,487","24,321","19,465","23,885","18,779","20,570","16,772","20,891","17,455","17,476","21,427","19,067","18,876","20,237","18,669","19,015"
"Property, Plant & Equipment","15,427","15,537","15,798","16,245","16,483","16,910","18,101","20,000","20,625","20,570","20,574","20,943","21,235","21,423","21,570","22,196","22,308","22,375","22,502","23,359","33,312","34,875","35,867","35,632","35,854","59,335","69,604","72,224","71,241","70,335","70,197","70,084","74,742","73,943","73,917","74,058","73,481","73,060","72,038","70,837"
Long-Term Investments,0,0,0,"1,628","1,583","1,611","1,374",847,904,831,839,984,975,"1,102","1,100","1,274","1,234","1,222","1,223","1,547","1,662","1,604","1,469","1,583","1,367","1,399","1,398","2,031","2,221","2,284","2,280","2,829","2,837","2,605","2,514","2,546","2,250","1,966","1,879","2,042"
Goodwill and Intangibles,"20,189","24,551","24,328","24,508","26,550","26,690","25,991","26,232","27,719","27,705","28,704","29,073","29,171","37,039","36,946","37,266","37,696","37,693","37,683","37,658","37,693","38,488","38,516","38,510","38,492","99,818","99,457","99,243","98,951","98,669","109,824","109,527","109,343","112,006","111,764","111,540","111,357","111,155","111,747","111,559"
Other Long-Term Assets,"1,596","1,680","1,694",288,307,320,351,444,471,582,625,674,768,815,858,912,"1,157","1,311","1,488","1,623","1,661","1,707","1,799","1,891","2,026","2,326","2,519","2,779","12,140","12,266","3,052","3,232","6,276","3,433","3,877","4,127","4,209","4,184","4,246","4,229"
Total Long-Term Assets,"37,212","41,768","41,820","42,669","44,923","45,531","45,817","47,523","49,719","49,688","50,742","51,674","52,149","60,379","60,474","61,648","62,395","62,601","62,896","64,187","74,328","76,674","77,651","77,616","77,739","162,878","172,978","176,277","184,553","183,554","185,353","185,672","193,198","191,987","192,072","192,271","191,297","190,365","189,910","188,667"
Total Assets,"50,169","51,664","55,115","56,653","56,558","57,188","58,473","62,413","63,063","63,968","64,272","65,891","68,048","67,159","67,923","70,563","72,004","69,692","70,182","72,468","83,073","84,788","86,109","86,921","87,226","187,199","192,443","200,162","203,332","204,124","202,125","206,563","210,653","209,463","213,499","211,338","210,173","210,602","208,579","207,682"
Accounts Payable,"4,792","5,555","6,372","7,595","7,009","6,746","7,670","8,219","7,684","7,188","6,459","7,277","6,416","6,380","6,359","8,710","7,448","6,876","6,726","7,941","7,572","7,458","6,658","6,933","6,231","9,474","8,524","10,353","8,820","8,516","8,827","11,405","11,134","11,182","11,971","12,275","11,091","9,872","9,665","10,373"
Deferred Revenue,459,447,452,459,584,574,649,717,895,936,980,986,934,851,790,779,791,722,696,698,665,620,608,631,619,"1,185","1,078","1,030",972,939,914,856,842,810,777,780,804,810,830,825
Current Debt,460,508,"1,168",87,467,386,114,182,365,258,325,354,"7,542","1,202",558,"1,612","3,765","1,324",783,841,"3,961","3,531","3,720","3,269","5,105","10,257","8,421","9,510","8,934","11,505","8,567","10,168","8,488","7,510","12,004","9,837","9,836","12,240","8,268","8,434"
Other Current Liabilities,399,621,613,635,589,558,410,410,425,370,355,405,393,395,396,414,353,359,367,787,"1,129","1,564","1,883","1,673","2,801","2,275","1,817",810,769,877,939,"1,070",959,"1,120","1,610","1,850","2,115","1,647","2,948","1,296"
Total Current Liabilities,"6,110","7,131","8,605","8,776","8,649","8,264","8,843","9,528","9,369","8,752","8,119","9,022","15,285","8,828","8,103","11,515","12,357","9,281","8,572","10,267","13,327","13,173","12,869","12,506","14,756","23,191","19,840","21,703","19,495","21,837","19,247","23,499","21,423","20,622","26,362","24,742","23,846","24,569","21,711","20,928"
Long-Term Debt,"19,931","19,969","21,884","21,873","21,861","21,986","22,042","26,061","26,105","27,174","27,425","27,432","22,705","27,292","27,749","26,707","26,713","26,646","26,574","26,706","35,500","36,398","36,996","36,829","34,686","84,392","91,087","94,709","99,034","96,278","96,005","95,843","100,989","100,560","98,190","98,021","100,193","100,448","101,811","100,875"
Other Long-Term Liabilities,"9,972","10,001","10,101","10,341","10,398","10,885","11,336","10,267","10,485","10,647","10,875","11,201","11,095","11,425","11,794","9,782","10,058","10,375","10,681","10,777","8,065","8,250","8,473","8,797","8,807","16,620","17,029","18,406","18,426","18,539","18,446","18,119","18,265","18,247","18,797","18,919","19,209","19,835","20,359","21,164"
Total Long-Term Liabilities,"29,903","29,970","31,985","32,214","32,259","32,871","33,378","36,328","36,590","37,821","38,300","38,633","33,800","38,717","39,543","36,489","36,771","37,021","37,255","37,483","43,565","44,648","45,469","45,626","43,493","101,012","108,116","113,115","117,460","114,817","114,451","113,962","119,254","118,807","116,987","116,940","119,402","120,283","122,170","122,039"
Total Liabilities,"36,013","37,101","40,590","40,990","40,908","41,135","42,221","45,856","45,959","46,573","46,419","47,655","49,085","47,545","47,646","48,004","49,128","46,302","45,827","47,750","56,892","57,821","58,338","58,132","58,249","124,203","127,956","134,818","136,955","136,654","133,698","137,461","140,677","139,429","143,349","141,682","143,248","144,852","143,881","142,967"
Total Debt,"20,391","20,477","23,052","21,960","22,328","22,372","22,156","26,243","26,470","27,432","27,750","27,786","30,247","28,494","28,307","28,319","30,478","27,970","27,357","27,547","39,461","39,929","40,716","40,098","39,791","94,649","99,508","104,219","107,968","107,783","104,572","106,011","109,477","108,070","110,194","107,858","110,029","112,688","110,079","109,309"
