,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Long-Term Assets,"10,824","11,013","11,126","9,356","9,379","14,697","14,903","14,831","15,795","16,017","16,650","28,573","27,204","27,207","28,540","28,552","28,593","28,423","26,974","26,914","26,367","25,644","25,552","24,408","24,498","23,545","23,691","23,908","48,686","46,661","46,234","44,762","43,940","41,723","39,949","38,175","39,387","39,660","38,917","37,811"
Total Assets,"15,295","15,355","15,603","15,174","15,821","22,124","22,795","21,317","22,268","22,644","28,836","36,539","34,726","34,273","35,506","35,819","35,806","35,185","33,272","33,456","32,735","31,907","31,817","31,054","31,256","30,146","30,155","31,243","61,553","58,979","57,984","56,070","54,843","53,467","51,125","48,663","50,022","49,290","48,695","48,743"
Accounts Payable,"1,073",928.5,962.5,857.9,905.6,997,"1,102","1,236","1,110","1,076","1,018","1,255","1,348","1,141","1,133","1,276","1,453","1,387","1,342","1,401","1,617","1,317","1,538","1,511","1,528","1,274","1,257","1,448","1,904","2,043","1,800","1,660","1,657","1,500","1,670","1,311","1,767","1,958","1,962","1,989"
Current Debt,443.4,423.8,306,"2,357","2,804","2,781","2,600",568.3,"1,078","1,149",710.6,"4,489",336.4,325.4,"1,032",793,"1,855","2,681","1,422","1,177",701.7,703.9,750.6,605.3,"1,508","1,488","3,198","3,238","3,409","2,337","3,485","3,615","3,371","3,262","1,788","1,264","1,259",713.3,"1,358","1,308"
Other Current Liabilities,"1,448","1,297","1,333","1,259","1,595","1,510","1,668","1,880","1,934","1,734","2,046","3,810","3,356","3,057","3,004","2,915","3,077","2,319","2,099","2,604","2,269","2,137","2,272","2,528","2,533","2,467","2,516","2,590","5,249","5,598","4,848","4,829","4,857","4,882","4,223","3,947","3,721","3,437","3,204","3,537"
Total Current Liabilities,"2,964","2,649","2,601","4,474","5,304","5,288","5,369","3,684","4,122","3,959","3,775","9,554","5,041","4,524","5,170","4,984","6,385","6,387","4,863","5,182","4,588","4,158","4,560","4,645","5,569","5,228","6,971","7,275","10,563","9,978","10,133","10,104","9,884","9,643","7,681","6,521","6,746","6,108","6,524","6,834"
Long-Term Debt,"7,587","7,781","7,918","5,724","5,700","5,750","5,890","5,846","6,296","6,326","12,773","11,329","15,203","14,701","14,026","13,992","12,865","12,451","13,320","13,291","13,161","13,087","12,590","12,461","11,214","11,198","8,994","9,102","22,429","22,102","20,917","19,854","19,717","18,763","19,206","18,725","18,015","18,069","17,246","17,077"
Other Long-Term Liabilities,"1,784","1,733","1,731","1,570","1,541","1,992","1,966","1,972","2,084","2,084","1,958","3,827","3,365","3,392","3,478","3,551","3,248","3,170","2,880","2,916","2,819","2,771","2,764","2,485","2,588","2,457","2,444","2,318","5,607","5,484","5,728","4,971","4,749","4,614","4,432","4,234","4,189","4,185","4,082","3,966"
Total Long-Term Liabilities,"9,371","9,514","9,649","7,294","7,241","7,743","7,856","7,817","8,380","8,410","14,730","15,156","18,568","18,092","17,504","17,543","16,113","15,621","16,200","16,207","15,980","15,857","15,354","14,945","13,803","13,655","11,438","11,420","28,036","27,586","26,645","24,825","24,466","23,376","23,639","22,959","22,204","22,254","21,328","21,043"
Total Liabilities,"12,335","12,163","12,250","11,768","12,545","13,031","13,225","11,502","12,502","12,369","18,505","24,710","23,609","22,617","22,673","22,527","22,499","22,008","21,063","21,389","20,568","20,015","19,914","19,590","19,372","18,883","18,409","18,695","38,599","37,565","36,777","34,929","34,350","33,019","31,320","29,480","28,950","28,362","27,852","27,877"
Total Debt,"8,030","8,204","8,224","8,081","8,504","8,531","8,490","6,414","7,374","7,475","13,483","15,817","15,539","15,026","15,058","14,785","14,721","15,133","14,742","14,468","13,863","13,791","13,341","13,066","12,722","12,686","12,193","12,340","25,839","24,439","24,402","23,469","23,088","22,024","20,994","19,989","19,274","18,783","18,604","18,384"
Debt Growth,40.03%,31.01%,32.22%,28.15%,5.90%,3.98%,3.23%,-20.63%,-13.28%,-12.38%,58.81%,146.60%,110.73%,101.03%,11.68%,-6.52%,-5.27%,0.71%,-2.10%,-2.15%,-5.83%,-8.87%,-9.51%,-9.69%,-8.23%,-8.01%,-8.60%,-5.56%,103.10%,92.66%,100.13%,90.19%,-10.65%,-9.88%,-13.96%,-14.83%,-16.52%,-14.72%,-11.39%,-8.03%
Common Stock,496.8,532.7,560.5,582.5,628.4,"7,013","7,081","7,100","7,067","7,088","7,117","8,423","8,438","8,461","8,483","8,509","8,024","7,617","7,619","7,591","7,598","7,613","7,624","7,644","7,650","7,664","7,680","7,695","18,451","18,477","18,502","18,526","18,548","18,567","18,598","18,629","18,658","18,440","18,480","18,521"
Retained Earnings,"2,685","2,801","2,926","3,425","3,615","3,671","3,839","4,268","4,462","4,476","4,644","4,525","4,942","5,009","5,306","5,394","5,645","5,752","5,789","5,966","6,011","5,989","5,821","6,011","6,031","6,052","6,092","6,277","5,361","4,324","3,910","4,087","3,689","3,942","4,107","4,313","5,176","5,253","5,369","5,553"
Comprehensive Income,-240.1,-159.4,-152.7,-620.3,-987,"-1,610.9","-1,351.6","-1,553.6","-1,764.3","-1,290.5","-1,431.3","-1,120.4","-2,263.7","-1,813",-955.6,-611.2,-361.2,-191.5,"-1,199.3","-1,490.9","-1,441.3","-1,710.5","-1,541.7","-2,191.2","-1,797.2","-2,453.5","-2,024.9","-1,423.8",-858,"-1,385.6","-1,205","-1,471.9","-1,744.3","-2,061","-2,899.2","-3,759.1","-2,761.2","-2,764.6","-3,005.6","-3,208.5"
Shareholders' Equity,"2,942","3,174","3,334","3,388","3,256","9,073","9,568","9,814","9,764","10,273","10,330","11,827","11,116","11,656","12,833","13,292","13,308","13,177","12,209","12,066","12,167","11,892","11,903","11,463","11,884","11,263","11,746","12,548","22,954","21,415","21,207","21,141","20,493","20,448","19,805","19,182","21,072","20,928","20,843","20,866"
Net Cash / Debt,"-7,738.6","-7,961.4","-8,030.3","-7,881.2","-8,278","-8,253.8","-8,050.4","-5,827.1","-6,137.9","-6,275.2","-7,121.5","-14,560.8","-14,540.5","-14,302.4","-14,445.1","-14,170.5","-14,428.6","-14,765.3","-14,411.9","-14,019","-13,474.8","-13,561","-13,129.2","-12,706.9","-12,246.8","-12,113.1","-11,869.2","-11,675.1","-24,994.2","-23,632.4","-23,728","-22,712.7","-22,386.4","-21,271.6","-20,329.6","-19,342","-18,014.4","-18,276.1","-17,974.4","-17,074.8"
Net Cash Per Share,-19.53,-20.07,-20.21,-19.84,-20.66,-18.60,-15.43,-11.34,-12.04,-12.31,-13.97,-27.81,-27.11,-26.64,-26.90,-26.39,-26.93,-28.57,-27.91,-27.14,-26.09,-26.33,-25.47,-24.62,-23.57,-23.43,-22.95,-22.55,-41.57,-19.57,-19.63,-18.73,-18.51,-17.53,-16.70,-15.88,-14.75,-15.16,-14.94,-14.14
Working Capital,"1,507","1,693","1,876","1,344","1,137","2,138","2,522","2,802","2,351","2,668","8,412","-1,588.9","2,482","2,541","1,796","2,283",828,374.5,"1,435","1,360","1,780","2,105","1,705","2,000","1,188","1,372",-506.7,59.3,"2,305","2,340","1,617","1,205","1,019","2,101","3,495","3,966","3,889","3,522","3,254","4,098"
Book Value Per Share,7.81,8.53,8.92,9.05,8.69,21.71,19.52,20.01,19.92,20.98,20.48,22.59,20.80,21.81,23.99,24.84,24.95,25.62,23.73,23.45,23.64,23.09,23.09,22.22,23.02,21.81,22.72,24.27,38.18,17.73,17.54,17.48,16.95,16.89,16.34,15.82,17.37,17.40,17.38,17.39
