,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"3,547","5,297","4,820","3,990","2,672","2,858","3,001","3,090","2,448","2,355","2,299","2,472","2,493","2,496","2,785","3,094","1,940","1,628","1,589","1,504","1,755","1,677","1,825","1,981","1,430","1,812","2,169","2,564","2,484","2,058","1,987","1,527","1,296",879,774,708,"1,143",922,990,"1,065"
Cash & Cash Equivalents,"3,547","5,297","4,820","3,990","2,672","2,858","3,001","3,090","2,448","2,355","2,299","2,472","2,493","2,496","2,785","3,094","1,940","1,628","1,589","1,504","1,755","1,677","1,825","1,981","1,430","1,812","2,169","2,564","2,484","2,058","1,987","1,527","1,296",879,774,708,"1,143",922,990,"1,065"
Cash Growth,33.25%,91.37%,59.71%,10.28%,-24.67%,-46.04%,-37.74%,-22.56%,-8.38%,-17.60%,-23.39%,-20.00%,1.84%,5.99%,21.14%,25.16%,-22.18%,-34.78%,-42.94%,-51.39%,-9.54%,3.01%,14.85%,31.72%,-18.52%,8.05%,18.85%,29.43%,73.71%,13.58%,-8.39%,-40.44%,-47.83%,-57.29%,-61.05%,-53.63%,-11.81%,4.89%,27.91%,50.42%
Receivables,"2,563","2,598","2,519","2,293","2,367","2,412","2,339","2,203","2,394","2,413","2,496","2,357","2,534","2,629","2,672","2,628","2,874","2,878","2,777","2,622","2,715","2,629","2,499","2,461","2,424","2,156","2,494","2,506","2,662","2,786","2,729","2,840","3,126","3,109","3,031","3,171","3,201","3,216","3,163","3,123"
Inventory,"1,298","1,305","1,265","1,180","1,187","1,191","1,153","1,086","1,134","1,145","1,167","1,076","1,158","1,199","1,225","1,220","1,335","1,320","1,338","1,318","1,346","1,256","1,209","1,164","1,185","1,167","1,149","1,189","1,292","1,400","1,524","1,694","1,883","1,975","2,007","2,054","2,000","1,921","1,799","1,707"
Other Current Assets,"2,620",591,548,401,441,572,476,341,265,254,223,218,245,246,230,336,274,293,236,334,259,727,712,647,467,474,219,264,266,265,337,313,377,408,384,337,344,345,336,340
Total Current Assets,"10,028","9,791","9,152","7,864","6,667","7,033","6,969","6,720","6,241","6,167","6,185","6,123","6,430","6,570","6,912","7,278","6,423","6,119","5,940","5,778","6,075","6,289","6,245","6,253","5,506","5,609","6,031","6,523","6,704","6,509","6,577","6,374","6,682","6,371","6,196","6,270","6,688","6,404","6,288","6,235"
"Property, Plant & Equipment","1,699","1,700","1,693","1,686","1,624","1,636","1,601","1,577","1,598","1,580","1,702","1,652","1,674","1,726","1,759","1,778","1,829","1,783","1,799","1,791","1,765","1,717","1,693","1,729","1,704","1,711","1,736","1,777","1,746","1,767","1,744","1,809","1,795","1,736","1,705","1,848","1,885","1,901","1,904","1,976"
Goodwill and Intangibles,"6,829","6,780","6,596","6,466","6,231","6,222","6,088","5,999","6,005","5,907","6,191","6,021","6,016","6,041","6,051","6,024","6,021","5,852","5,785","5,717","5,665","5,431","5,320","5,343","5,237","5,244","5,405","5,471","5,379","5,374","5,293","5,937","5,883","5,702","5,557","5,632","5,622","5,595","5,510","5,566"
Other Long-Term Assets,"1,614","1,665","1,587","1,449","1,415","1,457","1,446","1,433","1,593","1,568","1,631","1,405","1,409","1,585","1,592","1,700","1,890","1,769","1,795","1,584","1,821","1,750","1,702","1,743","1,702","1,699","1,768","1,841","1,834","1,930","1,903","1,957","1,926","1,857","1,768","1,672","1,726","1,752","1,693","1,741"
