,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Long-Term Assets,"10,142","10,145","9,876","9,601","9,270","9,315","9,135","9,009","9,196","9,055","9,524","9,078","9,099","9,352","9,402","9,502","9,740","9,404","9,379","9,092","9,251","8,898","8,715","8,815","8,643","8,654","8,909","9,089","8,959","9,071","8,940","9,703","9,604","9,295","9,030","9,152","9,233","9,248","9,107","9,283"
Total Assets,"20,170","19,936","19,028","17,465","15,937","16,348","16,104","15,729","15,437","15,222","15,709","15,201","15,529","15,922","16,314","16,780","16,163","15,523","15,319","14,870","15,326","15,187","14,960","15,068","14,149","14,263","14,940","15,612","15,663","15,580","15,517","16,077","16,286","15,666","15,226","15,422","15,921","15,652","15,395","15,518"
Accounts Payable,863,850,784,698,849,711,698,649,723,714,810,737,799,806,852,856,919,885,908,852,894,835,837,814,826,740,882,895,949,965,948,967,"1,076","1,057","1,020",994,997,986,"1,001","1,000"
Current Debt,"2,833","1,070","1,496","1,476","1,708",819,812,526,650,864,"1,364",652,671,691,698,850,660,"1,350","1,350","1,351","1,760",0,0,4,4,4,353,350,350,592,579,778,"1,041","1,525","1,688","1,590","2,870","1,275","1,248","1,825"
Other Current Liabilities,"1,664","2,003","1,594","1,351","1,187","1,216","1,214","1,193","1,343","1,246","1,312","1,371","1,405","1,329","1,317","1,347","1,346","1,312","1,405","1,339","1,307","1,353","1,386","1,336","1,202","1,298","1,305","1,344","1,381","1,403","1,469","1,725","1,741","1,712","1,684","1,876","1,729","1,779","1,733","1,850"
Total Current Liabilities,"5,360","3,923","3,874","3,525","3,744","2,746","2,724","2,368","2,716","2,824","3,486","2,760","2,875","2,826","2,867","3,053","2,925","3,547","3,663","3,542","3,961","2,188","2,223","2,154","2,032","2,042","2,540","2,589","2,680","2,960","2,996","3,470","3,858","4,294","4,392","4,460","5,596","4,040","3,982","4,675"
Long-Term Debt,"4,789","6,140","6,034","5,943","5,845","6,994","7,000","6,896","6,353","6,300","6,329","7,177","7,205","7,360","7,439","7,478","6,889","6,069","6,054","6,029","5,981","7,809","7,643","7,754","7,690","7,765","7,592","7,772","7,599","7,056","6,972","6,909","6,817","6,115","5,940","6,173","5,510","6,947","6,818","6,339"
Other Long-Term Liabilities,"1,441","1,433","1,319","1,173","1,366","1,302","1,290","1,237","1,146","1,148","1,101","1,005",951,962,982,"1,660","2,186","2,119","2,056","2,041","2,184","2,095","2,124","2,130","2,143","2,098","2,111","2,069","2,108","2,043","2,056","2,072","2,029","1,878","1,880","1,700","1,714","1,571","1,591","1,491"
Total Long-Term Liabilities,"6,230","7,573","7,353","7,116","7,211","8,296","8,290","8,133","7,499","7,448","7,430","8,182","8,156","8,322","8,421","9,138","9,075","8,188","8,110","8,070","8,165","9,904","9,767","9,884","9,833","9,863","9,703","9,841","9,707","9,099","9,028","8,981","8,846","7,993","7,820","7,873","7,224","8,518","8,409","7,830"
Total Liabilities,"11,590","11,496","11,227","10,641","10,955","11,042","11,014","10,501","10,215","10,272","10,916","10,942","11,031","11,148","11,288","12,191","12,000","11,735","11,773","11,612","12,126","12,092","11,990","12,038","11,865","11,905","12,243","12,430","12,387","12,059","12,024","12,451","12,704","12,287","12,212","12,333","12,820","12,558","12,391","12,505"
Total Debt,"7,622","7,210","7,530","7,419","7,553","7,813","7,812","7,422","7,003","7,164","7,693","7,829","7,876","8,051","8,137","8,328","7,549","7,419","7,404","7,380","7,741","7,809","7,643","7,758","7,694","7,769","7,945","8,122","7,949","7,648","7,551","7,687","7,858","7,640","7,628","7,763","8,380","8,222","8,066","8,164"
Debt Growth,52.08%,42.15%,46.61%,16.95%,-0.91%,8.36%,3.75%,0.04%,-7.28%,-8.31%,-1.52%,5.48%,12.47%,12.38%,5.77%,6.37%,-4.15%,-7.85%,-9.01%,-11.38%,2.54%,5.26%,3.23%,5.12%,-0.61%,-0.51%,3.95%,4.69%,3.31%,-1.56%,-4.96%,-5.36%,-1.14%,-0.10%,1.02%,0.99%,6.64%,7.62%,5.74%,5.17%
Common Stock,"-7,089","-8,492","-8,965","-9,696","-11,249","-11,407","-11,610","-11,588","-12,036","-12,500","-12,967","-13,444","-13,681","-13,893","-14,123","-14,338","-14,829","-15,318","-15,807","-16,286","-16,650","-17,000","-17,340","-17,672","-18,365","-18,346","-18,300","-18,291","-18,513","-18,732","-18,968","-19,198","-19,555","-19,912","-20,397","-20,870","-21,211","-21,560","-21,918","-22,276"
Retained Earnings,"15,243","16,568","16,909","17,173","17,453","17,755","18,066","18,316","18,586","18,916","19,223","19,505","19,817","20,180","20,553","20,210","20,228","20,633","20,938","21,217","21,488","21,788","22,104","22,403","22,631","22,612","22,833","23,114","23,425","23,842","24,098","24,325","24,607","24,967","25,292","25,799","26,115","26,473","26,823","27,122"
Comprehensive Income,420,359,-148,-658,"-1,226","-1,046","-1,370","-1,504","-1,332","-1,470","-1,468","-1,807","-1,643","-1,516","-1,407","-1,287","-1,240","-1,530","-1,589","-1,677","-1,642","-1,697","-1,798","-1,705","-1,983","-1,909","-1,837","-1,642","-1,638","-1,590","-1,638","-1,502","-1,471","-1,677","-1,882","-1,841","-1,804","-1,820","-1,902","-1,834"
Shareholders' Equity,"8,574","8,435","7,796","6,819","4,978","5,302","5,086","5,224","5,218","4,946","4,788","4,254","4,493","4,771","5,023","4,585","4,159","3,785","3,542","3,254","3,196","3,091","2,966","3,026","2,283","2,357","2,696","3,181","3,274","3,520","3,492","3,625","3,581","3,378","3,013","3,088","3,100","3,093","3,003","3,012"
Net Cash / Debt,"-4,075","-1,913","-2,710","-3,429","-4,881","-4,955","-4,811","-4,332","-4,555","-4,809","-5,394","-5,357","-5,383","-5,555","-5,352","-5,234","-5,609","-5,791","-5,815","-5,876","-5,986","-6,132","-5,818","-5,777","-6,264","-5,957","-5,776","-5,558","-5,465","-5,590","-5,564","-6,160","-6,562","-6,761","-6,854","-7,055","-7,237","-7,300","-7,076","-7,099"
Net Cash Per Share,-9.59,-4.69,-6.83,-,-12.87,-13.45,-13.11,-,-12.52,-13.41,-15.17,-,-15.42,-15.99,-15.47,-,-16.36,-17.09,-17.34,-,-18.16,-18.78,-17.96,-,-19.59,-18.77,-18.17,-,-17.19,-17.64,-17.61,-,-20.92,-21.70,-22.13,-,-23.64,-24.00,-23.35,-
Working Capital,"4,668","5,868","5,278","4,339","2,923","4,287","4,245","4,352","3,525","3,343","2,699","3,363","3,555","3,744","4,045","4,225","3,498","2,572","2,277","2,236","2,114","4,101","4,022","4,099","3,474","3,567","3,491","3,934","4,024","3,549","3,581","2,904","2,824","2,077","1,804","1,810","1,092","2,364","2,306","1,560"
Book Value Per Share,20.32,20.84,19.79,17.44,13.22,14.48,13.93,14.37,14.41,13.87,13.54,12.12,12.98,13.84,14.63,13.38,12.22,11.24,10.63,9.81,9.77,9.52,9.20,9.41,7.17,7.46,8.52,10.05,10.34,11.15,11.10,11.55,11.46,10.88,9.76,10.05,10.16,10.20,9.95,10.01
