,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Cash & Equivalents,348.86,513.29,581.45,826.72,358.32,417.07,146.86,606.79,315.12,139.36,99.21,143.57,147.24,169.27,191.41,236,152.56,138.72,118.36,88.48,80.86,96.65,102.13,226.54,234.44,145.4,421.54,703.18,553.61,493.64,79.75,113.17,84.14,90.47,74.56,89.8,88.56,124.15,88.13,85.56
Short-Term Investments,4.84,0,0,0,44.87,16.08,53.35,65.83,71.7,70.41,64.56,0,0,22.22,21.63,22.73,33.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,353.7,513.29,581.45,826.72,403.19,433.15,200.21,672.61,386.82,209.76,163.77,143.57,147.24,191.49,213.04,258.73,186.26,138.72,118.36,88.48,80.86,96.65,102.13,226.54,234.44,145.4,421.54,703.18,553.61,493.64,79.75,113.17,84.14,90.47,74.56,89.8,88.56,124.15,88.13,85.56
Cash Growth,43.96%,43.40%,105.56%,163.72%,13.99%,-15.61%,-65.57%,-18.64%,-4.06%,-51.57%,-18.20%,-78.65%,-61.93%,-8.71%,30.09%,80.21%,26.49%,-27.55%,-44.44%,-65.80%,-56.59%,-30.33%,-13.71%,156.03%,189.94%,50.45%,312.75%,210.40%,136.14%,239.50%,-81.08%,-83.91%,-84.80%,-81.67%,-6.51%,-20.65%,5.26%,37.23%,18.20%,-4.72%
Receivables,529.67,508.43,489.21,510.15,497.98,496.13,531.13,549.19,550.75,546.49,586.37,607.45,598.86,736.01,731.58,763.56,779.22,804.58,838.19,904.06,878.04,910.12,917.54,949.12,942.85,870.37,866.41,910.27,929.49,901.71,927.36,975.44,"1,005","1,006","1,083","1,136","1,133","1,153","1,197","1,274"
Inventory,256.13,251.24,249.82,235.86,234.64,226.21,240.05,251.48,255.2,249.36,262.16,263.3,272.18,278.22,283.2,272.83,274.82,280.35,303.77,321.87,339.81,334.59,336.29,348.3,352.92,408.9,488.17,534.13,533.21,481.8,463.69,464.86,486.75,472.15,473.89,514.84,531.27,506.6,498.35,474.84
Other Current Assets,525.41,532.73,692.47,573.24,574.31,580.31,762.57,570,566.05,584.97,582.45,586.34,611.65,748.77,696.74,748.33,739.28,754.28,844.06,901.46,925.06,894.93,933.86,966.33,967.49,885.03,890.06,955.2,962.24,966.16,"1,007","1,102","1,111","1,063","1,117","1,153","1,157","1,155","1,204","1,202"
Total Current Assets,"1,665","1,806","2,013","2,146","1,710","1,736","1,734","2,043","1,759","1,591","1,595","1,601","1,630","1,954","1,925","2,043","1,980","1,978","2,104","2,216","2,224","2,236","2,290","2,490","2,498","2,310","2,666","3,103","2,979","2,843","2,478","2,655","2,687","2,632","2,748","2,893","2,910","2,938","2,988","3,037"
"Property, Plant & Equipment",981.2,855.7,838.49,845.13,853.39,871.42,896.79,916.54,964.68,993.69,"1,033","1,067","1,090","1,324","1,341","1,353","1,368","1,383","1,395","1,411","1,424","1,431","1,585","1,595","1,600","1,563","1,538","1,498","1,487","1,487","1,461","1,455","1,480","1,494","1,504","1,517","1,537","1,575","1,621","1,643"
Long-Term Investments,0,458.36,451.9,456.86,445.54,329.69,123.49,126.55,118.61,124.95,140.88,140.53,148.17,164.79,163.63,175.66,178.53,175.58,180.26,183.55,191.82,192.35,208.99,218.87,212.8,214.85,240.43,252.45,264.58,274.62,295.27,289.12,259.93,242.87,239.34,243.57,241.8,247.19,266.93,270.01
Goodwill and Intangibles,"1,617","1,323","1,234","1,231","1,239","1,238","1,348","1,344","1,371","1,354","1,383","1,387","1,387","3,369","3,392","3,377","3,377","3,393","3,386","3,367","3,356","3,337","3,333","3,323","3,339","3,322","3,328","3,321","3,314","3,322","3,329","3,323","3,435","3,435","3,417","3,405","3,401","3,403","3,445","3,450"
Other Long-Term Assets,137.8,19.63,18.78,18.65,18.08,17.49,20.91,20.64,18.29,35.32,15.19,19.27,16.09,31.97,30.63,29.16,25.57,29.32,221.98,228.39,237.85,240.32,245.07,260.63,252.59,260.76,271.58,280.49,304.01,310.41,295.32,294.85,306.65,344.11,353.42,368.21,376.62,382.99,399.06,414.13
Total Long-Term Assets,"2,736","2,657","2,543","2,552","2,556","2,457","2,389","2,408","2,472","2,508","2,572","2,614","2,641","4,890","4,927","4,935","4,949","4,980","5,183","5,189","5,210","5,200","5,372","5,397","5,404","5,360","5,377","5,352","5,369","5,394","5,380","5,362","5,482","5,515","5,513","5,534","5,556","5,608","5,732","5,777"
Total Assets,"4,400","4,462","4,556","4,698","4,266","4,192","4,123","4,451","4,231","4,099","4,167","4,215","4,271","6,844","6,852","6,979","6,929","6,958","7,287","7,405","7,434","7,437","7,662","7,887","7,902","7,670","8,043","8,455","8,347","8,237","7,858","8,017","8,169","8,147","8,261","8,427","8,466","8,546","8,720","8,814"
Accounts Payable,117.34,150.07,141.8,171.63,111.95,109.61,131.96,134.84,151.83,110.94,129.65,127.82,127.94,177.05,189.57,162.98,172.18,215.07,214.01,211.9,214.57,226.02,237.24,254.61,243.25,231,252.51,274.02,237.86,230.79,202.97,240.32,235.05,251.5,292.32,310.99,281.65,302.29,314.74,316.7
Current Debt,0.63,0.5,0,0,0,0,250,250,250,250,163.8,66,399.35,362.9,307.45,300,187.5,0,0,173.5,217.5,312.26,381.79,244.05,243.84,43.03,293.22,292.55,293.7,942.92,"1,318","1,160","1,553",355.45,551.01,478.2,292.02,43.71,43.8,254.06
Other Current Liabilities,434.83,479.56,494.22,680.14,467.28,399.06,577.37,746.14,456.97,454.62,417.41,554.94,416.68,590.9,547.77,691.39,557.89,560.78,465.08,729.29,562.28,589.45,503.85,798.59,579.56,611.17,547.62,941.9,738.8,760.38,747.6,777.94,835.28,825.94,756.21,764.55,814.59,884.06,810.29,786.84
Total Current Liabilities,552.8,630.13,636.01,851.76,579.23,508.67,959.33,"1,131",858.8,815.56,710.86,748.76,943.97,"1,131","1,045","1,154",917.57,775.86,679.09,"1,115",994.35,"1,128","1,123","1,297","1,067",885.2,"1,093","1,508","1,270","1,934","2,269","2,178","2,623","1,433","1,600","1,554","1,388","1,230","1,169","1,358"
Long-Term Debt,"1,301","1,300","1,300","1,300","1,300","1,300","1,050","1,050","1,050","1,044","1,045","1,045",745.19,"2,771","2,534","2,534","2,535","2,535","2,536","2,536","2,537","2,538","2,664","2,669","2,666","2,662","2,412","2,408","2,410","1,774","1,466","1,462","1,475","2,613","2,619","2,622","2,625","2,625","2,619","2,613"
