,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,808.1,771.4,782.8,797.8,"1,036","1,108","1,033",577.7,392.3,495,518.7,443.7,358.4,387.1,414.3,545.3,409.7,361.9,361.8,739,517,710,916,832,901,"2,003","2,121","1,650","1,755","1,568","1,510","1,844","1,504","1,390","1,241","1,083",950,848,949,"1,534"
Cash & Cash Equivalents,808.1,771.4,782.8,797.8,"1,036","1,108","1,033",577.7,392.3,495,518.7,443.7,358.4,387.1,414.3,545.3,409.7,361.9,361.8,739,517,710,916,832,901,"2,003","2,121","1,650","1,755","1,568","1,510","1,844","1,504","1,390","1,241","1,083",950,848,949,"1,534"
Cash Growth,16.21%,-5.58%,-14.95%,-15.08%,28.14%,43.62%,32.00%,-27.59%,-62.11%,-55.32%,-49.80%,-23.20%,-8.64%,-21.80%,-20.13%,22.90%,14.31%,-6.51%,-12.67%,35.52%,26.19%,96.19%,153.18%,12.58%,74.27%,182.11%,131.55%,98.32%,94.78%,-21.72%,-28.81%,11.76%,-14.30%,-11.35%,-17.81%,-41.27%,-36.84%,-38.99%,-23.53%,41.64%
Receivables,"1,546","1,572","1,466","1,444","1,565","1,573","1,552","1,665","1,861","1,807","1,764","1,689","1,934","1,939","2,046","2,019","2,247","2,131","2,061","1,988","2,065","2,063","1,983","1,921","1,735","1,535","1,977","2,919","3,153","3,063","2,890","2,898","3,166","3,134","3,363","2,471","3,566","3,856","3,351","3,109"
Inventory,516.9,528,531.8,505.7,506.3,525.7,523.1,723.6,756.3,744.6,687.2,641.2,656.9,701.4,773.4,766.3,800.4,800.2,810.3,781,807,817,810,807,847,836,815,"1,286","1,361","1,567","1,649","1,534","1,644","1,653","1,658","1,217","1,800","1,860","1,328","1,313"
Other Current Assets,150.2,166.2,171.1,223.8,218.9,194.8,193.1,168.9,172.6,160.4,319.3,137.4,157.7,165.4,167.3,212.7,240.6,250.6,257.4,297,330,259,278,276,258,267,252,312,313,339,413,321,326,303,285,"1,846",291,312,272,261
Total Current Assets,"3,021","3,037","2,952","2,971","3,325","3,401","3,301","3,135","3,182","3,207","3,289","2,912","3,107","3,193","3,401","3,543","3,698","3,544","3,491","3,805","3,719","3,849","3,987","3,836","3,741","4,641","5,165","6,167","6,582","6,537","6,462","6,597","6,640","6,480","6,547","6,617","6,607","6,876","5,900","6,217"
"Property, Plant & Equipment","2,028","2,089","2,067","2,094","2,050","2,161","2,185","2,448","2,499","2,503","2,519","2,502","2,553","2,664","2,754","2,864","2,924","2,826","2,828","2,904","2,895","2,891","2,812","2,925","2,839","2,781","2,824","4,591","4,449","4,535","4,398","4,395","4,337","4,151","4,006","3,426","4,463","4,482","3,569","3,783"
Long-Term Investments,440.2,469.9,460.8,403.3,422.5,437.5,438.5,460.9,487.7,508.9,512.7,502.2,530,528.6,559.5,547.4,581.8,610.5,610.3,592,617,690,694,318,315,315,305,820,557,546,513,530,473,442,422,819,895,835,624,364
Goodwill and Intangibles,"1,245","1,244","1,211","1,357","1,169","1,185","1,184","2,302","2,313","2,292","2,225","2,166","2,164","2,189","2,392","2,375","2,376","2,320","2,307","2,292","2,281","2,266","2,222","2,244","2,201","2,205","2,226","3,723","3,655","4,497","4,419","4,370","4,535","4,367","4,320","3,597","4,453","4,406","3,493","3,577"
Other Long-Term Assets,623.7,616.6,591.5,403.2,556.2,582,578.7,480,458.5,477.7,462,753.4,729.5,714.4,710.4,458.7,455.6,477.3,481.1,502,592,535,484,379,406,395,372,728,728,748,699,683,693,704,782,"2,535",699,718,518,512
Total Long-Term Assets,"4,337","4,420","4,331","4,257","4,197","4,365","4,386","5,691","5,758","5,782","5,718","5,923","5,976","6,095","6,415","6,244","6,337","6,234","6,226","6,290","6,385","6,382","6,212","5,866","5,761","5,696","5,727","9,862","9,389","10,326","10,029","9,978","10,038","9,664","9,530","10,377","10,510","10,441","8,204","8,236"
Total Assets,"7,358","7,457","7,282","7,228","7,523","7,766","7,687","8,826","8,941","8,989","9,007","8,835","9,084","9,289","9,816","9,788","10,035","9,777","9,716","10,095","10,104","10,231","10,199","9,702","9,502","10,337","10,892","16,029","15,971","16,863","16,491","16,575","16,678","16,144","16,077","16,994","17,117","17,317","14,104","14,453"
Accounts Payable,"1,563","1,622","1,504","1,530","1,484","1,528","1,437","1,866","1,819","1,791","1,763","1,847","1,841","1,905","2,015","2,270","2,160","2,122","2,009","2,144","2,056","2,089","2,048","1,325","1,793","1,654","2,127","2,352","2,485","2,367","2,131","2,276","2,465","2,298","2,400","2,146","2,676","2,725","2,396","2,546"
Current Debt,338.5,541.1,605.7,623.7,107.8,72.1,74.6,441.4,466.5,515.3,525.4,175.9,255.1,141.8,303.2,84.6,194,70.5,50.7,173,164,171,419,286,286,297,49,49,51,13,54,66,64,60,56,60,62,65,63,73
Other Current Liabilities,9.8,7.6,13.2,14.2,9.3,35.3,28.6,49.4,24.5,93.8,156.5,68.6,54.8,59.6,63,70.3,82.2,43.7,39.7,82,79,53,58,718,45,19,23,"1,409","1,385","1,482","1,452","1,456","1,330","1,293","1,360","2,030","1,410","1,445","1,114","1,148"
Total Current Liabilities,"1,911","2,171","2,123","2,168","1,602","1,636","1,540","2,357","2,310","2,400","2,445","2,092","2,151","2,106","2,381","2,425","2,437","2,236","2,100","2,399","2,299","2,313","2,525","2,329","2,124","1,970","2,199","3,810","3,921","3,862","3,637","3,798","3,859","3,651","3,816","4,236","4,148","4,235","3,573","3,767"
Long-Term Debt,"1,028",704.2,705.8,716.3,"1,731","1,732","1,735","2,109","2,132","2,120","2,090","2,044","2,040","2,078","2,092","2,104","2,132","2,103","2,086","1,941","1,923","1,929","1,656","1,674","1,664","2,762","2,787","3,738","3,708","4,348","4,288","4,261","4,223","4,156","4,080","4,140","4,175","4,191","3,665","3,707"
Other Long-Term Liabilities,682,688.4,653.5,652.6,628,647.5,624.9,728.1,737.3,713.2,681.6,"1,397","1,413","1,413","1,427","1,433","1,451","1,384","1,361","1,410","1,497","1,487","1,440",855,850,842,988,"1,757","1,688","1,631","1,546","1,254","1,258","1,166","1,144","1,110","1,115","1,110",859,913
Total Long-Term Liabilities,"1,710","1,393","1,359","1,369","2,359","2,379","2,359","2,837","2,869","2,833","2,772","3,441","3,453","3,491","3,519","3,537","3,582","3,487","3,447","3,351","3,420","3,416","3,096","2,529","2,514","3,604","3,775","5,495","5,396","5,979","5,834","5,515","5,481","5,322","5,224","5,250","5,290","5,301","4,524","4,620"
Total Liabilities,"3,621","3,563","3,482","3,537","3,960","4,015","3,899","5,194","5,180","5,233","5,217","5,533","5,604","5,597","5,900","5,962","6,019","5,723","5,546","5,750","5,719","5,729","5,621","4,858","4,638","5,574","5,974","9,305","9,317","9,841","9,471","9,313","9,340","8,973","9,040","9,486","9,438","9,536","8,097","8,387"
Total Debt,"1,366","1,245","1,312","1,340","1,838","1,804","1,809","2,550","2,598","2,635","2,615","2,220","2,295","2,220","2,395","2,188","2,326","2,173","2,136","2,114","2,087","2,100","2,075","1,960","1,950","3,059","2,836","3,787","3,759","4,361","4,342","4,327","4,287","4,216","4,136","4,200","4,237","4,256","3,728","3,780"
Debt Growth,13.78%,1.24%,3.08%,9.60%,34.57%,44.85%,37.94%,90.32%,41.34%,46.07%,44.56%,-12.97%,-11.66%,-15.75%,-8.42%,-1.41%,1.31%,-2.10%,-10.81%,-3.40%,-10.26%,-3.36%,-2.87%,-7.28%,-6.56%,45.67%,36.67%,93.21%,92.77%,42.56%,53.10%,14.26%,14.05%,-3.32%,-4.74%,-2.94%,-1.17%,0.95%,-9.86%,-10.00%
Common Stock,392.2,377.5,324,282.7,254.3,240.8,180.1,-46.2,-112,-206.9,-257.2,-274.8,-297.1,-338.9,-341.4,-324.2,-381.4,-430.9,-451.7,-436,-512,-534,-521,-509,-511,-505,-492,783,782,795,810,828,784,700,614,646,633,653,673,504
Retained Earnings,"3,308","3,470","3,607","3,717","3,867","3,985","4,114","4,210","4,346","4,482","4,538","4,215","4,375","4,557","4,713","4,531","4,722","4,959","5,127","5,336","5,461","5,598","5,757","5,942","6,036","5,903","5,979","6,296","6,321","6,527","6,582","6,671","6,830","7,005","7,239","7,454","7,632","7,796","6,010","6,152"
Comprehensive Income,-16.8,-18.6,-199.9,-383.6,-616.9,-539.5,-576.7,-610.2,-540.8,-593.8,-571,-722.1,-674.2,-606.4,-545.7,-490,-430.3,-567.6,-609.2,-674,-675,-670,-779,-727,-801,-787,-730,-651,-736,-673,-746,-551,-564,-816,"-1,078",-876,-824,-898,-915,-828
Shareholders' Equity,"3,684","3,829","3,731","3,616","3,504","3,687","3,717","3,554","3,693","3,682","3,710","3,218","3,403","3,612","3,826","3,717","3,911","3,960","4,066","4,226","4,274","4,394","4,457","4,706","4,724","4,611","4,757","6,428","6,367","6,649","6,646","6,948","7,050","6,889","6,775","7,224","7,441","7,551","5,768","5,828"
Net Cash / Debt,-558,-473.9,-528.7,-542.2,-802.9,-695.9,-775.8,"-1,972.6","-2,206.1","-2,139.8","-2,096.6","-1,775.8","-1,937","-1,832.6","-1,980.8","-1,643","-1,915.8","-1,811.1","-1,774.5","-1,375","-1,570","-1,390","-1,159","-1,128","-1,049","-1,056",-715,"-2,137","-2,004","-2,793","-2,832","-2,483","-2,783","-2,826","-2,895","-3,117","-3,287","-3,408","-2,779","-2,246"
