,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Long-Term Assets,"6,879","6,888","7,018","7,339","7,359","7,367","7,370","7,510","7,897","7,930","7,934","8,086","8,636","8,716","8,789","8,884","8,964","9,139","9,189","9,332","9,328","9,761","9,788","9,664","9,752","9,786","9,852","10,015","10,195","10,312","10,447","10,504","10,830","10,843","10,860","10,922","10,957","10,997","11,108","11,120"
Total Assets,"8,312","8,431","8,548","8,962","8,974","9,084","9,079","9,207","9,615","9,565","9,541","9,674","10,318","10,448","10,552","10,639","10,762","11,024","11,069","11,274","11,265","11,721","11,753","11,594","11,668","11,620","12,148","12,976","13,477","13,096","12,813","12,847","13,094","13,144","13,296","13,379","13,494","13,556","13,732","13,873"
Accounts Payable,276.91,954.9,"1,038","1,084",336.45,"1,101","1,096","1,103",366.24,"1,147","1,169","1,183",439.67,"1,283","1,182","1,285",441.98,"1,366","1,321","1,436",445.65,"1,356","1,254","1,344",446.96,"1,383","1,372","1,591",570.52,"1,780","1,766","1,845",658.9,"1,976","1,861","1,795","1,761","1,636","1,843","1,783"
Current Debt,99.31,103.64,77.69,81.48,68.32,89.02,73.81,84.88,62.72,488.26,94.8,91.25,105.9,126.06,126.11,112.76,545.62,126.25,126.3,342.43,63.45,128.13,148.28,133.16,143.99,127.29,138.71,151.72,391.79,168.09,167.97,105.81,112.89,114.09,129.84,136.45,149.22,169.42,185.01,199.21
Other Current Liabilities,683.67,51.91,0,0,778.06,65.11,24.42,8.7,671.45,49.79,3.99,5.11,771.81,108.82,13.72,0,860.43,87,0.19,0.25,939.64,172.92,142.23,144.69,972.44,180.01,748.76,891.24,"1,519",291.59,35.07,17.54,"1,212",55.73,0.4,7.74,4.61,57.86,6.96,7.15
Total Current Liabilities,"1,060","1,110","1,116","1,165","1,183","1,255","1,194","1,196","1,100","1,685","1,268","1,279","1,317","1,517","1,322","1,397","1,848","1,580","1,448","1,778","1,449","1,657","1,544","1,622","1,563","1,690","2,259","2,634","2,481","2,239","1,969","1,969","1,984","2,146","1,992","1,939","1,914","1,863","2,035","1,990"
Long-Term Debt,"3,210","3,109","3,070","3,373","3,210","3,052","2,962","3,010","3,369","2,792","3,499","3,543","4,030","3,773","3,989","3,927","3,494","3,795","3,864","3,684","3,935","4,108","4,333","4,145","4,167","4,020","3,730","3,789","3,803","3,774","3,745","3,960","4,447","4,556","4,899","5,031","5,122","5,104","4,993","5,185"
Other Long-Term Liabilities,741.84,767.62,762.58,765.46,790.32,813.12,800.92,807.01,837.24,736.12,405.59,388.12,372.61,357,363.52,384.26,367.97,362.83,367.5,372.27,415.76,404.16,411.12,364.15,359.34,425.63,398.07,517.53,791.32,481.58,526.7,550.17,469.88,479.32,501.09,504.68,492.36,536.35,575.42,592.55
Total Long-Term Liabilities,"3,952","3,877","3,833","4,139","4,001","3,865","3,762","3,817","4,206","3,528","3,905","3,931","4,403","4,130","4,352","4,312","3,862","4,158","4,232","4,056","4,351","4,512","4,744","4,509","4,526","4,445","4,128","4,306","4,594","4,255","4,272","4,510","4,916","5,036","5,400","5,536","5,614","5,640","5,568","5,777"
Total Liabilities,"5,011","4,987","4,949","5,304","5,183","5,120","4,957","5,013","5,306","5,214","5,173","5,211","5,720","5,647","5,675","5,709","5,710","5,737","5,679","5,834","5,800","6,169","6,288","6,130","6,089","6,135","6,387","6,941","7,075","6,494","6,241","6,479","6,900","7,182","7,392","7,475","7,529","7,504","7,604","7,767"
Total Debt,"3,309","3,213","3,148","3,455","3,279","3,141","3,035","3,095","3,431","3,280","3,594","3,634","4,136","3,899","4,115","4,040","4,040","3,921","3,990","4,026","3,999","4,236","4,481","4,278","4,311","4,147","3,868","3,941","4,194","3,942","3,913","4,066","4,559","4,670","5,029","5,167","5,271","5,273","5,178","5,384"
Debt Growth,-11.29%,-12.47%,-11.24%,-1.29%,-0.92%,-2.25%,-3.58%,-10.42%,4.66%,4.45%,18.41%,17.43%,20.54%,18.84%,14.49%,11.17%,-2.32%,0.58%,-3.03%,-0.34%,-1.02%,8.03%,12.29%,6.24%,7.80%,-2.10%,-13.67%,-7.88%,-2.70%,-4.95%,1.15%,3.18%,8.70%,18.49%,28.53%,27.09%,15.61%,12.91%,2.95%,4.19%
Common Stock,0.98,"3,392","3,546","3,603",0.99,"3,907","4,062","4,133",0.98,"4,289","4,303","4,395",0.97,"4,736","4,813","4,865",0.94,"5,216","5,318","5,364",0.91,"5,482","5,393","5,389",0.87,"5,413","5,689","5,963",0.85,"6,514","6,480","6,274",0.77,"5,868","5,815","5,855",-8.96,"6,012","6,087","6,065"
Retained Earnings,"3,274",-,-,-,"3,760",-,-,-,"4,272",-,-,-,"4,558",-,-,-,"4,981",-,-,-,"5,384",-,-,-,"5,471",-,-,-,"6,268",-,-,-,"6,059",-,-,-,"5,930",-,-,-
Comprehensive Income,-24.81,0,0,0,-25.23,0,0,0,-23.13,0,0,0,-25.42,0,0,0,7.18,0,0,0,4.24,0,0,0,31.89,0,0,0,48.12,0,0,0,30.29,0,0,0,0,0,0,0
Shareholders' Equity,"3,250","3,392","3,546","3,603","3,736","3,907","4,062","4,133","4,250","4,289","4,303","4,395","4,533","4,736","4,813","4,865","4,990","5,216","5,318","5,364","5,389","5,482","5,393","5,389","5,504","5,413","5,689","5,963","6,317","6,514","6,480","6,274","6,090","5,868","5,815","5,855","5,921","6,012","6,087","6,065"
Net Cash / Debt,"-3,291.84","-3,196.54","-3,133.27","-3,415.11","-3,246.47","-3,105.52","-2,992.86","-3,055.31","-3,370.13","-3,225.82","-3,537.9","-3,572.43","-4,102.38","-3,835.61","-4,048.58","-3,974.73","-3,965.59","-3,848.28","-3,913.58","-3,942.62","-3,893.41","-4,173.44","-4,419.79","-4,218.79","-4,249.38","-4,092.48","-3,328.78","-2,839.4","-2,969.86","-3,177.12","-3,713.99","-3,876.14","-4,444.1","-4,564.43","-4,896.58","-5,092.82","-5,168.46","-5,163.26","-5,098.34","-5,303.07"
Net Cash Per Share,-32.89,-31.92,-31.26,-33.80,-32.22,-30.86,-29.65,-30.20,-33.69,-32.62,-35.96,-36.33,-41.90,-39.39,-41.72,-41.41,-41.78,-40.64,-41.51,-42.24,-42.00,-45.88,-49.53,-47.75,-48.51,-47.34,-39.13,-33.31,-34.70,-37.03,-43.38,-46.32,-55.78,-60.03,-65.78,-69.71,-71.99,-72.23,-71.97,-76.17
Working Capital,372.44,432.67,414.01,456.63,432.31,461.97,514.65,500.36,617.9,-50,338.72,308.42,364,214.65,440.93,357.69,-50.03,305.15,432.98,162.98,489.06,303.68,420.76,308.86,352.54,144.4,37.62,326.93,800.83,544.79,396.5,374.48,279.45,155.69,444.53,517.36,622.92,695.72,589.37,763.19
Book Value Per Share,33.08,34.41,35.87,36.38,37.81,39.50,41.03,41.81,43.18,43.94,44.31,45.25,46.73,49.03,50.01,51.08,52.78,55.35,56.66,57.77,58.46,60.40,60.50,61.27,63.13,62.79,67.22,70.42,74.56,76.83,76.94,76.27,77.27,78.21,78.92,80.66,83.19,85.24,86.87,88.07
