,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Long-Term Assets,"18,952","19,235","18,739","19,210","18,109","18,237","18,116","19,308","19,173","19,449","19,545","19,046","18,936","18,725","18,817","18,252","18,206","18,306","17,939","18,218","18,343","18,282","18,219","18,595","18,202","18,735","18,308","18,757","18,427","19,189","19,513","19,882","20,514","20,297","19,789","20,084","20,013","20,380","20,627","21,975"
Total Long-Term Assets,"46,429","46,551","45,446","45,814","43,999","44,015","43,689","44,834","44,559","44,694","44,403","42,737","42,001","41,519","41,375","40,718","40,657","40,346","39,755","39,906","39,600","39,398","38,833","39,260","38,308","38,704","38,207","38,860","38,148","38,751","38,891","39,338","39,706","39,125","38,330","38,158","37,989","38,427","38,786","40,527"
Total Assets,"84,397","87,827","84,488","84,681","82,490","82,242","78,969","78,342","78,307","78,300","76,402","74,704","77,549","78,510","78,560","76,962","78,014","78,987","78,209","78,509","78,726","79,187","77,993","78,453","75,894","76,566","76,741","78,324","80,729","81,697","80,784","82,793","82,276","81,107","80,907","81,943","83,649","85,427","86,791","87,476"
Accounts Payable,"6,731","6,860","6,778","6,515","6,328","5,862","5,206","5,023","5,101","5,104","4,713","4,614","5,302","5,778","6,113","6,487","6,938","6,831","6,788","7,051","7,198","7,022","6,141","5,957","5,769","5,083","5,193","6,128","6,694","6,921","7,218","8,154","8,361","8,092","8,260","8,689","8,951","8,443","7,827","7,906"
Current Debt,"11,290","12,936","11,102","11,501","11,972","10,875","12,335","12,844","13,893","14,343","13,488","13,965","14,557","13,377","11,089","11,031","12,150","12,470","10,332","11,553","11,542","11,514","12,318","11,376","12,724","11,715","12,019","11,164","11,824","11,381","9,630","11,756","12,307","10,743","11,016","11,279","12,165","14,714","12,880","13,406"
Other Current Liabilities,"9,274","9,945","9,709","9,861","8,266","8,869","8,292","8,375","7,221","7,736","7,089","7,553","7,776","8,978","8,701","9,413","8,314","8,999","8,913","9,614","8,648","9,199","8,742","9,288","8,023","8,433","7,766","8,425","8,060","9,206","9,128","9,937","8,864","10,128","10,926","11,563","10,726","12,157","12,417","13,416"
Total Current Liabilities,"27,295","29,741","27,589","27,877","26,566","25,606","25,833","26,242","26,215","27,183","25,290","26,132","27,635","28,133","25,903","26,931","27,402","28,300","26,033","28,218","27,388","27,735","27,201","26,621","26,516","25,231","24,978","25,717","26,578","27,508","25,976","29,847","29,532","28,963","30,202","31,531","31,842","35,314","33,124","34,728"
Long-Term Debt,"26,801","27,307","28,180","27,784","26,803","27,445","25,208","25,169","24,470","23,980","23,622","22,818","23,725","23,815","24,835","23,847","23,165","23,699","25,441","25,000","24,240","24,764","25,588","26,281","24,369","26,907","26,107","25,999","26,356","26,204","27,154","26,033","25,277","26,219","25,509","25,714","24,873","22,985","24,259","24,472"
Other Long-Term Liabilities,"9,932","9,856","9,823","12,194","12,083","12,030","11,960","12,046","11,869","11,834","11,775","12,541","12,529","12,483","12,125","12,418","12,175","12,046","10,845","11,211","11,620","11,810","10,211","10,922","10,770","10,651","10,662","11,230","11,178","11,105","10,959","10,397","10,370","10,166","9,574","8,807","8,764","8,872","8,901","8,773"
Total Long-Term Liabilities,"36,733","37,163","38,003","39,978","38,886","39,475","37,168","37,215","36,339","35,814","35,397","35,359","36,254","36,298","36,960","36,265","35,340","35,745","36,286","36,211","35,860","36,574","35,799","37,203","35,139","37,558","36,769","37,229","37,534","37,309","38,113","36,430","35,647","36,385","35,083","34,521","33,637","31,857","33,160","33,245"
Total Liabilities,"64,028","66,904","65,592","67,855","65,452","65,081","63,001","63,457","62,554","62,997","60,687","61,491","63,889","64,431","62,863","63,196","62,742","64,045","62,319","64,429","63,248","64,309","63,000","63,824","61,655","62,789","61,747","62,946","64,112","64,817","64,089","66,277","65,179","65,348","65,285","66,052","65,479","67,171","66,284","67,973"
Total Debt,"38,091","40,243","39,282","39,285","38,775","38,320","37,543","38,013","38,363","38,323","37,110","36,783","38,282","37,192","35,924","34,878","35,315","36,169","35,773","36,553","35,782","36,278","37,906","37,657","37,093","38,622","38,126","37,163","38,180","37,585","36,784","37,789","37,584","36,962","36,525","36,993","37,038","37,699","37,139","37,878"
Debt Growth,-5.92%,1.75%,-0.64%,4.07%,1.80%,-4.78%,-4.43%,-3.24%,-1.06%,0.01%,-1.15%,-3.24%,-0.21%,-2.95%,-3.20%,-5.18%,-7.75%,-2.75%,-0.42%,4.80%,1.32%,0.30%,5.96%,3.02%,3.66%,6.46%,0.58%,-1.31%,2.93%,-2.68%,-3.52%,1.68%,-1.56%,-1.66%,-0.70%,-2.11%,-1.45%,1.99%,1.68%,2.39%
Common Stock,"-8,669","-8,422","-10,797","-10,710","-10,935","-11,002","-12,452","-12,402","-12,348","-12,302","-12,278","-12,125","-12,097","-11,921","-11,600","-11,343","-11,641","-12,219","-12,926","-14,663","-15,369","-16,604","-17,701","-18,241","-19,253","-19,249","-19,066","-18,901","-18,790","-18,900","-20,226","-21,213","-22,013","-23,005","-24,329","-25,166","-25,541","-26,892","-27,149","-29,927"
Retained Earnings,"32,775","32,961","33,977","33,887","34,998","34,823","35,191","29,246","29,517","29,167","29,450","27,377","27,584","27,471","28,530","26,301","27,929","28,657","30,384","30,427","32,435","32,981","34,477","34,437","35,504","34,841","35,508","35,167","36,697","36,934","38,361","39,282","40,820","41,263","43,304","43,514","45,457","47,094","49,888","51,250"
Comprehensive Income,"-3,801","-3,683","-4,357","-6,431","-7,101","-6,729","-6,843","-2,035","-1,493","-1,633","-1,527","-2,039","-1,827","-1,471","-1,233","-1,192","-1,016","-1,496","-1,568","-1,684","-1,588","-1,499","-1,783","-1,567","-2,012","-1,815","-1,448",-888,"-1,290","-1,154","-1,440","-1,553","-1,710","-2,499","-3,353","-2,457","-1,746","-1,946","-2,232","-1,820"
Shareholders' Equity,"20,305","20,856","18,823","16,746","16,962","17,092","15,896","14,809","15,676","15,232","15,645","13,213","13,660","14,079","15,697","13,766","15,272","14,942","15,890","14,080","15,478","14,878","14,993","14,629","14,239","13,777","14,994","15,378","16,617","16,880","16,695","16,516","17,097","15,759","15,622","15,891","18,170","18,256","20,507","19,503"
Net Cash / Debt,"-32,746","-32,316","-33,200","-31,944","-31,212","-30,499","-31,497","-31,553","-32,477","-31,559","-30,997","-29,615","-28,810","-26,960","-26,333","-26,617","-27,427","-27,515","-27,766","-28,696","-28,654","-28,849","-30,000","-29,373","-29,970","-29,838","-28,811","-27,811","-26,838","-26,754","-27,338","-28,535","-31,058","-30,948","-30,179","-29,989","-30,249","-30,312","-30,594","-30,900"
Net Cash Per Share,-51.22,-50.63,-53.31,-50.79,-50.94,-49.94,-52.95,-52.47,-55.26,-53.62,-52.57,-50.68,-48.57,-45.28,-43.88,-44.41,-45.11,-45.54,-46.32,-47.87,-49.51,-50.34,-52.56,-52.68,-54.38,-54.72,-52.67,-50.47,-48.67,-48.45,-49.98,-52.51,-57.70,-57.97,-57.22,-57.45,-58.24,-58.88,-59.65,-60.91
Working Capital,"10,673","11,535","11,453","10,990","11,925","12,621","9,447","7,266","7,533","6,423","6,709","5,835","7,913","8,858","11,282","9,313","9,955","10,341","12,421","10,385","11,738","12,054","11,959","12,572","11,070","12,631","13,556","13,747","16,003","15,438","15,917","13,608","13,038","13,019","12,375","12,254","13,818","11,686","14,881","12,221"
Book Value Per Share,32.40,33.30,30.78,27.13,28.04,28.34,27.02,24.92,26.90,26.08,26.76,22.61,23.25,23.86,26.48,23.26,25.54,25.06,26.84,23.81,27.04,26.20,26.53,26.56,26.04,25.41,27.63,28.23,30.41,30.81,30.73,30.66,31.99,29.70,29.75,30.72,35.20,35.63,40.18,38.74
