,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"5,345","7,927","6,082","7,341","7,563","7,821","6,046","6,460","5,886","6,764","6,113","7,168","9,472","10,232","9,591","8,261","7,888","8,654","8,007","7,857","7,128","7,429","7,906","8,284","7,123","8,784","9,315","9,352","11,342","10,831","9,446","9,254","6,526","6,014","6,346","7,004","6,789","7,387","6,545","6,978"
Cash & Cash Equivalents,"5,345","7,927","6,082","7,341","7,563","7,821","6,046","6,460","5,886","6,764","6,113","7,168","9,472","10,232","9,591","8,261","7,888","8,654","8,007","7,857","7,128","7,429","7,906","8,284","7,123","8,784","9,315","9,352","11,342","10,831","9,446","9,254","6,526","6,014","6,346","7,004","6,789","7,387","6,545","6,978"
Cash Growth,-10.65%,29.74%,-4.33%,20.72%,41.50%,-1.34%,-0.59%,-12.00%,-22.17%,-13.51%,1.11%,10.96%,60.92%,51.27%,56.90%,15.25%,-16.72%,-15.42%,-16.52%,-4.89%,-9.63%,-14.16%,-1.26%,5.43%,-0.07%,18.24%,17.82%,12.89%,59.23%,23.30%,1.41%,-1.05%,-42.46%,-44.47%,-32.82%,-24.31%,4.03%,22.83%,3.14%,-0.37%
Receivables,"33,889","34,190","33,176","32,772","31,588","31,413","30,462","30,507","30,852","30,396","29,453","29,088","29,587","29,732","29,836","30,725","31,029","31,299","31,171","31,899","31,716","32,150","31,072","31,748","30,171","29,642","29,293","30,187","30,369","31,159","30,444","31,286","32,007","30,884","30,213","31,147","31,403","31,887","31,759","32,722"
Inventory,"12,888","13,055","13,328","12,205","12,099","11,681","11,150","9,700","9,849","9,458","9,478","8,614","9,082","9,388","10,212","10,018","10,947","11,255","11,814","11,529","12,340","12,007","12,180","11,266","11,748","11,371","11,453","11,402","12,149","12,672","13,666","14,038","15,038","15,881","16,860","16,270","17,633","17,746","17,580","16,565"
Other Current Assets,"-14,154","-13,896","-13,544","-13,451","-12,759","-12,688","-12,378","-13,159","-12,839","-13,012","-13,045","-12,903","-12,593","-12,361","-12,454","-12,760","-12,507","-12,567","-12,538","-12,682","-12,058","-11,797","-11,998","-12,105","-11,456","-11,935","-11,527","-11,477","-11,279","-11,716","-11,663","-11,123","-11,001","-10,797","-10,842","-10,636","-10,165","-10,020","-7,879","-9,316"
Total Current Assets,"37,968","41,276","39,042","38,867","38,491","38,227","35,280","33,508","33,748","33,606","31,999","31,967","35,548","36,991","37,185","36,244","37,357","38,641","38,454","38,603","39,126","39,789","39,160","39,193","37,586","37,862","38,534","39,464","42,581","42,946","41,893","43,455","42,570","41,982","42,577","43,785","45,660","47,000","48,005","46,949"
"Property, Plant & Equipment","16,716","16,690","16,431","16,577","16,277","16,136","15,955","16,090","15,935","15,916","15,680","15,322","14,727","14,420","14,187","14,155","13,912","13,752","13,607","13,574","13,259","13,172","12,842","12,904","12,488","12,357","12,232","12,401","12,132","12,014","11,904","12,090","11,932","11,744","11,643","12,028","11,973","12,124","12,287","12,680"
Long-Term Investments,266,259,265,257,230,229,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,"10,495","10,367","10,011","9,770","9,383","9,413","9,387","9,436","9,451","9,329","9,178","8,369","8,338","8,374","8,371","8,311","8,539","8,288","8,209","8,114","7,998","7,944","7,772","7,761","7,618","7,612","7,667","7,702","7,589","7,548","7,474","7,366","7,260","7,084","6,898","6,046","6,003","5,923","5,872","5,872"
