,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,565","1,216","1,306","1,199","1,242","1,184","1,133","1,000","1,281","1,235","1,369","1,154","1,073","1,140","1,296","1,656","1,717","2,919","1,502","2,438","3,720","3,813","3,893","2,437","2,518","4,294","2,822","3,107","2,442","3,649","5,663","4,631","3,505","3,802","3,169","3,050","4,477","3,439","2,566","2,964"
Short-Term Investments,"2,467","1,588","1,880","2,342","2,062","2,122","1,602","2,218","1,519","1,304","1,768","2,336","1,976","1,844","2,148","2,813","2,362","2,211","3,611","1,795",366,405,"1,174","2,950","2,224",666,"2,696","3,461","4,244","3,741","4,119","5,108","6,320","4,585","5,921","6,017","5,068","6,113","6,382","5,611"
Cash & Cash Equivalents,"4,032","2,804","3,186","3,541","3,304","3,306","2,735","3,218","2,800","2,539","3,137","3,490","3,049","2,984","3,444","4,469","4,079","5,130","5,113","4,233","4,086","4,218","5,067","5,387","4,742","4,960","5,518","6,568","6,686","7,390","9,782","9,739","9,825","8,387","9,090","9,067","9,545","9,552","8,948","8,575"
Cash Growth,4.40%,-13.56%,-11.33%,-7.52%,-18.06%,17.90%,-14.16%,-9.12%,-15.25%,-23.20%,14.70%,8.45%,8.89%,17.53%,9.79%,28.05%,33.78%,71.92%,48.46%,-5.28%,0.17%,-17.78%,-0.90%,27.26%,16.05%,17.59%,8.90%,21.92%,41.00%,48.99%,77.27%,48.28%,46.95%,13.49%,-7.07%,-6.90%,-2.85%,13.89%,-1.56%,-5.43%
Receivables,"1,355","1,527","1,477","1,246","1,394","1,434","1,481","1,165","1,269","1,348","1,447","1,267","1,337","1,469","1,576","1,278","1,454","1,551","1,585","1,207","1,440","1,419","1,342","1,074","1,316","1,176","1,392","1,414","1,584","1,591","1,653","1,701","1,795","2,190","2,040","1,895","1,877","1,956","1,976","1,787"
Inventory,"1,714","1,744","1,751","1,784","1,844","1,885","1,771","1,691","1,805","1,876","1,808","1,790","1,843","1,947","1,908","1,957","2,032","2,090","2,116","2,217","2,131","2,079","2,040","2,001","2,003","2,136","2,072","1,955","1,890","1,856","1,863","1,910","2,060","2,199","2,404","2,757","3,288","3,729","3,908","3,999"
Other Current Assets,"1,259","1,381","1,342",850,"1,150","1,435","1,302","1,000",785,926,789,910,811,"1,111","1,063","1,030","1,025",821,654,440,294,240,264,299,249,216,277,302,245,340,287,335,330,267,238,302,313,277,265,761
Total Current Assets,"8,360","7,456","7,756","7,421","7,692","8,060","7,289","7,074","6,659","6,689","7,181","7,457","7,040","7,511","7,991","8,734","8,590","9,592","9,468","8,097","7,951","7,956","8,713","8,761","8,310","8,488","9,259","10,239","10,405","11,177","13,585","13,685","14,010","13,043","13,772","14,021","15,023","15,514","15,097","15,122"
"Property, Plant & Equipment","3,179","3,044","2,930","2,840","2,758","2,685","2,629","2,596","2,554","2,557","2,545","2,512","2,501","2,514","2,567","2,664","2,736","2,855","3,051","3,183","3,318","3,365","3,318","3,303","3,233","3,201","3,190","3,269","3,431","3,678","4,021","5,141","5,439","5,931","6,485","6,876","7,665","8,525","9,320","9,999"
Long-Term Investments,212,219,219,224,232,228,216,221,220,224,233,235,241,250,258,268,271,271,278,251,281,300,298,300,34,36,47,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,"6,615","6,525","6,437","6,347","6,257","6,167","6,078","5,991","5,918","5,838","5,756","5,678","5,662","5,581","5,498","5,418","5,330","5,250","5,163","5,079","5,009","4,919","4,829","4,771","4,790","4,743","4,684","4,484","4,580","4,518","4,459","4,447","4,453","4,444","4,437","4,514","4,502","4,505","4,500","4,585"
Other Long-Term Assets,569,566,558,540,407,392,328,348,335,385,501,549,534,582,615,558,580,559,613,527,884,844,834,883,916,977,"1,027","1,359","1,223","1,230","1,208","1,403","1,374","1,305","1,363","1,796","2,030","2,395","2,721","2,642"
Total Long-Term Assets,"10,575","10,354","10,144","9,951","9,654","9,472","9,251","9,156","9,027","9,004","9,035","8,974","8,938","8,927","8,938","8,908","8,917","8,935","9,105","9,040","9,492","9,428","9,279","9,257","8,973","8,957","8,948","9,112","9,234","9,426","9,688","10,991","11,266","11,680","12,285","13,186","14,197","15,425","16,541","17,226"
Total Assets,"18,935","17,810","17,900","17,372","17,346","17,532","16,540","16,230","15,686","15,693","16,216","16,431","15,978","16,438","16,929","17,642","17,507","18,527","18,573","17,137","17,443","17,384","17,992","18,018","17,283","17,445","18,207","19,351","19,639","20,603","23,273","24,676","25,276","24,723","26,057","27,207","29,220","30,939","31,638","32,348"
Accounts Payable,405,402,393,437,432,417,367,386,387,416,428,396,429,450,430,466,488,492,492,478,477,412,397,388,363,409,411,415,567,587,596,571,641,712,780,851,952,923,713,802
Current Debt,"1,000",254,"1,002","1,001","1,000","1,750","1,000","1,000","1,249",637,634,631,378,499,499,500,500,0,749,749,750,"1,249",499,500,"1,051",551,550,550,0,499,500,500,500,499,499,500,500,299,300,599
Other Current Liabilities,"1,066","1,147","1,248","1,220",854,"1,026","1,133","1,169",784,938,"1,108","1,237",795,928,"1,126","1,292",872,974,"1,141","1,247",932,985,"1,111","1,235",967,"1,203","1,224","1,425","1,133","1,115","1,317","1,498","1,387","1,349","1,519","1,634","1,452","1,489","1,639","1,919"
Total Current Liabilities,"2,471","1,803","2,643","2,658","2,286","3,193","2,500","2,555","2,420","1,991","2,170","2,264","1,602","1,877","2,055","2,258","1,860","1,466","2,382","2,474","2,159","2,646","2,007","2,123","2,381","2,163","2,185","2,390","1,700","2,201","2,413","2,569","2,528","2,560","2,798","2,985","2,904","2,711","2,652","3,320"
Long-Term Debt,"4,652","4,394","3,643","3,630","3,638","3,134","3,132","3,120","2,869","2,975","2,977","2,978","2,980","3,084","3,084","3,577","3,578","5,066","4,318","4,319","5,057","4,558","5,302","5,303","5,499","6,245","6,247","6,248","6,250","5,752","7,239","7,241","7,242","6,745","7,438","8,235","9,626","10,920","10,922","10,624"
Other Long-Term Liabilities,"1,192","1,147","1,143",694,"1,053","1,000",938,609,615,765,783,716,757,769,802,"1,470","1,427","1,361","1,357","1,350","1,708","1,694","1,698","1,685","1,669","1,393","1,450","1,526","1,523","1,497","1,470","1,533","1,489","1,326","1,314","1,410","1,447","1,368","1,433","1,507"
Total Long-Term Liabilities,"5,844","5,541","4,786","4,324","4,691","4,134","4,070","3,729","3,484","3,740","3,760","3,694","3,737","3,853","3,886","5,047","5,005","6,427","5,675","5,669","6,765","6,252","7,000","6,988","7,168","7,638","7,697","7,774","7,773","7,249","8,709","8,774","8,731","8,071","8,752","9,645","11,073","12,288","12,355","12,131"
Total Liabilities,"8,315","7,344","7,429","6,982","6,977","7,327","6,570","6,284","5,904","5,731","5,930","5,958","5,339","5,730","5,941","7,305","6,865","7,893","8,057","8,143","8,924","8,898","9,007","9,111","9,549","9,801","9,882","10,164","9,473","9,450","11,122","11,343","11,259","10,631","11,550","12,630","13,977","14,999","15,007","15,451"
Total Debt,"5,652","4,648","4,645","4,631","4,638","4,884","4,132","4,120","4,118","3,612","3,611","3,609","3,358","3,583","3,583","4,077","4,078","5,066","5,067","5,068","5,807","5,807","5,801","5,803","6,550","6,796","6,797","6,798","6,250","6,251","7,739","7,741","7,742","7,244","7,937","8,735","10,126","11,219","11,222","11,223"
Debt Growth,-0.55%,-10.01%,-10.00%,-10.22%,-17.94%,5.08%,-11.04%,-11.03%,-11.21%,-26.04%,-12.61%,-12.40%,-18.46%,-0.80%,-0.78%,12.97%,21.44%,41.39%,41.42%,24.31%,42.40%,14.63%,14.49%,14.50%,12.79%,17.03%,17.17%,17.15%,-4.58%,-8.02%,13.86%,13.87%,23.87%,15.89%,2.56%,12.84%,30.79%,54.87%,41.39%,28.48%
Common Stock,"-17,191","-17,708","-18,250","-18,731","-19,048","-19,567","-20,248","-20,698","-21,144","-21,352","-21,604","-22,108","-22,429","-22,921","-23,442","-23,941","-24,585","-25,408","-26,508","-28,439","-29,412","-30,031","-30,246","-30,644","-32,165","-32,802","-32,645","-32,504","-32,347","-32,370","-32,383","-32,429","-32,883","-34,008","-34,858","-35,522","-35,435","-35,336","-35,232","-35,181"
Retained Earnings,"28,331","28,686","29,189","29,653","29,948","30,286","30,731","31,176","31,457","31,850","32,432","33,107","33,595","34,149","34,935","34,662","35,619","36,413","37,378","37,906","38,396","38,974","39,674","39,898","40,227","40,780","41,305","42,051","42,860","43,846","44,847","45,919","47,053","48,280","49,519","50,353","50,930","51,522","52,098","52,283"
Comprehensive Income,-520,-512,-468,-532,-531,-514,-513,-532,-531,-536,-542,-526,-527,-520,-505,-384,-392,-371,-354,-473,-465,-457,-443,-347,-328,-334,-335,-360,-347,-323,-313,-157,-153,-180,-154,-254,-252,-246,-235,-205
Shareholders' Equity,"10,620","10,466","10,471","10,390","10,369","10,205","9,970","9,946","9,782","9,962","10,286","10,473","10,639","10,708","10,988","10,337","10,642","10,634","10,516","8,994","8,519","8,486","8,985","8,907","7,734","7,644","8,325","9,187","10,166","11,153","12,151","13,333","14,017","14,092","14,507","14,577","15,243","15,940","16,631","16,897"
Net Cash / Debt,"-1,620","-1,844","-1,459","-1,090","-1,334","-1,578","-1,397",-902,"-1,318","-1,073",-474,-119,-309,-599,-139,392,1,64,46,-835,"-1,721","-1,589",-734,-416,"-1,808","-1,836","-1,279",-230,436,"1,139","2,043","1,998","2,083","1,143","1,153",332,-581,"-1,667","-2,274","-2,648"
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,377.75%,0.35%,-43.56%,-83.38%,-,-,-,-
Net Cash Per Share,-1.48,-1.70,-1.36,-1.02,-1.26,-1.50,-1.35,-0.88,-1.29,-1.05,-0.46,-0.12,-0.30,-0.59,-0.14,0.39,0.00,0.06,0.05,-0.86,-1.80,-1.67,-0.77,-0.44,-1.92,-1.98,-1.38,-0.25,0.47,1.22,2.18,2.13,2.23,1.23,1.25,0.36,-0.63,-1.82,-2.48,-2.89
Working Capital,"5,889","5,653","5,113","4,763","5,406","4,867","4,789","4,519","4,239","4,698","5,011","5,193","5,438","5,634","5,936","6,476","6,730","8,126","7,086","5,623","5,792","5,310","6,706","6,638","5,929","6,325","7,074","7,849","8,705","8,976","11,172","11,116","11,482","10,483","10,974","11,036","12,119","12,803","12,445","11,802"
