,2014-04-05,2014-07-05,2014-10-04,2014-12-31,2015-04-04,2015-07-04,2015-10-03,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-04-04,2020-07-04,2020-10-03,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-31
Cash & Equivalents,"1,153","1,068","1,296","1,024","1,166","1,576","1,895","1,939","2,278","1,781","1,705","2,046","1,658","1,511","1,576",949.1,760.25,"1,486","1,932","1,399","1,551","1,432","1,686","1,535","1,245","2,789","2,867","2,640","2,461","2,723","1,764","2,365","3,725","2,003","3,050","4,281","3,800","4,511","5,856","6,387"
Short-Term Investments,100,100,100,100,100,112.24,100,100,50,550,650,150,50,50,50,50,0,0,0,0,50,50,249.62,300.04,146,247.47,412.4,408,402.6,398.41,247.25,253.01,446.87,363.29,377.43,576.95,817.81,870.48,863.14,747.48
Cash & Cash Equivalents,"1,253","1,168","1,396","1,124","1,266","1,689","1,995","2,039","2,328","2,331","2,355","2,196","1,708","1,561","1,626",999.1,760.25,"1,486","1,932","1,399","1,601","1,482","1,936","1,835","1,391","3,037","3,279","3,048","2,863","3,121","2,012","2,618","4,172","2,366","3,427","4,858","4,618","5,381","6,719","7,134"
Cash Growth,34.36%,72.18%,-21.19%,-25.62%,1.06%,44.64%,42.94%,81.42%,83.94%,38.04%,18.01%,7.67%,-26.66%,-33.02%,-30.95%,-54.50%,-55.48%,-4.80%,18.83%,40.01%,110.56%,-0.31%,0.20%,31.15%,-13.10%,104.93%,69.37%,66.12%,105.82%,2.78%,-38.65%,-14.10%,45.71%,-24.19%,70.38%,85.56%,10.68%,127.43%,96.05%,46.86%
Receivables,"1,900","2,071","2,244","2,068","1,711","1,792","1,716","1,384","1,494","1,790","1,850","1,632","1,981","2,081","2,114","2,029","2,372","2,638","2,636","2,506","2,483","2,399","2,312","2,160","2,273","1,889","2,119","2,299","2,829","3,399","4,087","3,854","4,111","4,750","4,201","3,591","3,662","3,875","3,428","2,953"
Inventory,"2,724","2,739","2,683","2,745","2,406","2,267","2,361","2,145","2,008","2,288","2,338","2,480","3,064","3,327","3,522","3,462","3,709","4,133","4,106","4,554","4,445","4,269","4,072","3,842","3,876","3,373","3,261","3,569","4,360","5,241","5,679","6,011","6,246","6,579","6,046","5,454","5,591","5,632","5,246","5,578"
Other Current Assets,432.84,517.13,473.16,504.41,480.11,407.09,392.88,185.64,175.89,129.27,156.83,198.8,125.71,213.63,238.61,335.09,238.7,143.57,170.34,178.31,121.17,317.37,363.48,389.53,307.35,336.12,306.76,573.05,356.73,295.05,346.28,316.54,252.06,339.07,682.29,789.33,445.71,402.21,555.78,720.52
Total Current Assets,"6,310","6,495","6,796","6,442","5,863","6,155","6,466","5,754","6,006","6,538","6,700","6,506","6,878","7,183","7,501","6,824","7,079","8,401","8,844","8,636","8,650","8,467","8,684","8,226","7,847","8,635","8,966","9,489","10,409","12,056","12,124","12,800","14,781","14,034","14,356","14,692","14,316","15,291","15,949","16,386"
"Property, Plant & Equipment","4,961","4,972","4,884","5,288","5,184","5,121","5,041","4,891","4,814","4,817","4,913","5,079","5,133","5,062","5,096","5,093","5,091","5,122","5,151","5,335","5,573","5,798","5,887","6,179","6,417","6,556","6,830","6,899","7,032","7,236","7,777","8,115","8,921","9,214","9,440","9,617","9,863","10,093","10,356","11,050"
Long-Term Investments,0,0,0,0,0,-758,-1,0,-457,-451,-506,0,-547,-550,0,0,0,0,-383,0,-352.1,0,-407,0,-446.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
