,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,300.3,187,197.8,209.6,237.9,310.6,184.8,92.8,268.5,167.4,180.6,327.4,212.1,260.7,209.1,211.4,175.5,54.2,203.6,114.7,79,85.7,135.9,118.8,"1,662","1,369","1,035","1,260","1,190","1,402",897.9,359.9,99.4,124.9,112.9,598.6,419.4,554.2,"1,001",919.5
Cash & Cash Equivalents,300.3,187,197.8,209.6,237.9,310.6,184.8,92.8,268.5,167.4,180.6,327.4,212.1,260.7,209.1,211.4,175.5,54.2,203.6,114.7,79,85.7,135.9,118.8,"1,662","1,369","1,035","1,260","1,190","1,402",897.9,359.9,99.4,124.9,112.9,598.6,419.4,554.2,"1,001",919.5
Cash Growth,-63.57%,-50.16%,-49.85%,-38.21%,-20.78%,66.10%,-6.57%,-55.73%,12.86%,-46.10%,-2.27%,252.80%,-21.01%,55.73%,15.78%,-35.43%,-17.26%,-79.21%,-2.63%,-45.74%,-54.99%,58.12%,-33.25%,3.57%,2003.67%,1497.43%,661.37%,960.77%,-28.43%,2.44%,-13.22%,-71.44%,-91.64%,-91.09%,-87.43%,66.32%,321.93%,343.71%,786.89%,53.61%
Receivables,"2,520","2,637","2,694","2,627","2,547","2,495","2,571","2,390","2,249","2,318","2,350","2,341","2,358","2,447","2,533","2,703","2,574","2,635","2,653","2,663","2,692","2,747","2,723","2,489","2,856","2,256","2,321","2,274","2,272","2,331","2,384","2,478","2,508","2,668","2,714","2,698","2,668","2,780","2,824","2,834"
Inventory,"1,367","1,414","1,464","1,467","1,503","1,463","1,439","1,388","1,386","1,332","1,342","1,319","1,428","1,470","1,509","1,446","1,542","1,558","1,588","1,546","1,646","1,625","1,587","1,082","1,530","1,229","1,288","1,285","1,347","1,419","1,378","1,492","1,590","1,721","1,803","1,793","1,727","1,646","1,536","1,497"
Other Current Assets,516,533.5,515.2,567.9,634,703,447.9,576.3,291.5,278.3,299.4,291.4,308.9,354.8,363.2,235.8,305.2,360.7,378.1,354.1,334.8,395.4,425,"1,139",389.6,313,348.8,298.2,341.5,335.5,326.6,357,407,391.4,469.4,404.7,458.3,456,428.6,393.2
Total Current Assets,"4,703","4,772","4,872","4,871","4,922","4,971","4,642","4,448","4,195","4,095","4,172","4,279","4,307","4,532","4,615","4,596","4,597","4,608","4,822","4,678","4,751","4,854","4,870","4,828","6,437","5,166","4,992","5,117","5,150","5,487","4,987","4,687","4,605","4,905","5,099","5,494","5,273","5,437","5,789","5,644"
"Property, Plant & Equipment","2,889","2,939","2,979","3,051","3,115","3,123","3,212","3,228","3,227","3,257","3,293","3,365","3,425","3,497","3,617","3,707","3,780","3,759","3,778","3,836","4,450","4,417","4,432","3,695","4,479","3,579","3,580","3,549","3,491","3,469","3,447","3,685","3,672","3,665","3,688","3,742","3,743","3,773","3,869","4,028"
Long-Term Investments,-49.1,-52.5,-48.2,-71.5,-56.9,-60.3,24.8,-58.3,-91.1,-86,-95.7,-92.3,-102.5,-102,-105.3,41.7,-104.4,-100.9,-98.5,-105.1,-108,-106.5,-109.8,56.5,-153.9,-141.1,-155.6,-163.2,-155.7,-159.3,-150.8,-120.6,0,0,0,0,0,-474.1,-450.9,0
Goodwill,"6,857","6,863","6,849","6,717","6,529","6,513","6,499","6,491","6,475","6,504","6,516","6,383","6,948","7,004","7,154","7,167","7,303","7,191","7,078","7,078","7,324","7,234","7,221","5,569","7,232","5,760","5,958","6,007","6,120","6,172","6,126","8,064","8,081","7,936","7,741","8,013","8,062","8,101","8,098","8,148"
Intangible Assets,"4,701","4,636","4,583","4,457","4,327","4,231","4,172","4,109","4,031","3,978","3,914","3,818","4,086","4,062","4,040","4,018","4,012","3,910","3,820","3,798","3,877","3,776","3,728","2,928","3,592","3,019","3,023","2,977","2,967","2,925","2,890","4,224","4,138","4,031","3,915","3,681","3,617","3,604","3,529","3,494"
Other Long-Term Assets,462.6,456.5,451.5,442.7,416.3,438.7,332.3,424.2,505,475.2,579.8,577.3,559.5,530.5,536.3,432.5,596.8,585.2,562,790.2,633.6,653.6,694.6,"3,793",753.8,699.4,699.2,639.2,636.3,638.4,627.9,666.6,571.9,627.3,593.4,535.1,556.4,"1,016","1,024",532.7
Total Long-Term Assets,"14,860","14,842","14,814","14,596","14,330","14,246","14,241","14,194","14,147","14,129","14,207","14,051","14,916","14,991","15,242","15,366","15,588","15,344","15,140","15,397","16,177","15,974","15,966","16,041","15,903","12,916","13,105","13,009","13,058","13,046","12,939","16,519","16,463","16,259","15,938","15,970","15,979","16,020","16,069","16,203"
Total Assets,"19,563","19,614","19,686","19,467","19,252","19,217","18,883","18,642","18,342","18,225","18,379","18,330","19,223","19,523","19,857","19,962","20,184","19,952","19,963","20,075","20,928","20,828","20,836","20,869","22,340","18,082","18,097","18,126","18,208","18,534","17,926","21,206","21,067","21,164","21,037","21,464","21,252","21,456","21,858","21,847"
Accounts Payable,951.2,"1,005","1,047","1,162",950.6,961,"1,035","1,050",986.1,977.8,"1,023",983.2,"1,039","1,124","1,116","1,177","1,229","1,242","1,195","1,256","1,238","1,298","1,269","1,075","1,280","1,088","1,108","1,161","1,128","1,213","1,237","1,384","1,424","1,525","1,584","1,728","1,470","1,477","1,499","1,566"
Deferred Revenue,564,536.2,629,649,506.2,470.9,839.5,561.2,494,546.5,589.1,603.7,558.6,498.4,561.5,"1,032",88.2,87.3,81.9,75.8,85.4,83.2,83.6,76.7,88.3,74,84.6,80.4,89.6,87.9,86.7,91.7,96.8,99.1,109.1,116.5,107.5,117.3,134.3,158.7
Current Debt,"1,258","1,590","1,923","1,705","1,798","2,185","1,009","2,205","1,757","1,750","1,571",541.3,"1,699","1,771","1,073",564.4,"1,018",874.5,769.4,743.6,"1,132","1,069",779.1,502.6,"1,038",534.9,247.3,17.3,24.3,17.3,18.7,411,493.1,618.3,497.9,505.1,"1,118","1,122","1,129",630.4
