,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Current Liabilities,881.8,836.5,855.9,869.8,866.7,828.9,673.5,948.3,922.8,964.2,991,891.2,908,925.8,"1,006",658.1,"1,648","1,420","1,543","1,611","1,701","1,677","1,787","1,976","1,851","1,531","1,666","1,674","1,610","1,562","1,552","1,666","1,618","1,564","1,581","1,861","1,794","1,752","1,838","1,990"
Total Current Liabilities,"3,655","3,967","4,455","4,387","4,121","4,446","3,557","4,764","4,160","4,238","4,174","3,019","4,205","4,318","3,757","3,432","3,983","3,624","3,590","3,686","4,156","4,128","3,920","3,631","4,257","3,228","3,106","2,932","2,852","2,880","2,895","3,553","3,631","3,806","3,772","4,210","4,490","4,468","4,601","4,346"
Long-Term Debt,"5,946","5,539","4,874","4,864","5,409","5,124","5,754","4,260","5,083","5,097","5,091","6,146","5,842","5,909","6,485","6,758","6,398","6,343","6,335","6,302","6,420","6,386","6,386","6,319","7,151","7,071","6,978","6,970","6,977","6,983","6,195","8,630","8,542","8,460","8,344","8,413","7,845","7,835","7,902","7,977"
Other Long-Term Liabilities,"2,689","2,648","2,591","2,834","2,786","2,768","2,730","2,637","2,447","2,220","2,172","2,194","2,298","2,307","2,316","2,084","2,134","2,076","2,055","2,034","2,084","2,045","1,918","2,194","2,071","1,893","1,963","2,023","2,059","1,934","1,875","1,770","1,788","1,780","1,831","1,582","1,552","1,573","1,533","1,452"
Total Long-Term Liabilities,"8,636","8,187","7,465","7,698","8,195","7,892","8,484","6,897","7,530","7,317","7,263","8,340","8,139","8,216","8,801","8,842","8,532","8,419","8,390","8,335","8,505","8,431","8,304","8,513","9,222","8,965","8,941","8,992","9,036","8,917","8,070","10,400","10,331","10,239","10,175","9,995","9,397","9,408","9,435","9,429"
Total Liabilities,"12,290","12,154","11,920","12,085","12,316","12,338","12,041","11,661","11,690","11,555","11,437","11,359","12,345","12,535","12,558","12,274","12,514","12,043","11,980","12,021","12,661","12,558","12,223","12,143","13,479","12,192","12,048","11,925","11,888","11,797","10,964","13,953","13,962","14,045","13,947","14,206","13,887","13,876","14,036","13,774"
Total Debt,"7,204","7,129","6,797","6,569","7,206","7,310","6,763","6,466","6,839","6,847","6,663","6,687","7,541","7,680","7,558","7,323","7,416","7,218","7,104","7,045","7,553","7,455","7,165","6,822","8,189","7,606","7,226","6,987","7,001","7,000","6,214","9,041","9,036","9,078","8,842","8,918","8,963","8,957","9,031","8,607"
Debt Growth,15.56%,-5.05%,-6.26%,-4.85%,0.03%,2.53%,-0.50%,-1.58%,-5.09%,-6.33%,-1.48%,3.43%,10.26%,12.17%,13.43%,9.51%,-1.66%,-6.02%,-6.00%,-3.79%,1.85%,3.29%,0.85%,-3.17%,8.43%,2.03%,0.85%,2.42%,-14.51%,-7.97%,-14.01%,29.39%,29.05%,29.68%,42.30%,-1.36%,-0.80%,-1.33%,2.14%,-3.49%
Common Stock,346.4,346.7,347.2,347.7,348.7,349.3,349.5,350.3,351,351.6,352.3,352.6,353.5,354.1,354.2,354.7,355.5,355.9,356.5,357,358.2,358.9,359.4,359.6,360.8,362,362.1,362.6,363,363.2,363.7,364.1,364.5,364.5,364.6,364.7,365,365.3,365.4,365.7
Retained Earnings,"4,807","5,036","5,319","5,555","5,690","5,895","6,055","6,160","6,288","6,445","6,717","6,975","7,123","7,313","7,598","8,045","8,097","8,330","8,647","8,910","9,132","9,368","9,700","9,994","10,137","7,968","8,080","8,243","8,299","8,473","8,660","8,815","8,840","9,003","9,205","9,319","9,401","9,580","9,833","10,075"
Comprehensive Income,-373.3,-350.8,-377.3,-951.9,"-1,187.4","-1,195.1","-1,404.6","-1,423.3","-1,536.1","-1,492.7","-1,452.3","-1,712.9","-1,636.1","-1,643.9","-1,564.3","-1,642.3","-1,558.3","-1,592.7","-1,765.4","-1,761.7","-1,734.9","-1,836.4","-1,884.7","-2,089.7","-2,113.7","-1,989.7","-1,945.9","-1,994.4","-1,914.5","-1,710.6","-1,733.5","-1,634.8","-1,563.6","-1,617.9","-1,830.5","-1,726.6","-1,737.2","-1,761.8","-1,801.4","-1,850.4"
Shareholders' Equity,"7,211","7,403","7,698","7,316","6,871","6,812","6,783","6,910","6,581","6,601","6,870","6,901","6,809","6,920","7,222","7,619","7,601","7,850","7,929","8,003","8,221","8,225","8,568","8,685","8,822","5,855","6,015","6,167","6,292","6,709","6,934","7,224","7,082","7,093","7,063","7,236","7,344","7,557","7,796","8,045"
Total Liabilities and Equity,"19,563","19,614","19,686","19,467","19,252","19,217","18,883","18,642","18,342","18,225","18,379","18,330","19,223","19,523","19,857","19,962","20,184","19,952","19,963","20,075","20,928","20,828","20,836","20,869","22,340","18,082","18,097","18,126","18,208","18,534","17,926","21,206","21,067","21,164","21,037","21,464","21,252","21,456","21,858","21,847"
Net Cash / Debt,"-6,903.7","-6,941.8","-6,599","-6,359.8","-6,968.3","-6,998.9","-6,578","-6,372.7","-6,570.9","-6,679.5","-6,482","-6,359.6","-7,328.9","-7,419.2","-7,348.4","-7,111.3","-7,240","-7,163.4","-6,900.6","-6,930.5","-7,473.7","-7,369.4","-7,029","-6,702.9","-6,527.3","-6,237.3","-6,191","-5,726.9","-5,811.8","-5,597.6","-5,315.6","-8,680.9","-8,936.1","-8,953","-8,729.2","-8,319.6","-8,543.8","-8,402.7","-8,029.9","-7,687.8"
Net Cash Per Share,-22.52,-22.75,-21.59,-20.81,-22.98,-23.24,-21.93,-21.20,-22.03,-22.53,-21.92,-21.52,-24.84,-25.23,-25.05,-24.22,-24.74,-24.42,-23.52,-23.72,-25.57,-25.23,-24.01,-22.91,-22.31,-21.40,-21.47,-19.84,-20.12,-19.38,-18.38,-29.99,-31.02,-31.24,-30.49,-29.11,-29.88,-29.35,-27.99,-26.78
Working Capital,"1,210","1,048",805.2,416.8,484.5,800.8,525,"1,086",-316.9,35.4,-143,-2,"1,260",102,213.7,857.9,"1,165",614,984.1,"1,233",992.1,595,725.8,950.6,"1,198","2,180","1,939","1,886","2,185","2,298","2,607","2,092","1,134",973.2,"1,099","1,327","1,284",783.2,969,"1,189"
Book Value Per Share,23.99,24.71,25.66,24.38,23.04,23.00,22.98,23.36,22.36,22.57,23.56,23.66,23.43,23.88,24.99,26.35,26.34,27.18,27.46,27.79,28.52,28.60,29.74,30.13,30.55,20.32,21.07,21.59,22.00,23.46,24.21,25.20,24.74,24.88,24.79,25.43,25.81,26.52,27.34,28.20
