,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,209,160,409,168,164,213,597,414,358,467,579,377,412,458,321,552,268,283,185,292,239,"3,685","2,805","2,160","1,006","2,342","1,951","1,839","1,883","1,450","1,336","1,207","1,787","1,506","2,031","1,509","1,975","1,057",835,"1,801"
Cash & Cash Equivalents,209,160,409,168,164,213,597,414,358,467,579,377,412,458,321,552,268,283,185,292,239,"3,685","2,805","2,160","1,006","2,342","1,951","1,839","1,883","1,450","1,336","1,207","1,787","1,506","2,031","1,509","1,975","1,057",835,"1,801"
Cash Growth,-56.55%,-59.08%,-61.23%,-31.43%,-21.53%,33.13%,45.97%,146.43%,118.29%,119.25%,-3.02%,-8.94%,15.08%,-1.93%,-44.56%,46.42%,-34.95%,-38.21%,-42.37%,-47.10%,-10.82%,1202.12%,1416.22%,639.73%,320.92%,-36.45%,-30.45%,-14.86%,87.18%,-38.09%,-31.52%,-34.37%,-5.10%,3.86%,52.02%,25.02%,10.52%,-29.81%,-58.89%,19.35%
Receivables,"7,028","6,710","5,871","5,360","5,384","5,597","5,751","5,745","5,987","6,170","6,394","6,057","6,094","6,443","6,666","6,731","6,679","6,895","5,622","5,442","5,707","6,033","5,770","5,612","5,492","5,344","5,294","5,177","5,167","5,668","5,613","5,671","5,689","5,850","5,727","5,722","6,002","6,540","6,006","6,045"
Inventory,"2,516","2,591","2,477","2,439","2,414","2,489","2,377","2,769","2,922","2,972","2,888","2,943","3,138","3,384","3,209","3,459","3,565","3,509","1,819","2,027","2,124","2,050","1,814","1,953","2,030","1,996","1,773","1,913","1,994","2,064","2,057","2,425","2,515","2,574","2,665","2,895","3,048","3,092","2,776","3,006"
Other Current Assets,"3,306","3,986","4,350","3,895","3,759","4,160","1,744","1,993","1,791","2,238","7,248","1,589","3,585","3,677","2,096","1,687","1,759","1,778","4,197","4,194","4,766","1,274","2,004","1,595","1,427","1,458","1,035","1,105","1,160","1,128",992,"1,050","1,621","1,629","1,262","1,711","1,731","1,317","1,120","1,202"
Total Current Assets,"13,059","13,447","13,107","11,862","11,721","12,459","10,469","10,921","11,058","11,847","17,109","10,966","13,229","13,962","12,292","12,429","12,271","12,465","11,823","11,955","12,836","13,042","12,393","11,320","9,955","11,140","10,053","10,034","10,204","10,310","9,998","10,353","11,612","11,559","11,685","11,837","12,756","12,006","10,737","12,054"
"Property, Plant & Equipment","6,632","6,260","6,314","6,114","5,870","5,922","5,870","6,256","6,397","6,374","5,632","5,556","5,601","5,870","6,121","6,105","6,235","6,093","3,300","3,314","3,332","3,282","3,348","3,341","3,274","3,041","3,059","3,082","3,015","3,111","3,228","3,213","3,103","2,962","3,131","3,098","3,094","3,187","3,136","3,131"
Long-Term Investments,"1,110",966,"1,018","1,117","1,239","1,339","2,143","2,607","2,736","2,665",990,"1,030","1,099","1,159","1,191","1,219","1,294","1,290",848,887,937,848,853,865,869,834,914,"1,003","1,045","1,016","1,066","1,102","1,073","1,070",963,"1,053","1,065",988,"1,056","1,144"
Goodwill and Intangibles,"7,778","9,327","8,766","8,610","8,346","8,395","8,340","8,501","8,618","8,661","28,564","28,062","26,331","26,346","26,429","26,374","26,431","25,936","24,568","24,371","24,326","24,051","23,810","23,961","23,463","23,123","23,288","23,591","23,383","24,124","23,884","23,891","22,918","22,489","22,505","22,357","22,192","22,475","22,824","22,959"
Other Long-Term Assets,"2,638","3,074","3,599","3,903","3,784","3,771","2,800","2,734","2,390","2,332","10,884","3,174","3,347","3,349","5,851","3,640","3,721","3,622","8,258","7,489","7,058","1,846","1,883","3,026","2,841","3,140","3,501","3,714","3,533","3,574","3,714","3,663","4,285","4,244","3,874","4,452","4,313","4,124","4,489","4,693"
Total Long-Term Assets,"18,158","19,627","19,697","19,744","19,239","19,427","19,153","20,098","20,141","20,032","46,070","37,822","36,378","36,724","39,592","37,338","37,681","36,941","36,974","36,061","35,653","30,027","29,894","31,193","30,447","30,138","30,762","31,390","30,976","31,825","31,892","31,869","31,379","30,765","30,473","30,960","30,664","30,774","31,505","31,927"
Total Assets,"31,217","33,074","32,804","31,606","30,960","31,886","29,622","31,019","31,199","31,879","63,179","48,788","49,607","50,686","51,884","49,767","49,952","49,406","48,797","48,016","48,489","43,069","42,287","42,513","40,402","41,278","40,815","41,424","41,180","42,135","41,890","42,222","42,991","42,324","42,158","42,797","43,420","42,780","42,242","43,981"
Accounts Payable,"6,042","5,567","5,270","4,584","4,640","4,791","5,174","4,936","5,360","5,455","4,000","3,453","3,720","3,764","4,271","4,020","4,250","4,410","3,407","3,273","3,482","3,671","3,582","3,336","3,119","3,057","3,120","3,210","3,417","3,719","3,746","4,083","4,101","4,125","4,368","4,138","4,348","4,296","4,268","3,976"
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,"1,228",0,0,0,"1,279","1,368","1,543","1,317","1,326","1,378","1,521","1,389","1,407","1,495","1,600","1,451","1,435","1,583","1,710","1,649","1,637","1,845","1,971","1,846","1,804","1,774","1,939","1,918","1,996","2,122"
Current Debt,"1,518","1,071",323,"1,214","2,136","1,801",865,"1,853","1,883","2,859","1,706","2,899","1,666","2,499","1,608","1,605","1,136","1,583","1,307","2,320","3,968",521,511,"1,362","1,430","2,423",293,464,444,461,234,612,"2,284","2,298","1,534","1,963","2,659","1,267","1,030","2,650"
Other Current Liabilities,"4,592","5,505","6,101","5,515","5,133","5,474","4,407","4,512","4,549","4,572","9,397","5,107","5,356","5,252","4,696","4,253","4,063","3,991","5,210","4,682","4,470","3,661","3,570","3,499","3,360","3,373","3,400","3,229","3,169","3,456","3,481","3,447","3,298","3,614","3,533","3,688","3,457","3,647","3,790","3,661"
Total Current Liabilities,"12,152","12,143","11,694","11,313","11,909","12,066","10,446","11,301","11,792","12,886","16,331","11,459","10,742","11,515","11,854","11,246","10,992","11,301","11,250","11,653","13,441","9,242","9,070","9,692","9,509","10,304","8,248","8,486","8,740","9,285","9,098","9,987","11,654","11,883","11,239","11,563","12,403","11,128","11,084","12,409"
Long-Term Debt,"4,733","6,416","6,357","6,322","5,448","5,734","5,745","5,301","5,143","5,139","11,053","10,351","11,810","11,772","11,964","10,895","10,962","10,373","9,623","9,588","8,418","6,804","6,708","5,920","5,640","5,671","7,526","7,469","7,323","7,318","7,506","7,437","7,366","7,194","7,426","7,784","7,832","8,497","7,818","7,959"
