,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Long-Term Liabilities,"2,373","2,420","3,191","2,885","2,821","3,246","2,933","2,980","3,382","3,331","10,705","6,582","6,854","6,784","6,699","6,126","6,118","5,923","5,466","5,368","5,329","5,614","5,680","6,470","6,165","6,430","6,508","6,646","6,360","6,535","6,533","6,308","6,283","6,104","6,091","6,207","6,107","5,692","5,646","5,739"
Total Long-Term Liabilities,"7,106","8,836","9,548","9,207","8,269","8,980","8,678","8,281","8,525","8,470","21,758","16,933","18,664","18,556","18,663","17,021","17,080","16,296","15,089","14,956","13,747","12,418","12,388","12,390","11,805","12,101","14,034","14,115","13,683","13,853","14,039","13,745","13,649","13,298","13,517","13,991","13,939","14,189","13,464","13,698"
Total Liabilities,"19,258","20,979","21,242","20,520","20,178","21,046","19,124","19,582","20,317","21,356","38,089","28,392","29,406","30,071","30,517","28,267","28,072","27,597","26,339","26,609","27,188","21,660","21,458","22,082","21,314","22,405","22,282","22,601","22,423","23,138","23,137","23,732","25,303","25,181","24,756","25,554","26,342","25,317","24,548","26,107"
Total Debt,"6,251","7,487","6,680","7,536","7,584","7,535","6,610","7,154","7,026","7,998","12,759","13,250","13,476","14,271","13,572","12,500","12,098","11,956","10,930","11,908","12,386","7,325","7,219","7,282","7,070","8,094","7,819","7,933","7,767","7,779","7,740","8,049","9,650","9,492","8,960","9,747","10,491","9,764","8,848","10,609"
Debt Growth,-6.28%,24.29%,21.50%,12.98%,21.32%,0.64%,-1.05%,-5.07%,-7.36%,6.14%,93.03%,85.21%,91.80%,78.43%,6.37%,-5.66%,-10.23%,-16.22%,-19.47%,-4.74%,2.38%,-38.73%,-33.95%,-38.85%,-42.92%,10.50%,8.31%,8.94%,9.86%,-3.89%,-1.01%,1.46%,24.24%,22.02%,15.76%,21.10%,8.72%,2.87%,-1.25%,8.84%
Common Stock,"1,535","1,616","1,592","1,133","1,010",934,595,624,643,198,"16,094","16,141","16,107","15,871","15,689","15,551","15,534","15,506","15,506","15,046","14,572","14,561","15,734","15,740","15,773","15,793","15,754","15,778","15,893","15,935","15,971","15,958","15,981","16,005","16,028","16,036","16,067","16,095","16,116","16,125"
Retained Earnings,"9,764","9,793","9,956","10,291","10,649","10,656","10,797","11,100","10,380","10,575","9,177","4,669","4,268","4,589","5,231","5,398","5,594","6,075","6,604","6,136","6,416","6,366","4,827","4,129","3,332","2,955","2,469","2,382","2,215","2,256","2,025","1,638",900,645,"1,151",874,669,"1,099","1,384","1,506"
Comprehensive Income,387,406,-237,-601,"-1,076",-935,"-1,057","-1,218","-1,039","-1,174","-1,153","-1,233",-987,-729,-473,-414,-254,-808,-946,"-1,080",-952,-564,-795,-540,"-1,021",-943,-776,-504,-410,-351,-434,-347,-345,-662,-911,-864,-846,-870,-955,-933
Shareholders' Equity,"11,686","11,815","11,311","10,823","10,583","10,655","10,335","10,506","9,984","9,599","24,118","19,577","19,388","19,731","20,447","20,535","20,874","20,773","21,164","20,102","20,036","20,363","19,766","19,329","18,084","17,805","17,447","17,656","17,698","17,840","17,562","17,249","16,536","15,988","16,268","16,046","15,890","16,324","16,545","16,698"
Net Cash / Debt,"-6,042","-7,327","-6,271","-7,368","-7,420","-7,322","-6,013","-6,740","-6,668","-7,531","-12,180","-12,873","-13,064","-13,813","-13,251","-11,948","-11,830","-11,673","-10,745","-11,616","-12,147","-3,640","-4,414","-5,122","-6,064","-5,752","-5,868","-6,094","-5,884","-6,329","-6,404","-6,842","-7,863","-7,986","-6,929","-8,238","-8,516","-8,707","-8,013","-8,808"
Working Capital,907,"1,304","1,413",549,-188,393,23,-380,-734,"-1,039",778,-493,"2,487","2,447",438,"1,183","1,279","1,164",573,302,-605,"3,800","3,323","1,628",446,836,"1,805","1,548","1,464","1,025",900,366,-42,-324,446,274,353,878,-347,-355
Book Value Per Share,17.60,17.79,16.98,16.25,16.10,16.27,15.80,16.22,15.40,14.80,37.82,20.90,20.65,21.03,21.93,22.19,22.54,22.43,22.88,21.75,21.95,22.67,24.84,25.06,23.67,23.94,23.45,24.39,24.57,24.89,24.66,24.49,23.53,22.98,23.62,23.37,23.12,23.79,24.32,24.53
