,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"9,467","9,833","9,952","9,624","9,198","9,608","-11,330","4,696","4,733","5,154","6,254","7,086","7,267","7,683",799,"5,305","5,630","6,282","6,183","5,464","5,779","6,451","6,274","5,576","5,444","5,343","5,954","5,341","5,594","6,341","6,392","5,862","6,098","6,614","6,725","6,068","6,686","7,133","6,906","6,094"
Revenue Growth (YoY),-6.29%,-6.34%,54.65%,-8.98%,-2.84%,-2.29%,-,-51.21%,-48.54%,-46.36%,-,50.89%,53.54%,49.07%,-87.22%,-25.13%,-22.53%,-18.24%,673.84%,3.00%,2.65%,2.69%,1.47%,2.05%,-5.80%,-17.18%,-5.10%,-4.21%,2.76%,18.68%,7.36%,9.75%,9.01%,4.31%,5.21%,3.51%,9.64%,7.85%,2.69%,0.43%
Cost of Revenue,"7,995","8,253","8,205","8,015","7,625","7,902","-10,973","3,439","3,446","3,732","4,566","4,972","4,986","5,252",95,"3,607","3,806","4,194","4,126","3,739","3,935","4,307","4,294","3,773","3,643","3,511","3,979","3,613","3,651","4,144","4,201","3,971","4,141","4,414","4,430","3,977","4,445","4,702","4,698","4,102"
Gross Profit,"1,472","1,580","1,747","1,609","1,573","1,706",-357,"1,257","1,287","1,422","1,688","2,114","2,281","2,431",704,"1,698","1,824","2,088","2,057","1,725","1,844","2,144","1,980","1,803","1,801","1,832","1,975","1,728","1,943","2,197","2,191","1,891","1,957","2,200","2,295","2,091","2,241","2,431","2,208","1,992"
"Selling, General & Admin",952,943,"1,315","1,005",975,975,236,847,899,895,"1,549","1,570","1,726","1,609",818,"1,319","1,490","1,441","1,392","1,438","1,458","1,388","1,960","1,427","1,451","1,334","1,453","1,294","1,253","1,367","1,344","1,369","1,454","1,589","1,533","1,571","1,579","1,555","1,476","1,513"
Other Operating Expenses,0,162,162,0,0,0,215,0,60,27,201,78,99,49,121,154,0,0,101,0,0,235,0,111,62,610,0,0,96,79,67,49,384,121,167,345,418,81,220,39
Operating Expenses,952,"1,105","1,477","1,005",975,975,451,847,959,922,"1,750","1,648","1,825","1,658",939,"1,473","1,490","1,441","1,493","1,438","1,458","1,623","1,960","1,538","1,513","1,944","1,453","1,294","1,349","1,446","1,411","1,418","1,838","1,710","1,700","1,916","1,997","1,636","1,696","1,552"
Operating Income,520,475,270,604,598,731,-808,410,328,500,-62,466,456,773,-235,225,334,647,564,287,386,521,20,265,288,-112,522,434,594,751,780,473,119,490,595,175,244,795,512,440
Interest Expense / Income,56,67,66,71,69,75,59,66,71,65,87,136,116,124,90,102,107,95,97,85,98,119,48,52,59,58,62,59,44,56,47,53,51,49,60,67,71,80,63,99
Other Expense / Income,102,78,-154,-92,-132,263,-822,-189,746,-26,"1,027",28,-20,5,-952,-324,-247,-232,-187,-261,-274,"-4,029",-13,-11,3,13,-12,-137,-2,13,-26,-32,-1,1,-23,-24,-9,-5,-43,-32
