,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Pretax Income,362,330,358,625,661,393,-45,533,-489,461,"-1,176",302,360,644,627,447,474,784,654,463,562,"4,431",-15,224,226,-183,472,512,552,682,759,452,69,440,558,132,182,720,492,373
Income Tax,101,154,49,118,132,215,-394,83,41,78,-5,-27,508,89,-248,217,36,61,-117,108,47,239,-627,65,13,-1,31,61,209,108,490,71,58,61,-203,14,49,-329,-57,-1
Net Income,261,176,309,507,529,178,349,450,-530,383,"-1,171",329,-148,555,875,230,438,723,771,355,515,"4,192",612,159,213,-182,441,451,343,574,269,381,11,379,761,118,133,"1,049",549,374
Net Income Growth,59.15%,-68.00%,194.29%,8.10%,102.68%,1.14%,12.94%,-11.24%,-,115.17%,-,-26.89%,-,44.91%,-,-30.09%,-,30.27%,-11.89%,54.35%,17.58%,479.81%,-20.62%,-55.21%,-58.64%,-,-27.94%,183.65%,61.03%,-,-39.00%,-15.52%,-96.79%,-33.97%,182.90%,-69.03%,1109.09%,176.78%,-27.86%,216.95%
Shares Outstanding (Basic),664,664,666,666,657,655,654,648,648,648,638,937,939,938,932,925,926,926,925,924,913,898,796,771,764,744,744,724,720,717,712,704,703,696,689,687,687,686,680,681
Shares Change,-2.97%,-3.04%,-2.64%,-2.77%,-1.01%,-1.40%,-1.80%,-2.78%,-1.38%,-0.99%,-2.50%,44.63%,44.81%,44.69%,46.20%,-1.20%,-1.34%,-1.27%,-0.80%,-0.15%,-1.45%,-3.04%,-13.97%,-16.52%,-16.29%,-17.17%,-6.49%,-6.16%,-5.73%,-3.65%,-4.28%,-2.70%,-2.43%,-2.94%,-3.29%,-2.50%,-2.22%,-1.38%,-1.23%,-0.88%
EPS (Basic),0.39,0.26,0.46,0.77,0.81,0.27,0.54,0.69,-0.82,0.59,-1.77,0.35,-0.16,0.59,0.93,0.25,0.47,0.78,0.84,0.39,0.57,4.81,0.89,0.21,0.28,-0.24,0.59,0.62,0.48,0.80,0.38,0.54,0.02,0.55,1.10,0.17,0.19,1.54,0.80,0.55
EPS (Diluted),0.39,0.26,0.46,0.76,0.80,0.27,0.53,0.69,-0.81,0.59,-1.76,0.35,-0.16,0.59,0.93,0.25,0.47,0.78,0.83,0.38,0.57,4.79,0.88,0.21,0.28,-0.24,0.59,0.62,0.48,0.80,0.38,0.54,0.02,0.55,1.09,0.17,0.19,1.53,0.80,0.55
EPS Growth,62.50%,-67.50%,206.67%,10.14%,105.13%,3.85%,15.22%,-9.21%,-,118.52%,-,-49.28%,-,0%,-,-28.57%,-,32.20%,-10.75%,52.00%,21.28%,514.10%,6.02%,-44.74%,-50.88%,-,-32.95%,195.24%,71.43%,-,-35.59%,-12.90%,-95.83%,-31.25%,186.84%,-68.52%,850.00%,178.18%,-26.61%,223.53%
Free Cash Flow,501,452,927,-408,69,407,434,-286,378,-190,789,"-2,254",119,-141,"1,645",-236,503,539,"1,113",-37,369,110,201,192,36,767,908,422,558,738,341,260,-165,320,"1,106",-430,194,702,"1,221",-338
Free Cash Flow Per Share,0.75,0.68,1.39,-0.61,0.10,0.62,0.66,-0.44,0.58,-0.29,1.24,-2.41,0.13,-0.15,1.76,-0.26,0.54,0.58,1.20,-0.04,0.40,0.12,0.25,0.25,0.05,1.03,1.22,0.58,0.78,1.03,0.48,0.37,-0.23,0.46,1.61,-0.63,0.28,1.02,1.79,-0.50
Dividend Per Share,0.220,0.220,0.220,0.260,0.260,0.260,0.260,0.290,0.290,0.290,0.290,0.250,0.250,0.250,0.250,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.270,0.270,0.270,0.340,0.350,0.350,0.350,0.350,0.360,0.370,0.370,0.370
Dividend Growth,15.79%,15.79%,15.79%,18.18%,18.18%,18.18%,18.18%,11.54%,11.54%,11.54%,11.54%,-13.79%,-13.79%,-13.79%,-13.79%,4.00%,4.00%,4.00%,4.00%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.85%,3.85%,3.85%,30.77%,29.63%,29.63%,29.63%,2.94%,2.86%,5.71%,5.71%,5.71%
Gross Margin,15.55%,16.07%,17.55%,16.72%,17.10%,17.76%,-,26.77%,27.19%,27.59%,26.99%,29.83%,31.39%,31.64%,88.11%,32.01%,32.40%,33.24%,33.27%,31.57%,31.91%,33.24%,31.56%,32.34%,33.08%,34.29%,33.17%,32.35%,34.73%,34.65%,34.28%,32.26%,32.09%,33.26%,34.13%,34.46%,33.52%,34.08%,31.97%,32.69%
Operating Margin,5.49%,4.83%,2.71%,6.28%,6.50%,7.61%,-,8.73%,6.93%,9.70%,-0.99%,6.58%,6.27%,10.06%,-29.41%,4.24%,5.93%,10.30%,9.12%,5.25%,6.68%,8.08%,0.32%,4.75%,5.29%,-2.10%,8.77%,8.13%,10.62%,11.84%,12.20%,8.07%,1.95%,7.41%,8.85%,2.88%,3.65%,11.15%,7.41%,7.22%
Profit Margin,2.76%,1.79%,3.10%,5.27%,5.75%,1.85%,-,9.58%,-11.20%,7.43%,-18.72%,4.64%,-2.04%,7.22%,109.51%,4.34%,7.78%,11.51%,12.47%,6.50%,8.91%,64.98%,9.75%,2.85%,3.91%,-3.41%,7.41%,8.44%,6.13%,9.05%,4.21%,6.50%,0.18%,5.73%,11.32%,1.94%,1.99%,14.71%,7.95%,6.14%
Free Cash Flow Margin,5.29%,4.60%,9.31%,-4.24%,0.75%,4.24%,-,-6.09%,7.99%,-3.69%,12.62%,-31.81%,1.64%,-1.84%,205.88%,-4.45%,8.93%,8.58%,18.00%,-0.68%,6.39%,1.71%,3.20%,3.44%,0.66%,14.36%,15.25%,7.90%,9.97%,11.64%,5.33%,4.44%,-2.71%,4.84%,16.45%,-7.09%,2.90%,9.84%,17.68%,-5.55%
Effective Tax Rate,27.90%,46.67%,13.69%,18.88%,19.97%,54.71%,-,15.57%,-,16.92%,-,-8.94%,141.11%,13.82%,-39.55%,48.55%,7.59%,7.78%,-17.89%,23.33%,8.36%,5.39%,-,29.02%,5.75%,-,6.57%,11.91%,37.86%,15.84%,64.56%,15.71%,84.06%,13.86%,-36.38%,10.61%,26.92%,-45.69%,-11.59%,-0.27%
EBITDA,665,637,648,920,935,686,227,825,-199,761,-816,784,768,"1,049",717,759,793,"1,106",926,759,871,"4,753",233,483,492,77,740,778,808,946,"1,024",729,328,690,815,402,459,"1,012",782,703
EBITDA Margin,7.02%,6.48%,6.51%,9.56%,10.17%,7.14%,-,17.57%,-4.20%,14.77%,-13.05%,11.06%,10.57%,13.65%,89.74%,14.31%,14.09%,17.61%,14.98%,13.89%,15.07%,73.68%,3.71%,8.66%,9.04%,1.44%,12.43%,14.57%,14.44%,14.92%,16.02%,12.44%,5.38%,10.43%,12.12%,6.62%,6.87%,14.19%,11.32%,11.54%
Depreciation & Amortization,247,240,224,224,205,218,213,226,219,235,273,346,292,281,0,210,212,227,175,211,211,203,200,207,207,202,206,207,212,208,218,224,208,201,197,203,206,212,227,231
EBIT,418,397,424,696,730,468,14,599,-418,526,"-1,089",438,476,768,717,549,581,879,751,548,660,"4,550",33,276,285,-125,534,571,596,738,806,505,120,489,618,199,253,800,555,472
EBIT Margin,4.42%,4.04%,4.26%,7.23%,7.94%,4.87%,-,12.76%,-8.83%,10.21%,-17.41%,6.18%,6.55%,10.00%,89.74%,10.35%,10.32%,13.99%,12.15%,10.03%,11.42%,70.53%,0.53%,4.95%,5.24%,-2.34%,8.97%,10.69%,10.65%,11.64%,12.61%,8.61%,1.97%,7.39%,9.19%,3.28%,3.78%,11.22%,8.04%,7.75%
