,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
reportedDate,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-23,2021-05-13,2021-08-10,2021-11-09,2022-02-24,2022-05-10,2022-08-09,2022-11-03,2023-02-21,2023-05-04,2023-08-03,2023-11-02
reportedEPS,-0.09,-0.09,-0.1503,-0.1503,0.0725,0.0725,0.605,0.605,0.41,3.09,3.45,1.62,3.32,-1.98,-4.76,-2.43,-2.46,-0.34,-0.5,-0.01
estimatedEPS,0,0,0,0,0,0,0,0,0,3.09,2.33,1.57,1.85,0.21,-2.65,-2.4,-2.53,-1.35,-0.77,-0.54
surprise,-0.09,-0.09,-0.1503,-0.1503,0.0725,0.0725,0.605,0.605,0.41,0,1.12,0.05,1.47,-2.19,-2.11,-0.03,0.07,1.01,0.27,0.53
surprisePercentage,,,,,,,,,,0,48.0687,3.1847,79.4595,-1042.8571,-79.6226,-1.25,2.7668,74.8148,35.0649,98.1481
startPeriod,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30,2018-9-30
endPeriod,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
stockHigh,,,,,,,,,,,429.54,294.0,368.9,261.63,198.08,116.3,78.29,87.63,74.31,114.43
stockLow,,,,,,,,,,,208.0,213.22,224.51,150.12,40.83,44.15,31.83,31.55,46.43,68.15
stockAverage,,,,,,,,,,,259.74,246.56,290.37,196.4,97.48,69.55,52.88,59.76,59.59,84.09
