,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,662","1,593","2,705","1,935","1,946","2,250","1,597","2,571","2,801","2,429","6,769","3,877","8,425","8,139","9,865","4,042","8,855","8,052","4,142","2,343","3,877","4,778","5,527","4,054","6,054","7,163","7,985","4,673","3,877","3,378","4,304","3,394","4,864","5,153","13,558","5,061","13,735","16,214","15,148","4,694"
Short-Term Investments,"8,248","7,565","8,088","7,598","7,600","7,041","7,423","7,267","7,738","7,417","7,329","7,595","8,205","8,115","8,622","9,557","9,742","9,464","9,695","10,026","9,876","9,991","10,430","10,972","11,104","12,836","12,741","12,554","13,251","13,471","13,719","13,192","13,092","13,037","13,124","13,881","14,932","15,251","15,145","16,626"
Cash & Cash Equivalents,"9,910","9,158","10,793","9,533","9,546","9,291","9,020","9,838","10,539","9,846","14,098","11,472","16,630","16,254","18,487","13,599","18,597","17,516","13,837","12,369","13,753","14,769","15,957","15,026","17,158","19,999","20,726","17,227","17,128","16,849","18,023","16,586","17,956","18,190","26,682","18,942","28,667","31,465","30,293","21,320"
Cash Growth,3.89%,0.91%,13.41%,3.31%,-3.67%,1.45%,-16.43%,3.20%,10.40%,5.97%,56.30%,16.61%,57.79%,65.08%,31.13%,18.54%,11.83%,7.76%,-25.15%,-9.04%,-26.05%,-15.68%,15.32%,21.48%,24.76%,35.41%,29.89%,14.65%,-0.17%,-15.75%,-13.04%,-3.72%,4.83%,7.96%,48.04%,14.20%,59.65%,72.98%,13.53%,12.55%
Receivables,"1,460","2,074","1,004","1,053","1,690","2,129",986,"1,161","1,737","2,553",765,"1,280","1,838","2,430",922,854,"1,276","1,471","1,062","1,015","1,955",904,848,"1,056","2,009","2,238","1,135","1,138","2,196","2,438","1,879","1,814","3,174","3,369","1,609","1,674","3,107","1,429","1,824","2,035"
Other Current Assets,"2,605","2,854","3,839","4,950","6,166","5,555","5,767","4,712","5,568","5,337","4,791","3,438","3,849","3,884","3,776","2,949","4,059","7,877","4,178","3,564","3,965","4,487","3,519","3,806","5,384","5,631","5,170","5,276","6,202","6,503","5,913","6,493","5,710","5,658","5,420","5,567","5,758","5,865","6,136","6,631"
Total Current Assets,"13,975","14,086","15,636","15,536","17,402","16,975","15,773","15,711","17,844","17,736","19,654","16,190","22,317","22,568","23,185","17,402","23,932","26,864","19,077","16,948","19,673","20,160","20,324","19,888","24,551","27,868","27,031","23,641","25,526","25,790","25,815","24,893","26,840","27,217","33,711","26,183","37,532","38,759","38,253","29,986"
"Property, Plant & Equipment","1,244","1,289","1,349","1,228","1,258","1,299","1,343","1,384","1,420","1,452","1,478","1,505","1,525","1,543","1,560","1,584","1,595","1,626","1,685","1,735","1,754","1,796","1,864","1,955","2,023","2,118","2,228","2,371","2,507","2,690","2,898","3,073","3,189","3,121","3,218","3,221","3,234","3,309","3,342","3,030"
Long-Term Investments,"1,800","1,895","1,947","1,949","1,972","1,839","1,879","1,843","1,940","2,051","2,273","2,203","2,424","2,670","2,716","2,745","2,361",379,"1,453","1,458","1,470","1,467","1,465","1,469","1,486","1,511","2,265","2,382","2,325","2,422","1,238",921,530,554,"1,113","1,129","1,110","1,122","1,132","1,122"
Goodwill and Intangibles,"3,699","3,696","3,695","3,231","3,231","3,266","3,266","3,265","3,265","3,266","3,272","3,272","3,279","3,280","3,281","3,281","3,760","3,895","3,895","3,897","3,897","3,922","3,922","3,928","4,443","4,443","4,443","4,447","4,602","4,914","10,806","11,092","11,139","8,911","9,096","9,142","9,320","9,539","9,540","9,550"
Other Long-Term Assets,"1,848","2,155","1,704","1,583","1,761","2,005","2,035","2,475","2,465","2,731","2,789","2,226","2,167","2,192","2,214","2,166","1,805","1,506","1,380","1,375","1,555","1,568","1,605","1,834","2,130","2,515","2,510","2,128","2,455","2,254","4,563","4,379","4,610","7,017","3,627","3,380","3,580","3,726","3,638","3,377"
Total Long-Term Assets,"8,591","9,035","8,695","7,991","8,222","8,409","8,523","8,967","9,090","9,500","9,812","9,206","9,395","9,685","9,771","9,776","9,521","7,406","8,413","8,465","8,676","8,753","8,856","9,186","10,082","10,587","11,446","11,328","11,889","12,280","19,505","19,465","19,468","19,603","17,054","16,872","17,244","17,696","17,652","17,079"
Total Assets,"22,566","23,121","24,331","23,527","25,624","25,384","24,296","24,678","26,934","27,236","29,466","25,396","31,712","32,253","32,956","27,178","33,453","34,270","27,490","25,413","28,349","28,913","29,180","29,074","34,633","38,455","38,477","34,969","37,415","38,070","45,320","44,358","46,308","46,820","50,765","43,055","54,776","56,455","55,905","47,065"
