,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Accounts Payable,"9,383","9,623","9,043","8,919","10,616","10,221","9,292","9,339","11,421","11,419","10,276","9,864","12,263","12,430","12,740","11,660","14,069","12,169","10,629","8,148","9,956","9,888","10,071","9,758","12,694","14,358","12,882","12,156","13,428","13,383","13,715","12,798","15,237","15,437","16,003","14,502","17,449","18,422","17,796","16,810"
Deferred Revenue,263,249,246,361,378,291,297,364,360,311,"3,351",280,"3,420","3,356","3,447",378,"3,706","3,630",294,283,312,312,274,247,274,266,287,318,325,323,277,254,288,264,"6,012",286,"7,220","7,378","7,536",266
Current Debt,267,294,779,334,288,609,307,600,557,492,483,512,648,818,"1,124",291,522,472,597,"1,865","1,872","1,553",972,924,"2,067","2,034","1,938",920,"1,547","1,345","1,035","2,279","2,007","1,932","3,036","2,390","2,273","2,479","2,491","1,796"
Other Current Liabilities,"-2,199","-2,286","-2,299","-2,143","-2,105","-2,148","-2,154","-2,151","-2,233","-2,288","-2,294","-2,834","-2,827","-2,899","-2,893","-2,923","-2,842","2,497",-196,-219,-213,-214,-211,0,-205,-203,-202,0,0,0,0,0,0,206,0,0,0,0,0,0
Total Current Liabilities,"7,714","7,880","7,769","7,471","9,177","8,973","7,742","8,152","10,105","9,934","11,816","7,822","13,504","13,705","14,418","9,406","15,455","18,768","11,324","10,077","11,927","11,539","11,106","10,929","14,830","16,455","14,905","13,394","15,300","15,051","15,027","15,331","17,532","17,839","25,051","17,178","26,942","28,279","27,823","18,872"
Long-Term Debt,"2,598","2,595","3,826","3,825","3,824","3,823","3,822","3,794","3,793","3,793","3,792","3,792","4,780","4,279","3,977","4,770","4,772","4,773","4,774","4,375","4,376","4,377","5,365","4,967","6,057","6,058","6,059","6,060","6,062","6,063","11,466","10,541","11,285","11,290","7,798","9,034","9,743","9,722","9,483","10,213"
Other Long-Term Liabilities,"2,529","2,646","2,611","2,585","2,579","2,505","2,379","2,386","2,511","2,635","2,573","3,097","3,194","3,316","3,350","3,160","3,145",518,799,800,"1,205","1,125","1,108","1,141","1,391","1,526","1,745","1,787","1,863","2,113","2,545","2,383","2,149","2,181","1,599","1,473","1,457","1,563","1,595","1,662"
Total Long-Term Liabilities,"5,127","5,241","6,437","6,410","6,403","6,328","6,201","6,180","6,304","6,428","6,365","6,889","7,974","7,595","7,327","7,930","7,917","5,291","5,573","5,175","5,581","5,502","6,473","6,108","7,448","7,584","7,804","7,847","7,925","8,176","14,011","12,924","13,434","13,471","9,397","10,507","11,200","11,285","11,078","11,875"
Total Liabilities,"12,841","13,121","14,206","13,881","15,580","15,301","13,943","14,332","16,409","16,362","18,181","14,711","21,478","21,300","21,745","17,336","23,372","24,059","16,897","15,252","17,508","17,041","17,579","17,037","22,278","24,039","22,709","21,241","23,225","23,227","29,038","28,255","30,966","31,310","34,448","27,685","38,142","39,564","38,901","30,747"
Total Debt,"2,865","2,889","4,605","4,159","4,112","4,432","4,129","4,394","4,350","4,285","4,275","4,304","5,428","5,097","5,101","5,061","5,294","5,245","5,371","6,240","6,248","5,930","6,337","5,891","8,124","8,092","7,997","6,980","7,609","7,408","12,501","12,820","13,292","13,222","10,834","11,424","12,016","12,201","11,974","12,009"
Debt Growth,-1.14%,1.30%,60.12%,38.49%,43.53%,53.41%,-10.34%,5.65%,5.79%,-3.32%,3.54%,-2.05%,24.78%,18.95%,19.32%,17.59%,-2.47%,2.90%,5.29%,23.30%,18.02%,13.06%,17.99%,-5.59%,30.03%,36.46%,26.20%,18.49%,-6.34%,-8.45%,56.32%,83.67%,74.69%,78.48%,-13.33%,-10.89%,-9.60%,-7.72%,10.52%,5.12%
Common Stock,233,173,79,-493,-485,-759,-744,-729,-756,-752,-726,-703,"-2,217","-2,143","-2,343","-3,847","-3,851","-3,824","-3,987","-4,752","-4,712","-4,669","-5,621","-5,602","-5,564","-5,517","-5,474","-7,180","-7,170","-7,124","-7,076","-7,048","-8,024","-7,970","-7,885","-8,877","-8,929","-9,408","-9,739","-10,279"
Retained Earnings,"9,266","9,567","9,813","9,916","10,302","10,689","10,960","11,017","11,205","11,492","11,899","11,454","12,509","13,101","13,542","13,670","14,086","14,211","14,786","15,072","15,563","16,429","17,045","17,483","17,871","19,616","20,872","20,517","21,252","21,751","23,191","23,086","23,915","24,511","25,606","25,492","26,619","27,468","28,191","27,540"
Comprehensive Income,226,260,233,223,227,153,137,58,76,134,112,-66,-58,-5,12,19,-154,-176,-206,-159,-10,112,177,156,48,317,370,391,108,216,145,42,-572,"-1,051","-1,467","-1,304","-1,113","-1,226","-1,503",-999
Shareholders' Equity,"9,725","10,000","10,125","9,646","10,044","10,083","10,353","10,346","10,525","10,874","11,285","10,685","10,234","10,953","11,211","9,842","10,081","10,211","10,593","10,161","10,841","11,872","11,601","12,037","12,355","14,416","15,768","13,728","14,190","14,843","16,260","16,080","15,319","15,490","16,254","15,311","16,577","16,834","16,949","16,262"
Net Cash / Debt,"7,045","6,269","6,188","5,374","5,434","4,859","4,891","5,444","6,189","5,561","9,823","7,168","11,202","11,157","13,386","8,538","13,303","12,271","8,466","6,129","7,505","8,839","9,620","9,135","9,034","11,907","12,729","10,247","9,519","9,441","5,522","3,766","4,664","4,968","15,848","7,518","16,651","19,264","18,319","9,311"
Net Cash / Debt Growth,6.08%,0.74%,-6.82%,-13.67%,-22.87%,-22.49%,-20.96%,1.30%,13.89%,14.45%,100.84%,31.67%,81.00%,100.63%,36.27%,19.11%,18.76%,9.98%,-36.75%,-28.22%,-43.58%,-27.97%,13.63%,49.05%,20.37%,34.71%,32.32%,12.17%,5.37%,-20.71%,-56.62%,-63.25%,-51.00%,-47.38%,187.00%,99.63%,257.01%,287.76%,15.59%,23.85%
Working Capital,"6,261","6,206","7,867","8,065","8,225","8,002","8,031","7,559","7,739","7,802","7,838","8,368","8,813","8,863","8,767","7,996","8,477","8,096","7,753","6,871","7,746","8,621","9,218","8,959","9,721","11,413","12,126","10,247","10,226","10,739","10,788","9,562","9,308","9,378","8,660","9,005","10,590","10,480","10,430","11,114"
Book Value Per Share,63.13,64.61,65.64,62.91,67.14,67.32,69.89,69.80,70.97,72.96,75.70,71.66,68.53,75.90,77.58,68.89,73.22,74.16,76.89,74.07,79.97,87.92,85.88,90.90,93.52,109.04,119.19,103.73,110.12,115.05,126.53,125.10,120.97,122.46,128.44,120.94,132.64,134.73,136.79,132.09
