,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23,2015-04-24,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-01-27,2017-04-28,2017-07-28,2017-10-27,2018-01-26,2018-04-27,2018-07-27,2018-10-26,2019-01-25,2019-04-26,2019-07-26,2019-10-25,2020-01-24,2020-04-24,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29,2022-10-28,2023-01-27,2023-04-28,2023-07-28,2023-10-27
Cash & Equivalents,"1,304","1,403","1,336","1,287","17,231","4,843","2,979","2,378","2,721","2,876","3,060","2,954","2,768","4,967","4,691","5,529","6,358","3,669","4,380","3,911","3,703","4,393","5,080","3,962","3,709","4,140","6,499","6,420","5,077","3,593","3,004","2,900","3,479","3,714","2,140","4,828","4,521","1,543","1,339","1,311"
Short-Term Investments,"12,363","12,838","12,626","13,177","13,917","14,637","15,003","14,851","14,565","9,758","9,750","8,303","8,690","8,741","8,397","7,997","8,078","7,558","6,624","6,222","5,439","5,455","5,603","6,436","7,919","6,808","6,513","7,857","9,562","7,224","7,591","7,769","7,742","6,859","6,733","6,602","6,616","6,416","6,537","6,423"
Cash & Cash Equivalents,"13,667","14,241","13,962","14,464","31,148","19,480","17,982","17,229","17,286","12,634","12,810","11,257","11,458","13,708","13,088","13,526","14,436","11,227","11,004","10,133","9,142","9,848","10,683","10,398","11,628","10,948","13,012","14,277","14,639","10,817","10,595","10,669","11,221","10,573","8,873","11,430","11,137","7,959","7,876","7,734"
Cash Growth,454.67%,27.95%,22.43%,14.94%,127.91%,36.79%,28.79%,19.12%,-44.50%,-35.14%,-28.76%,-34.66%,-33.72%,8.50%,2.17%,20.16%,25.99%,-18.10%,-15.92%,-25.09%,-36.67%,-12.28%,-2.92%,2.62%,27.19%,11.17%,21.80%,37.31%,25.89%,-1.20%,-18.58%,-25.27%,-23.35%,-2.26%,-16.25%,7.13%,-0.75%,-24.72%,-11.24%,-32.34%
Receivables,"3,619","3,811","3,690","3,750","3,568","5,112","4,811","5,044","4,863","5,562","5,357","5,661","5,453","5,591","5,784","5,752","5,775","5,987","5,674","5,743","5,854","6,222","5,894","6,118","6,248","4,645","4,876","5,348","5,215","5,462","5,431","5,493","5,446","5,551","5,308","5,626","5,887","5,998","5,806","5,934"
Inventory,"1,782","1,725","1,836","1,873","1,875","3,463","3,404","3,516","3,536","3,473","3,580","3,717","3,720","3,338","3,538","3,638","3,751","3,579","3,681","3,763","3,866","3,753","3,932","4,042","4,122","4,229","4,551","4,484","4,508","4,313","4,288","4,349","4,514","4,616","4,809","5,055","5,375","5,293","5,668","5,754"
Other Current Assets,"1,318","1,433","1,282","1,510","1,570","2,789","2,950","2,934","1,884","1,931","1,751","1,891","1,792","2,236","2,369","2,246","2,645","2,187","2,101","2,014","2,015","2,144","2,196","2,095","2,045","2,209","2,070","1,927","1,985","1,956","2,120","2,220","2,122","2,319","3,145","3,287","2,965","2,425","2,519","2,659"
Total Current Assets,"20,386","21,210","20,770","21,597","38,161","30,844","29,147","28,723","27,569","23,600","23,498","22,526","22,423","24,873","24,779","25,162","26,607","22,980","22,460","21,653","20,877","21,967","22,705","22,653","24,043","22,031","24,509","26,036","26,347","22,548","22,434","22,731","23,303","23,059","22,135","25,398","25,364","21,675","21,869","22,081"
"Property, Plant & Equipment","2,408","2,392","2,376","2,361","2,326","4,699","4,672","4,678","4,636","4,841","4,814","4,891","4,947","4,361","4,387","4,441","4,517","4,604","4,524","4,536","4,593","4,675","4,711","4,756","4,764","4,828","4,882","4,938","5,023","5,221","5,162","5,188","5,251","5,413","5,281","5,298","5,437","5,569","5,665","5,735"
Goodwill and Intangibles,"12,965","12,879","13,037","13,461","13,289","68,631","68,356","69,005","67,692","68,399","67,746","68,446","67,433","61,922","62,202","61,702","61,973","61,266","60,225","59,424","60,838","60,519","60,316","59,727","59,547","58,904","59,384","59,624","60,381","59,701","58,610","58,135","57,424","56,097","56,099","56,072","56,830","56,269","55,870","54,881"
