,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"7,005","6,793","6,644","6,410","6,297","6,181","6,083","5,947","5,891","6,433","6,354","6,149","6,193","5,989","5,854","5,849","5,790","5,720","5,651","5,579","5,518","5,457","5,408","5,337","5,225","5,282","5,245","5,230","5,185","5,169","5,126","5,087","5,058","5,013","4,968","4,945","4,968","4,950","4,907","4,862"
Other Long-Term Assets,"21,732","20,374","21,907","23,807","22,572","21,717","22,548","37,098","37,880","36,819","36,658","45,286","36,259","44,936","38,604","27,367","27,918","27,939","28,714","29,852","32,422","31,244","30,821","31,986","30,966","31,366","30,665","31,400","30,327","30,218","32,467","32,640","32,741","32,200","31,256","29,925","30,337","30,313","30,081","30,025"
Total Long-Term Assets,"86,781","87,455","90,268","93,875","96,687","101,258","106,659","124,930","132,584","135,819","141,080","145,487","151,195","155,219","152,884","143,738","147,291","148,190","150,863","152,046","153,042","152,431","150,964","153,045","148,925","150,038","150,494","154,270","156,320","159,194","160,766","162,615","162,898","162,423","162,258","163,586","168,172","169,029","170,984","171,446"
Total Assets,"173,606","179,098","176,908","177,501","179,918","185,812","189,000","194,338","203,618","210,449","217,576","221,690","230,793","240,300","229,502","212,482","218,726","218,641","225,711","227,339","233,132","233,737","231,529","228,037","246,624","237,535","239,671","235,194","238,411","241,803","238,557","244,718","251,492","253,517","260,529","264,037","267,004","275,833","281,705","273,064"
Accounts Payable,"27,715","26,992","24,773","22,529","25,187","24,247","25,188","24,062","26,766","26,959","28,628","23,333","28,725","23,404","23,265","23,929","26,039","24,660","25,147","22,297","24,560","22,717","21,406","21,018","20,031","15,154","20,914","19,928","20,446","21,431","18,648","20,391","25,240","25,890","26,886","27,486","28,931","29,800","30,387","28,114"
Current Debt,"14,849","15,803","13,386","14,944","14,351","14,403","17,002","19,562","21,588","21,230","25,374","23,797","33,701","30,008","25,607","26,965","29,347","28,264","30,865","31,891","33,272","33,149","34,774","37,400","45,061","40,023","35,773","36,913","35,068","34,190","34,819","33,720","33,037","32,306","35,084","38,778","37,010","36,668","38,652","38,968"
Other Current Liabilities,"26,658","29,552","29,170","28,184","27,804","30,878","30,549","27,593","26,633","27,854","28,533","38,051","28,478","40,894","32,977","25,996","27,330","27,368","28,104","28,049","27,471","28,428","28,072","26,487","26,200","22,727","23,916","23,069","20,809","19,190","18,484","20,297","21,278","21,202","24,033","24,909","24,244","26,250","27,781","27,363"
Total Current Liabilities,"69,222","72,347","67,329","65,657","67,342","69,528","72,739","71,217","74,987","76,043","82,535","85,181","90,904","94,306","81,849","76,890","82,716","80,292","84,116","82,237","85,303","84,294","84,252","84,905","91,292","77,904","80,603","79,910","76,323","74,811","71,951","74,408","79,555","79,398","86,003","91,173","90,185","92,718","96,820","94,445"
Long-Term Debt,"22,918","24,273","27,719","31,721","33,907","39,114","40,401","43,549","49,561","54,090","53,726","51,326","57,200","59,081","67,066","67,254","69,471","69,995","71,475","73,060","73,812","73,412","69,692","65,924","81,439","87,150","81,793","72,981","76,179","76,698","74,134","75,659","76,768","78,081","77,523","75,921","77,411","81,375","80,221","82,773"
Other Long-Term Liabilities,"38,626","39,893","38,297","44,099","41,846","41,500","40,725","39,249","37,745","36,313","36,300","41,108","36,475","41,188","37,110","32,138","31,081","29,718","29,212","29,265","29,379","28,942","28,814","31,251","29,576","28,988","29,267","32,626","31,466","32,418","32,151","28,836","28,106","27,663","27,236","24,658","25,177","25,768","25,937","27,539"
Total Long-Term Liabilities,"61,544","64,166","66,016","75,820","75,753","80,614","81,126","82,798","87,306","90,403","90,026","92,434","93,675","100,269","104,176","99,392","100,552","99,713","100,687","102,325","103,191","102,354","98,506","97,175","111,015","116,138","111,060","105,607","107,645","109,116","106,285","104,495","104,874","105,744","104,759","100,579","102,588","107,143","106,158","110,312"
Total Liabilities,"130,766","136,513","133,345","141,477","143,095","150,142","153,865","154,015","162,293","166,446","172,561","177,615","184,579","194,575","186,025","176,282","183,268","180,005","184,803","184,562","188,494","186,648","182,758","182,080","202,307","194,042","191,663","185,517","183,968","183,927","178,236","178,903","184,429","185,142","190,762","191,752","192,773","199,861","202,978","204,757"
Total Debt,"37,767","40,076","41,105","46,665","48,258","53,517","57,403","63,111","71,149","75,320","79,100","75,123","90,901","89,089","92,673","94,219","98,818","98,259","102,340","104,951","107,084","106,561","104,466","103,324","126,500","127,173","117,566","109,894","111,247","110,888","108,953","109,379","109,805","110,387","112,607","114,699","114,421","118,043","118,873","121,741"
Debt Growth,104.99%,49.83%,27.96%,28.97%,27.78%,33.54%,39.65%,35.24%,47.43%,40.74%,37.80%,19.03%,27.76%,18.28%,17.16%,25.42%,8.71%,10.29%,10.43%,11.39%,8.36%,8.45%,2.08%,-1.55%,18.13%,19.34%,12.54%,6.36%,-12.06%,-12.81%,-7.33%,-0.47%,-1.30%,-0.45%,3.35%,4.86%,4.20%,6.94%,5.56%,6.14%
Common Stock,"31,903","31,965","31,957","28,953","28,835","28,177","27,760","27,622","27,478","27,750","27,256","26,998","27,027","26,343","25,796","25,385","25,351","25,479","25,517","25,577","25,675","25,779","25,942","26,088","26,028","26,101","26,162","26,556","26,681","26,859","26,941","27,076","27,030","27,276","26,672","26,442","26,337","26,091","26,071","19,142"
Retained Earnings,"13,457","13,162","13,975","14,577","14,825","14,512","14,912","20,285","21,508","23,785","25,417","26,168","28,195","28,547","24,230","17,627","17,028","18,873","20,865","22,322","23,939","25,807","27,609","26,860","25,885","25,104","29,134","31,962","34,988","37,806","40,212","41,937","43,879","45,554","47,910","49,251","51,318","53,517","56,322","55,391"
Comprehensive Income,"-3,138","-3,133","-2,930","-8,073","-7,331","-7,543","-8,034","-8,036","-8,054","-7,905","-7,953","-9,330","-9,250","-9,369","-7,783","-8,011","-8,081","-8,171","-8,321","-9,039","-8,849","-8,770","-8,997","-11,156","-11,800","-11,901","-11,955","-13,488","-13,326","-12,996","-13,003","-9,269","-8,814","-8,876","-9,313","-7,901","-7,778","-7,953","-7,918","-10,247"
Shareholders' Equity,"42,222","41,994","43,002","35,457","36,329","35,146","34,638","39,871","40,932","43,630","44,720","43,836","45,972","45,521","42,243","35,001","34,298","36,181","38,061","38,860","40,765","42,816","44,554","41,792","40,113","39,304","43,341","45,030","48,343","51,669","54,150","59,744","62,095","63,954","65,269","67,792","69,877","71,655","74,475","64,286"
Net Cash / Debt,"6,718","6,845","3,560",-623,"-6,532","-10,316","-15,205","-21,659","-28,777","-30,755","-32,857","-34,581","-43,874","-44,062","-52,028","-49,873","-56,295","-54,243","-54,557","-51,291","-56,657","-54,515","-49,673","-53,480","-54,054","-66,840","-56,103","-54,647","-57,284","-57,313","-59,920","-54,054","-55,109","-55,074","-51,247","-49,773","-53,930","-50,973","-47,774","-56,199"
Net Cash / Debt Growth,-51.24%,-38.55%,-57.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,3.97,4.06,2.11,-0.37,-3.87,-6.21,-9.40,-13.58,-18.21,-19.45,-20.87,-22.37,-28.64,-29.01,-35.35,-34.47,-39.37,-37.91,-38.13,-35.84,-39.45,-37.91,-34.45,-37.16,-37.54,-46.68,-38.99,-37.66,-39.13,-39.04,-40.85,-36.75,-37.49,-37.59,-35.17,-34.95,-38.47,-36.70,-34.67,-43.03
Working Capital,"17,603","19,296","19,311","17,969","15,889","15,026","9,602","-1,809","-3,953","-1,413","-6,039","-8,978","-11,306","-9,225","-5,231","-8,146","-11,281","-9,841","-9,268","-6,944","-5,213","-2,988","-3,687","-9,913","6,407","9,593","8,574","1,014","5,768","7,798","5,840","7,695","9,039","11,696","12,268","9,278","8,647","14,086","13,901","7,173"
Book Value Per Share,26.61,26.12,26.68,22.01,22.47,22.02,21.96,25.67,26.48,28.18,28.85,28.92,30.55,30.41,29.23,24.81,24.36,25.66,26.95,27.48,28.77,30.15,31.20,29.23,27.99,27.45,30.27,31.36,33.41,35.61,37.29,41.09,42.59,43.86,45.08,47.91,50.05,51.74,54.28,49.30
