,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"19,426","19,864","18,060","18,954","15,776","17,627","15,433","15,238","14,894","20,518","17,576","12,574","12,864","16,598","12,792","15,512","14,256","15,087","18,435","20,844","17,176","17,072","20,051","19,069","38,506","28,228","26,939","19,992","21,609","22,920","17,365","20,067","16,349","16,710","20,745","19,153","18,227","23,074","25,224","18,853"
Short-Term Investments,"25,059","27,057","26,605","27,088","25,950","25,574","26,765","26,214","27,478","24,047","28,667","27,968","34,163","28,429","27,853","28,834","28,267","28,929","29,348","32,816","33,251","34,974","34,742","30,775","33,940","32,105","34,524","35,255","32,354","30,655","31,668","35,258","38,347","38,603","40,615","45,773","42,264","43,996","45,875","46,689"
Cash & Cash Equivalents,"44,485","46,921","44,665","46,042","41,726","43,201","42,198","41,452","42,372","44,565","46,243","40,542","47,027","45,027","40,645","44,346","42,523","44,016","47,783","53,660","50,427","52,046","54,793","49,844","72,446","60,333","61,463","55,247","53,963","53,575","49,033","55,325","54,696","55,313","61,360","64,926","60,491","67,070","71,099","65,542"
Cash Growth,38.14%,23.84%,10.18%,3.42%,-6.20%,-7.93%,-5.52%,-9.97%,1.55%,3.16%,9.59%,-2.20%,10.99%,1.04%,-12.11%,9.38%,-9.58%,-2.25%,17.56%,21.00%,18.59%,18.24%,14.67%,-7.11%,43.67%,15.92%,12.17%,10.84%,-25.51%,-11.20%,-20.22%,0.14%,1.36%,3.24%,25.14%,17.35%,10.59%,21.26%,15.87%,0.95%
Receivables,"11,734","11,480","10,892","9,078","11,569","10,604","10,486","8,337","8,988","10,461","10,737","8,700","10,898","9,796","10,013","8,164","10,769","9,663","10,376","6,549","12,116","10,362","6,924","6,797","7,536","7,946","9,939","8,035","9,126","8,167","8,091","7,394","11,946","12,417","14,021","13,333","13,702","14,068","13,923","12,378"
Inventory,"14,837","15,200","15,210","13,642","14,051","14,218","14,368","13,764","15,817","15,026","15,427","11,040","14,686","11,289","11,789","10,663","11,461","10,833","11,334","9,816","11,108","11,447","11,797","10,398","10,799","10,280","10,934","10,235","12,066","13,102","14,534","12,988","14,838","16,859","16,367","15,366","17,758","17,912","17,740","16,461"
Other Current Assets,"15,769","18,042","15,873","14,864","15,885","16,531","15,289","5,855","3,857","4,578","4,089","15,921","6,987","18,969","14,171","5,571","6,682","5,939","5,355","5,268","6,439","7,451","7,051","7,953","6,918","8,938","6,841","7,407","6,936","7,765","6,133","6,396","7,114","6,505","6,523","6,826","6,881","7,754","7,959","7,237"
Total Current Assets,"86,825","91,643","86,640","83,626","83,231","84,554","82,341","69,408","71,034","74,630","76,496","76,203","79,598","85,081","76,618","68,744","71,435","70,451","74,848","75,293","80,090","81,306","80,565","74,992","97,699","87,497","89,177","80,924","82,091","82,609","77,791","82,103","88,594","91,094","98,271","100,451","98,832","106,804","110,721","101,618"
"Property, Plant & Equipment","33,525","36,404","37,215","38,367","41,257","47,057","50,892","54,184","59,389","64,457","68,543","68,055","76,787","75,909","78,585","80,241","81,554","82,747","83,257","82,317","81,388","81,126","80,496","80,805","79,265","76,667","76,347","77,451","78,140","79,418","79,294","79,044","78,289","77,250","76,573","77,949","78,743","79,501","80,460","80,903"
Long-Term Investments,"24,519","23,884","24,502","25,291","26,561","26,303","27,136","27,701","29,424","28,110","29,525","25,997","31,956","28,385","29,841","30,281","32,029","31,784","33,241","34,298","33,714","34,604","34,239","34,917","33,469","36,723","38,237","40,189","42,668","44,389","43,879","45,844","46,810","47,960","49,461","50,767","54,124","54,265","55,536","55,656"
