,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Other Long-Term Liabilities,"1,210","1,135","1,139","1,144","1,176","1,074","1,065","1,060","3,000","3,086","3,073","2,971","2,889","2,804","2,821","2,734","1,977","1,938","1,936","1,838","1,753","2,087","2,015","6,660","6,739","6,209","6,418","5,986","6,043","6,160","6,153","5,937","6,108","6,003","5,647","5,622","5,442","5,341","5,269","4,868"
Total Long-Term Liabilities,"5,550","5,864","6,039","6,111","6,230","6,257","6,095","6,017","14,429","13,619","13,281","13,441","13,035","11,958","12,236","11,547","9,695","9,978","10,790","10,836","10,423","10,649","18,697","23,605","23,968","25,191","21,292","21,199","21,994","22,460","22,215","21,770","20,933","20,211","17,402","19,131","19,648","19,246","18,858","17,609"
Total Liabilities,"7,223","7,569","7,741","7,581","7,829","8,018","7,772","7,584","16,793","16,941","16,777","16,378","16,186","15,096","14,965","14,205","13,706","13,794","13,324","13,528","13,548","14,170","22,867","34,506","34,350","33,117","33,409","33,974","34,355","33,668","33,709","34,397","35,399","33,988","32,930","32,802","35,872","33,974","33,301","33,690"
Total Debt,"4,469","4,779","4,924","4,973","5,068","5,196","5,043","4,970","11,444","11,297","11,121","10,787","10,478","9,505","9,712","9,109","8,763","9,076","8,892","9,038","8,985","9,215","18,242","20,193","20,192","20,377","19,868","20,189","20,015","19,439","19,417","19,780","20,353","19,220","18,545","18,916","20,091","20,012","19,518","18,656"
Debt Growth,1.89%,3.81%,3.51%,3.15%,13.41%,8.74%,2.43%,-0.05%,125.82%,117.40%,120.51%,117.02%,-8.44%,-15.86%,-12.67%,-15.56%,-16.37%,-4.51%,-8.44%,-0.78%,2.53%,1.53%,105.15%,123.42%,124.73%,121.13%,8.91%,-0.02%,-0.88%,-4.60%,-2.27%,-2.03%,1.69%,-1.13%,-4.49%,-4.37%,-1.29%,4.12%,5.25%,-1.37%
Common Stock,"4,249","4,103","3,971","3,875","3,917","3,805","3,688","3,737","6,527","6,582","6,665","6,724","6,773","6,835","6,899","6,984","6,934","6,627","6,551","6,175","6,117","5,765","5,824","45,048","45,312","45,463","45,648","45,687","45,803","45,513","45,222","44,109","44,206","44,199","43,997","43,047","42,549","42,602","42,645","42,693"
Retained Earnings,"2,342","2,428","2,538","2,620","2,747","2,784","2,951","3,053","3,073","3,043","3,078","3,177","3,299","3,341","3,377","3,341","4,109","4,186","4,291","4,339","4,528","4,558","4,599","4,538","4,161","3,952","3,753","3,556","3,440","2,823","2,921","2,840","2,889","2,721","2,709","2,673","-14,971","-15,141","-22,048","-22,808"
Comprehensive Income,-9.9,3.2,12.9,-40.5,-107.2,-227.8,-198.1,-261.4,-279,-232,-246,-240,-331,-298,-385,-340,-332,-318,-403,-433,-430,-427,-438,-391,-33,-248,-358,-212,57,124,249,156,252,106,-200,-392,-360,-364,-331,-408
Shareholders' Equity,"6,581","6,534","6,522","6,455","6,557","6,362","6,441","6,529","9,321","9,393","9,497","9,661","9,741","9,878","9,891","9,985","10,711","10,495","10,439","10,081","10,215","9,896","9,985","49,195","49,440","49,167","49,043","49,031","49,300","48,460","48,392","47,105","47,347","47,026","46,506","45,328","27,218","27,097","20,266","19,477"
Net Cash / Debt,"-3,921.1","-4,040.9","-4,129.8","-4,361.3","-4,574.9","-4,707.4","-4,596.9","-4,528.9","-10,762","-10,595","-10,356","-10,086","-9,795","-8,800","-8,926","-8,389","-8,098","-8,351","-8,209","-8,406","-8,282","-8,639","-8,486","-18,888","-19,040","-19,004","-18,685","-18,363","-18,056","-18,400","-18,116","-18,390","-18,343","-17,673","-16,857","-16,984","-19,635","-18,141","-17,536","-18,190"
Net Cash Per Share,-13.34,-13.84,-14.28,-15.20,-15.88,-16.40,-16.19,-15.95,-35.75,-32.40,-31.48,-30.56,-29.41,-26.43,-26.72,-24.97,-23.89,-25.00,-24.65,-25.40,-25.17,-26.50,-25.95,-36.05,-42.22,-30.41,-29.90,-29.29,-28.66,-29.63,-29.03,-29.71,-29.83,-28.78,-27.59,-27.98,-33.68,-30.59,-29.62,-30.73
Working Capital,679.2,983.9,"1,134","1,093",874.2,835.9,805.3,870.1,"1,145",307,182,586,"1,131",271,"1,333",666,-323,-81,960,905,608,90,"8,335","-1,576","-1,690",420,"-3,517","-2,841","-2,463","-2,103","-2,056","-2,616","-3,758","-3,632","-4,822","-3,078","-3,406","-3,762","-3,793","-3,928"
Book Value Per Share,22.79,22.69,22.84,22.80,23.13,22.48,22.92,23.32,31.70,28.99,29.22,29.64,29.61,30.12,29.97,30.17,32.46,31.80,31.73,30.73,31.43,30.64,30.82,95.34,111.10,79.82,79.36,79.08,79.26,78.03,78.18,76.84,77.62,77.09,76.49,74.92,45.98,45.77,34.23,32.90
