,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,547.5,737.7,793.7,611.8,492.8,489,446.4,441.5,682,702,765,701,683,705,786,720,665,725,683,632,703,576,"9,756","1,305","1,152","1,373","1,183","1,826","1,959","1,039","1,301","1,390","2,010","1,547","1,688","1,932",456,"1,871","1,982",466
Cash & Cash Equivalents,547.5,737.7,793.7,611.8,492.8,489,446.4,441.5,682,702,765,701,683,705,786,720,665,725,683,632,703,576,"9,756","1,305","1,152","1,373","1,183","1,826","1,959","1,039","1,301","1,390","2,010","1,547","1,688","1,932",456,"1,871","1,982",466
Cash Growth,5.78%,24.91%,21.53%,-24.62%,-9.99%,-33.71%,-43.76%,-27.84%,38.39%,43.56%,71.37%,58.78%,0.15%,0.43%,2.75%,2.71%,-2.64%,2.84%,-13.10%,-12.22%,5.71%,-20.55%,1328.40%,106.49%,63.87%,138.37%,-87.87%,39.92%,70.05%,-24.33%,9.97%,-23.88%,2.60%,48.89%,29.75%,38.99%,-77.31%,20.94%,17.42%,-75.88%
Receivables,"1,264","1,299","1,360","1,418","1,345","1,543","1,523","1,419","2,090","2,196","2,026","1,983","1,879","1,921","1,819","1,869","1,985","2,004","1,886","1,982","1,919","1,947","1,792","4,089","4,226","4,161","4,237","4,281","3,631","4,681","4,575","4,560","4,127","3,915","3,771","3,666","2,271","3,962","3,895","2,034"
Other Current Assets,540.4,651.2,681.2,532.7,635.1,565.4,513.4,575.6,737,731,887,839,"1,720",783,"1,457",735,"1,038","1,006",925,983,"1,111","1,088",957,"3,931","3,314","2,812","3,180","3,827","4,308","3,385","3,562","4,061","4,571","4,683","5,247","4,995","10,091","5,133","4,773","9,653"
Total Current Assets,"2,352","2,688","2,835","2,563","2,473","2,597","2,483","2,436","3,509","3,629","3,678","3,523","4,282","3,409","4,062","3,324","3,688","3,735","3,494","3,597","3,733","3,611","12,505","9,325","8,692","8,346","8,600","9,934","9,898","9,105","9,438","10,011","10,708","10,145","10,706","10,593","12,818","10,966","10,650","12,153"
"Property, Plant & Equipment",439,449.2,459,456.3,483.3,490,495,481,611,611,595,604,626,610,584,576,610,581,557,546,587,556,541,811,900,870,887,914,887,863,864,846,949,901,881,839,709,838,829,682
Goodwill and Intangibles,"10,696","10,649","10,634","10,643","11,039","10,887","10,781","10,718","21,488","21,571","21,463","21,354","20,450","20,364","19,601","19,494","19,343","19,193","18,913","18,599","18,472","18,340","18,203","70,998","71,244","70,210","69,821","70,092","70,566","69,766","69,347","67,977","68,168","67,077","65,198","63,345","21,339","46,177","39,033","20,840"
Other Long-Term Assets,473.4,484.3,513,509.8,525.1,526.5,545.2,553,592,619,648,653,673,703,723,900,885,896,904,952,978,"1,566","1,610","2,584","2,970","3,048","3,334","2,255","2,491","2,583","2,639","2,856","3,106","3,075","2,835","3,540","28,412","3,097","3,062","19,499"
Total Long-Term Assets,"11,608","11,583","11,606","11,609","12,047","11,903","11,821","11,752","22,691","22,801","22,706","22,611","21,749","21,677","20,908","20,970","20,838","20,670","20,374","20,097","20,037","20,462","20,354","74,393","75,114","74,128","74,042","73,261","73,944","73,212","72,850","71,679","72,223","71,053","68,914","67,724","50,460","50,112","42,924","41,021"
Total Assets,"13,960","14,271","14,441","14,172","14,521","14,500","14,304","14,188","26,200","26,430","26,384","26,134","26,031","25,086","24,970","24,294","24,526","24,405","23,868","23,694","23,770","24,073","32,859","83,718","83,806","82,474","82,642","83,195","83,842","82,317","82,288","81,690","82,931","81,198","79,620","78,317","63,278","61,078","53,574","53,174"
Accounts Payable,"1,335","1,421","1,432","1,230","1,332","1,440","1,371","1,302","1,734","1,768","1,826","1,868","1,860","2,027","1,601","1,735","2,190","1,938","1,730","1,932","2,071","2,014","1,822","6,934","6,602","5,633","6,277","7,024","7,416","7,105","7,216","7,812","8,159","7,918","8,010","7,552","2,196","7,796","7,696","2,104"
Deferred Revenue,270.8,296.8,304.2,285.9,305.5,361.1,347,301.4,645,809,778,769,699,781,729,649,882,947,869,753,806,909,844,770,869,945,886,821,881,"1,023",972,920,779,847,728,712,777,825,818,739
Current Debt,128.8,49.7,23,6.3,13.1,13.6,13.5,13.4,15,764,913,317,332,351,297,296,"1,045","1,036",38,40,315,653,"1,560","3,248","2,963","1,395","4,994","4,976","4,064","3,139","3,355","3,947","5,528","5,012","6,790","5,407","5,885","6,107","5,929","5,915"
Other Current Liabilities,-61.7,-62.9,-57.9,-52.7,-51.3,-54,-54.4,-51,-30,-19,-21,-17,260,-21,102,-22,-106,-105,-103,-33,-67,-55,-56,-51,-52,-47,-40,-46,0,-59,-49,-52,0,0,0,0,"7,366",0,0,"7,323"
Total Current Liabilities,"1,673","1,704","1,701","1,470","1,599","1,761","1,677","1,566","2,364","3,322","3,496","2,937","3,151","3,138","2,729","2,658","4,011","3,816","2,534","2,692","3,125","3,521","4,170","10,901","10,382","7,926","12,117","12,775","12,361","11,208","11,494","12,627","14,466","13,777","15,528","13,671","16,224","14,728","14,443","16,081"
Long-Term Debt,"4,340","4,729","4,901","4,967","5,055","5,183","5,030","4,957","11,429","10,533","10,208","10,470","10,146","9,154","9,415","8,813","7,718","8,040","8,854","8,998","8,670","8,562","16,682","16,945","17,229","18,982","14,874","15,213","15,951","16,300","16,062","15,833","14,825","14,208","11,755","13,509","14,206","13,905","13,589","12,741"
