,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,882.7,968.7,967.3,"1,083","8,794","1,425","1,467","1,459",996.8,976.3,475.3,634.1,"1,040",450,480.8,524.4,"1,765",481.2,524.6,542.8,586.8,403.1,512.5,617.9,"2,434",713.4,967.3,802.1,724.3,"1,042",919.6,378.1,435.8,386.4,545.4,375.7,330.2,319.8,292.1,415.8
Short-Term Investments,705.4,729.3,779.8,612.5,488.4,459,343.3,164.6,13.4,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,"1,588","1,698","1,747","1,696","9,282","1,884","1,810","1,624","1,010",976.3,488.7,634.1,"1,040",450,480.8,524.4,"1,765",481.2,524.6,542.8,586.8,403.1,512.5,617.9,"2,434",713.4,967.3,802.1,724.3,"1,042",919.6,378.1,435.8,386.4,545.4,375.7,330.2,319.8,292.1,415.8
Cash Growth,32.21%,37.40%,16.02%,-6.18%,484.47%,10.93%,3.61%,-4.24%,-89.12%,-48.17%,-73.00%,-60.95%,2.90%,-53.91%,-1.62%,-17.30%,69.83%,6.93%,9.11%,3.51%,-66.76%,-16.23%,-2.31%,13.84%,314.72%,76.98%,88.74%,29.81%,-70.24%,46.12%,-4.93%,-52.86%,-39.83%,-62.93%,-40.69%,-0.63%,-24.23%,-17.24%,-46.44%,10.67%
Receivables,939.1,950.2,947.6,912.1,869.8,"1,490","1,385","1,447","1,568","1,593","1,604","1,604","1,600","1,464","1,319","1,495","1,419","1,335","1,263","1,276","1,225","1,247","1,151","1,364","1,039","1,065","1,341","1,453","1,380","1,420","1,392","1,260","1,254","1,282","1,279","1,382","1,381","1,367","1,341","1,442"
Inventory,"1,126","1,147","1,178","1,169","1,217","2,441","2,358","2,254","2,083","1,962","2,070","1,969","1,977","2,024","2,084","2,082","2,126","2,159","2,220","2,257","2,310","2,345","2,362","2,385","2,463","2,497","2,492","2,451","2,512","2,533","2,517","2,148","2,132","2,123","2,129","2,147","2,241","2,276","2,323","2,385"
Other Current Assets,393.6,434.4,460.5,512.1,548.5,936.2,841.6,538.4,420.7,518.9,535.8,465.7,463.3,527.2,549.8,481.5,465.5,500.2,506.5,352.3,376.9,396.5,375.9,357.1,435,432.4,352.4,377.8,383.9,361,483.4,"1,099",694.7,671.7,581.9,522.9,459.5,425,415.9,366.1
Total Current Assets,"4,047","4,230","4,333","4,289","11,917","6,752","6,395","5,863","5,082","5,051","4,698","4,674","5,080","4,465","4,433","4,582","5,775","4,475","4,513","4,427","4,499","4,391","4,402","4,724","6,371","4,707","5,153","5,083","5,000","5,357","5,312","4,885","4,517","4,463","4,534","4,427","4,412","4,388","4,372","4,610"
"Property, Plant & Equipment","1,236","1,275","1,279","1,289","1,301","1,999","1,989","2,063","2,039","2,034","2,081","2,038","2,053","2,057","2,049","2,039","2,031","1,987","2,002","2,015","2,014","2,036","2,055","2,077","2,066","2,057","2,043","2,048","2,022","2,005","2,008","1,837","1,826","1,797","1,802","1,873","1,906","1,975","2,032","2,060"
Long-Term Investments,-297.3,-304.1,-324.3,0,-301.7,-384.5,-365.8,"-3,150.2","-3,015.1","-2,824.2","-3,084.5",0,"-2,972.6","-2,909.1","-2,879.8",0,"-1,092.1","-19,673.4","-1,054",0,-990.2,-949.9,-912.2,0,-857.6,-804.9,-747.8,0,-765.7,-722.8,-693.9,0,-490.1,0,0,0,0,-474.9,-465.4,0
Goodwill,"2,623","2,611","2,533","2,514","2,417","7,731","7,680","9,934","10,143","9,958","10,770","10,509","10,685","10,860","10,905","10,668","10,729","10,596","10,584","9,594","9,570","9,594","9,545","9,600","8,951","8,982","9,039","9,262","9,233","9,248","9,212","8,919","8,896","8,869","8,799","8,580","8,735","8,744","8,710","8,819"
Intangible Assets,671,646.5,620.3,603.5,578.3,"9,942","9,824","8,746","8,474","8,378","9,001","8,735","8,651","8,544","8,465","8,353","8,236","7,997","7,837","7,685","7,523","7,524","7,340","7,258","7,078","6,937","6,851","7,056","6,801","6,643","6,470","5,534","5,392","5,304","5,137","5,064","5,072","5,028","4,892","4,856"
Other Long-Term Assets,"1,101","1,180","1,230",939.2,"1,279","1,166","1,168","3,764","3,574","3,447","3,571",553.6,"3,492","3,477","3,446",749.9,"1,502","20,110","1,499",405,"1,674","1,611","1,886",980.1,"1,905","1,769","1,689",969.4,"1,736","1,694","1,700","2,282","1,478","1,020","1,062","1,122","1,119","1,635","1,676","1,152"
Total Long-Term Assets,"5,333","5,409","5,338","5,346","5,273","20,453","20,294","21,357","21,215","20,993","22,338","21,835","21,908","22,029","21,984","21,810","21,406","21,016","20,869","19,699","19,790","19,815","19,914","19,915","19,142","18,941","18,873","19,334","19,027","18,866","18,696","18,571","17,101","16,990","16,799","16,639","16,832","16,906","16,845","16,887"
Total Assets,"9,380","9,638","9,671","9,635","17,190","27,204","26,689","27,220","26,297","26,043","27,037","26,509","26,988","26,494","26,418","26,393","27,181","25,491","25,382","24,127","24,289","24,206","24,315","24,639","25,513","23,648","24,026","24,418","24,027","24,223","24,009","23,456","21,618","21,453","21,333","21,066","21,244","21,294","21,217","21,497"
Accounts Payable,155.3,171.8,149.1,167.1,174.9,268.2,223.6,284.8,252.6,243.8,266.3,364.5,335.9,360.2,327.1,330.2,347.3,355.7,345.8,362.6,361.1,347.5,355.2,400.9,404.9,363.4,334.8,330,329.8,360.6,327.6,306.5,322,307.1,333.9,354.1,397.1,354.6,319.7,0
Deferred Revenue,0,0,49,0,0,-268.2,"1,171",0,0,-743.8,-842.1,"3,031",-335.9,-360.2,-327.1,"1,102",-347.3,111.7,-345.8,999.5,-361.1,-347.5,100.1,840.1,274.8,-363.4,120.7,145,-329.8,41.8,121.2,"1,045",0,526.2,0,474.8,0,81.6,97.1,0
Current Debt,0,0,250,0,0,300,225,0,0,500,575.8,575.6,975,"1,329","1,225","1,225","1,625",100,600,525,500,"2,000","2,000","1,500","1,950",450,450,500,300,"1,050","1,046","1,605","1,015",851.9,659.1,544.3,585,520,355,900
Other Current Liabilities,763.4,781.1,644.9,870.9,733.8,"1,863",167,"1,333","1,262","2,101","2,312","-1,570","1,681","1,708","1,785",349.1,"1,800","1,186","1,791",534.2,"1,755","1,678","1,319",700.5,"1,150","1,711","1,361","1,582","1,789","1,476","1,445",511,"1,338",778.4,"1,303",985,"1,354","1,278","1,300","1,058"
Total Current Liabilities,918.7,952.9,"1,093","1,038",908.7,"2,163","1,787","1,618","1,515","2,101","2,312","2,401","2,656","3,037","3,010","3,006","3,425","1,754","2,391","2,421","2,255","3,678","3,774","3,442","3,780","2,161","2,266","2,557","2,089","2,929","2,939","3,468","2,674","2,464","2,296","2,358","2,336","2,234","2,072","1,958"
Long-Term Debt,"1,680","1,687","1,426","1,402","9,061","11,750","11,690","11,530","11,117","10,534","11,006","10,670","10,538","9,354","9,200","8,918","9,487","9,394","8,597","8,399","8,311","6,719","6,338","6,721","7,719","7,759","7,836","7,627","7,539","6,801","6,468","5,474","5,286","5,300","5,235","5,152","5,205","5,189","5,127","4,868"
Other Long-Term Liabilities,543.6,545.7,610.1,672.6,637.2,"3,165","3,220","4,183","4,004","3,872","3,972","3,855","3,860","3,823","3,757","2,711","2,270","2,299","2,170","2,030","2,184","2,146","2,118","2,083","2,132","2,083","2,045","2,035","1,949","1,910","1,888","1,848","1,636","1,565","1,552","1,529","1,545","1,493","1,500",0
Total Long-Term Liabilities,"2,224","2,233","2,037","2,074","9,698","14,915","14,909","15,712","15,122","14,406","14,978","14,525","14,398","13,177","12,957","11,629","11,757","11,693","10,768","10,429","10,495","8,866","8,456","8,804","9,851","9,843","9,881","9,661","9,487","8,711","8,355","7,322","6,922","6,865","6,787","6,681","6,750","6,682","6,628","4,868"
