,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,823","1,541","2,043","1,682","1,524","1,838","2,393","3,417","2,944","3,814","4,884","4,239","5,076","6,197","7,667","8,447","7,200","6,587","5,880","6,593","3,081","4,008","6,507","6,861","3,746","4,200","4,821","7,280","3,902","4,915","4,491","4,496","4,622","5,036","5,368","3,207","2,428","3,492","3,017","3,060"
Cash & Cash Equivalents,"1,823","1,541","2,043","1,682","1,524","1,838","2,393","3,417","2,944","3,814","4,884","4,239","5,076","6,197","7,667","8,447","7,200","6,587","5,880","6,593","3,081","4,008","6,507","6,861","3,746","4,200","4,821","7,280","3,902","4,915","4,491","4,496","4,622","5,036","5,368","3,207","2,428","3,492","3,017","3,060"
Cash Growth,-54.21%,-57.03%,-39.59%,-21.91%,-16.40%,19.27%,17.13%,103.15%,93.18%,107.51%,104.10%,24.06%,72.42%,62.48%,56.98%,99.27%,41.84%,6.29%,-23.31%,-21.95%,-57.21%,-39.15%,10.66%,4.06%,21.58%,4.79%,-25.91%,6.11%,4.16%,17.02%,-6.85%,-38.24%,18.45%,2.46%,19.53%,-28.67%,-47.47%,-30.66%,-43.80%,-4.58%
Receivables,"3,408","4,081","3,785","4,004","3,741","3,619","3,322","2,778","2,989","3,085","3,100","3,499","3,090","3,648","3,985","3,738","3,894","3,772","3,522","3,564","3,535","4,074","3,729","3,717","3,334","3,944","3,712","3,761","4,087","4,445","4,182","3,940","4,418","4,593","4,611","4,756","4,599","5,012","4,789","4,391"
Inventory,"8,724","8,271","7,979","8,592","7,552","7,207","7,207","8,473","8,699","7,989","7,486","9,017","8,007","7,730","8,283","8,806","8,592","8,925","8,440","8,804","8,318","8,255","8,529","9,235","9,045","8,968","8,160","9,591","9,019","8,690","8,173","8,720","8,684","7,551","7,153","9,886","10,712","9,900","9,645","10,774"
Other Current Assets,870,817,954,"1,206","1,458","1,108","1,190","1,136","1,296","1,158","1,104",853,711,857,924,603,907,744,696,481,807,826,810,701,736,664,760,860,902,693,"1,000",561,"1,000","1,196","1,903","1,770","1,832","1,432","1,742","1,530"
Total Current Assets,"14,825","14,710","14,761","15,484","14,275","13,772","14,112","15,804","15,928","16,046","16,574","17,608","16,884","18,432","20,859","21,594","20,593","20,028","18,538","19,442","15,741","17,163","19,575","20,514","16,861","17,776","17,453","21,492","17,910","18,743","17,846","17,717","18,724","18,376","19,035","19,619","19,571","19,836","19,193","19,755"
"Property, Plant & Equipment","6,670","6,648","6,273","6,071","5,697","5,815","5,600","5,721","5,865","5,931","6,133","6,064","6,264","6,629","6,857","7,271","7,459","7,113","7,138","7,201","6,894","6,917","6,636","6,631","6,107","6,184","6,134","6,365","5,952","5,975","6,061","6,168","6,004","5,965","5,610","6,710","6,788","6,991","6,883","7,516"
Long-Term Investments,"1,460","1,508","1,371","1,083","1,064","1,020",919,890,942,948,986,"1,011","1,079","1,072","1,080","1,074","1,395","1,352","1,361","1,269","4,578","4,665","4,499","4,635","4,390","4,516","4,579","4,798","4,637","4,633","4,624","4,463","4,312","4,328","4,087","4,431","4,504","4,747","4,691","4,929"
Goodwill and Intangibles,"12,243","12,294","11,841","11,373","10,775","10,721","10,025","10,038","10,347","10,225","10,224","9,794","10,002","10,141","10,182","10,098","10,122","9,648","9,588","9,467","7,904","7,958","7,808","7,971","7,134","7,601","7,573","7,983","7,720","7,800","9,707","9,498","9,418","8,974","8,351","26,387","26,598","25,866","26,088","26,643"
Other Long-Term Assets,939,"1,165","1,155","1,176","1,444","1,385","1,355","1,503","1,539","1,652","1,660","2,374","2,398","2,386","2,973","2,931","3,501","2,580","2,755","2,422","2,925","3,220","2,902","3,124","3,002","3,085","3,390","4,177","3,585","3,535","3,351","3,444","3,275","3,317","3,634","4,534","4,599","4,428","6,072","6,461"
Total Long-Term Assets,"21,312","21,615","20,640","19,703","18,980","18,941","17,899","18,152","18,693","18,756","19,003","19,243","19,743","20,228","21,092","21,374","22,477","20,693","20,842","20,359","22,301","22,760","21,845","22,361","20,633","21,386","21,676","23,323","21,894","21,943","23,743","23,573","23,009","22,584","21,682","42,062","42,489","42,032","43,734","45,549"
Total Assets,"36,137","36,325","35,401","35,187","33,255","32,713","32,011","33,956","34,621","34,802","35,577","36,851","36,627","38,660","41,951","42,968","43,070","40,721","39,380","39,801","38,042","39,923","41,420","42,875","37,494","39,162","39,129","44,815","39,804","40,686","41,589","41,290","41,733","40,960","40,717","61,681","62,060","61,868","62,927","65,304"
Accounts Payable,"1,064","1,109","1,255","1,242","1,038","1,089","1,237","1,289","1,496","1,547","1,573","1,666","1,746","1,909","1,973","2,242","2,156","1,953","1,662","2,068","1,812","1,708","1,704","2,299","2,073","1,991","2,155","2,780","2,537","2,630","2,810","3,331","3,203","3,279","3,342","4,076","3,945","3,786","3,533","4,143"
Current Debt,"3,690","2,348","3,448","2,526","5,013","4,636","3,107","3,230","3,110","1,871","3,127","3,216","2,758","5,152","5,910","3,005","5,270","3,617","3,587","4,784","7,133","5,031","5,390","4,389","3,371","2,585","2,144","3,368","2,122","1,744","3,337","3,023","5,338","5,707","5,459","8,248","6,705","6,493","4,801","6,666"
Other Current Liabilities,"9,217","10,123","10,414","11,344","8,929","9,661","9,758","10,867","9,485","9,254","9,558","11,585","8,851","10,182","10,631","10,715","10,262","11,871","10,350","10,339","9,541","11,307","10,951","12,145","11,140","11,216","11,226","13,467","10,556","11,510","11,730","12,901","11,876","11,561","11,971","15,012","12,335","12,966","13,213","15,574"
Total Current Liabilities,"13,971","13,580","15,117","15,112","14,980","15,386","14,102","15,386","14,091","12,672","14,258","16,467","13,355","17,243","18,514","15,962","17,688","17,441","15,599","17,191","18,486","18,046","18,045","18,833","16,584","15,792","15,525","19,615","15,215","15,884","17,877","19,255","20,417","20,547","20,772","27,336","22,985","23,245","21,547","26,383"
Long-Term Debt,"25,989","27,161","25,395","26,929","25,572","24,566","25,800","25,250","26,683","28,098","26,960","25,851","28,588","26,595","28,065","31,334","29,578","28,048","28,179","26,975","23,131","24,858","26,426","26,656","24,999","27,043","27,346","28,168","27,276","27,414","25,768","24,783","24,019","22,345","21,762","34,875","40,416","41,400","42,914","41,243"
