,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Long-Term Liabilities,"3,334","3,431","3,566","4,349","4,949","4,559","4,335","4,796","4,741","4,831","4,676","5,433","5,241","5,099","5,005","5,902","6,286","5,400","5,544","6,374","6,610","6,428","6,104","6,985","6,974","6,447","6,503","7,663","6,887","6,588","6,576","5,460","5,500","5,328","5,586","5,781","5,712","5,183","6,172","7,124"
Total Long-Term Liabilities,"29,323","30,592","28,961","31,278","30,521","29,125","30,135","30,046","31,424","32,929","31,636","31,284","33,829","31,694","33,070","37,236","35,864","33,448","33,723","33,349","29,741","31,286","32,530","33,641","31,973","33,490","33,849","35,831","34,163","34,002","32,344","30,243","29,519","27,673","27,348","40,656","46,128","46,583","49,086","48,367"
Total Liabilities,"43,294","44,172","44,078","46,390","45,501","44,511","44,237","45,432","45,515","45,601","45,894","47,751","47,184","48,937","51,584","53,198","53,552","50,889","49,322","50,540","48,227","49,332","50,575","52,474","48,557","49,282","49,374","55,446","49,378","49,886","50,221","49,498","49,936","48,220","48,120","67,992","69,113","69,828","70,633","74,750"
Total Debt,"29,679","29,509","28,843","29,455","30,585","29,202","28,907","28,480","29,793","29,969","30,087","29,067","31,346","31,747","33,975","34,339","34,848","31,665","31,766","31,759","30,264","29,889","31,816","31,045","28,370","29,628","29,490","31,536","29,398","29,158","29,105","27,806","29,357","28,052","27,221","43,123","47,121","47,893","47,715","47,909"
Debt Growth,15.94%,15.73%,7.62%,6.42%,3.05%,-1.04%,0.22%,-3.31%,-2.59%,2.63%,4.08%,2.06%,5.21%,5.93%,12.92%,18.14%,11.17%,-0.26%,-6.50%,-7.51%,-13.15%,-5.61%,0.16%,-2.25%,-6.26%,-0.87%,-7.31%,1.58%,3.62%,-1.59%,-1.31%,-11.83%,-0.14%,-3.79%,-6.47%,55.09%,60.51%,70.73%,75.29%,11.10%
Common Stock,"-32,628","-33,579","-34,282","-35,052","-35,015","-34,866","-34,833","-33,684","-33,624","-33,586","-33,558","-33,526","-33,494","-33,466","-33,441","-33,410","-33,452","-33,413","-33,398","-33,362","-33,319","-33,276","-33,241","-33,201","-33,154","-33,091","-33,062","-33,024","-32,980","-32,913","-32,966","-33,611","-33,806","-33,756","-33,714","-33,687","-33,613","-33,551","-33,535","-33,500"
Retained Earnings,"28,228","28,601","29,192","29,249","29,489","29,822","30,178","29,842","29,785","29,985","30,305","30,397","30,367","30,528","30,831","29,859","29,985","30,406","30,877","31,014","30,588","31,128","31,197","30,987","30,984","31,103","31,537","31,638","32,178","32,465","32,935","33,082","33,468","33,755","33,865","34,289","34,303","33,893","33,919","34,090"
Comprehensive Income,"-4,213","-4,314","-5,022","-6,826","-8,090","-8,107","-8,927","-9,402","-8,914","-8,955","-8,889","-9,559","-9,265","-9,070","-8,797","-8,535","-8,883","-8,908","-9,199","-10,111","-9,237","-9,051","-8,966","-9,363","-10,774","-10,009","-10,567","-11,181","-10,746","-10,665","-10,520","-9,577","-9,760","-9,043","-9,288","-9,559","-9,614","-10,045","-9,817","-11,815"
Shareholders' Equity,"-8,613","-9,292","-10,112","-12,629","-13,616","-13,151","-13,582","-13,244","-12,753","-12,556","-12,142","-12,688","-12,392","-12,008","-11,407","-12,086","-12,350","-11,915","-11,720","-12,459","-11,968","-11,199","-11,010","-11,577","-12,944","-11,997","-12,092","-12,567","-11,548","-11,113","-10,551","-10,106","-10,098","-9,044","-9,137","-8,957","-8,924","-9,703","-9,433","-11,225"
Net Cash / Debt,"-27,856","-27,968","-26,800","-27,773","-29,061","-27,364","-26,514","-25,063","-26,849","-26,155","-25,203","-24,828","-26,270","-25,550","-26,308","-25,892","-27,648","-25,078","-25,886","-25,166","-27,183","-25,881","-25,309","-24,184","-24,624","-25,428","-24,669","-24,256","-25,496","-24,243","-24,614","-23,310","-24,735","-23,016","-21,853","-39,916","-44,693","-44,401","-44,698","-44,849"
Working Capital,854,"1,130",-356,372,-705,"-1,614",10,418,"1,837","3,374","2,316","1,141","3,529","1,189","2,345","5,632","2,905","2,587","2,939","2,251","-2,745",-883,"1,530","1,681",277,"1,984","1,928","1,877","2,695","2,859",-31,"-1,538","-1,693","-2,171","-1,737","-7,717","-3,414","-3,409","-2,354","-6,628"
Book Value Per Share,-5.43,-5.91,-6.47,-8.13,-8.80,-8.49,-8.77,-8.55,-8.23,-8.09,-7.83,-8.18,-7.99,-7.73,-7.34,-7.78,-7.95,-7.67,-7.54,-8.02,-7.70,-7.20,-7.08,-7.44,-8.32,-7.71,-7.76,-8.07,-7.42,-7.13,-6.77,-6.49,-6.52,-5.83,-5.89,-5.78,-5.76,-6.25,-6.08,-7.23
