,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"14,436","14,419","14,408","14,397","14,393","14,388","14,383","14,655","14,650","14,646","14,642","14,638","14,649","14,649","14,645","14,641","14,637","14,633","14,629","14,611","14,608","14,605","14,602","14,944","15,772","15,770","15,767","15,764","15,762","15,759","15,757","15,754","15,752","15,750","15,747","15,745","15,743","15,741","15,738","15,736"
Other Long-Term Assets,"6,013","5,207","4,815","8,521","5,070","4,472","4,682","6,384","5,964","5,375","4,872","4,797","5,113","4,622","4,300","4,663","4,621","5,398","5,083","3,850","3,844","3,815","4,309","1,198","1,420","1,481","2,554","3,345","3,877","3,651","3,280","3,067","2,833","2,263","1,992","1,259","1,425","1,361","1,408","1,692"
Total Long-Term Assets,"42,421","41,674","40,945","44,847","41,486","41,340","41,673","44,078","44,036","43,996","43,619","43,810","44,579","44,638","44,845","45,867","46,354","48,155","48,277","53,926","54,645","55,384","56,275","56,283","58,463","53,346","54,046","54,592","55,230","55,643","55,312","56,519","58,028","57,492","57,797","59,277","59,733","60,417","60,992","63,375"
Total Assets,"52,167","52,191","51,940","54,005","53,752","52,781","53,646","53,134","53,342","51,634","50,948","51,261","51,459","51,815","51,928","53,671","54,078","55,796","55,003","60,266","61,841","62,518","63,219","64,532","68,738","72,261","79,076","71,996","73,083","75,309","72,783","72,459","73,748","74,805","72,596","72,288","73,134","73,497","73,247","73,644"
Accounts Payable,"2,341","2,536","2,577","2,622","2,492","2,803","2,688","2,743","2,732","2,956","2,567","2,572","2,353","2,726","3,059","3,634","3,351","3,749","3,265","2,976","3,214","3,359","3,470","3,266","3,337","2,332","2,403","2,840","3,432","3,930","4,017","4,240","4,810","5,353","4,958","5,106","4,754","5,114","5,320","4,446"
Deferred Revenue,"4,269","4,106","3,970","4,182","4,030","3,908","3,886","3,881","3,881","3,883","3,903","3,926","3,957","4,007","4,040","6,321","6,394","6,491","6,542","6,641","6,624","6,654","6,696","6,728","6,817","6,981","7,089","7,182","7,285","7,401","7,456","7,559","7,644","7,757","7,860","7,882","8,098","8,267","8,373","8,420"
Current Debt,"1,578","1,233","1,169","1,184","1,261","1,659","1,705","1,563","1,531","1,115","1,092","1,131","1,040","1,098","1,224","2,242","2,289","1,342","1,176","2,473","3,996","3,122","3,040","3,088","5,105","5,962","5,759","2,410","3,636","3,010","2,932","2,485","1,860","2,662","2,769","3,073","2,860","2,764","2,709","3,742"
Other Current Liabilities,"6,822","7,334","7,097","8,859","9,536","8,712","9,329","9,339","9,964","8,296","7,585","7,610","8,603","8,800","8,173","6,762","7,978","7,687","7,175","6,488","7,489","8,029","7,005","7,122","4,133","4,875","4,474","3,495","6,335","9,232","6,519","6,682","9,746","10,552","10,283","9,879","12,705","12,337","11,154","9,810"
Total Current Liabilities,"15,010","15,209","14,813","16,847","17,319","17,082","17,608","17,526","18,108","16,250","15,147","15,239","15,953","16,631","16,496","18,959","20,012","19,269","18,158","18,578","21,323","21,164","20,211","20,204","19,392","20,150","19,725","15,927","20,688","23,573","20,924","20,966","24,060","26,324","25,870","25,940","28,417","28,482","27,556","26,418"
Long-Term Debt,"9,466","9,089","8,970","8,477","8,305","7,598","7,096","6,766","6,920","6,689","6,473","6,201","8,187","7,916","7,584","6,592","6,360","8,562","8,115","14,054","13,515","13,249","13,364","14,167","17,866","24,783","35,681","33,138","31,629","32,312","31,265","32,194","31,640","29,909","28,067","27,537","26,700","24,786","24,090","23,539"
Other Long-Term Liabilities,"16,050","15,690","15,861","19,868","19,082","18,538","18,597","17,992","17,062","16,885","16,818","17,534","14,374","13,789","13,847","15,590","15,149","15,109","15,026","13,947","14,092","14,147","14,576","14,803","17,171","18,638","20,313","21,397","20,284","18,143","17,988","15,412","15,057","14,761","14,069","12,229","11,757","12,129","12,375","12,582"
Total Long-Term Liabilities,"25,516","24,779","24,831","28,345","27,387","26,136","25,693","24,758","23,982","23,574","23,291","23,735","22,561","21,705","21,431","22,182","21,509","23,671","23,141","28,001","27,607","27,396","27,940","28,970","35,037","43,421","55,994","54,535","51,913","50,455","49,253","47,606","46,697","44,670","42,136","39,766","38,457","36,915","36,465","36,121"
Total Liabilities,"40,526","39,988","39,644","45,192","44,706","43,218","43,301","42,284","42,090","39,824","38,438","38,974","38,514","38,336","37,927","41,141","41,521","42,940","41,299","46,579","48,930","48,560","48,151","49,174","54,429","63,571","75,719","70,462","72,601","74,028","70,177","68,572","70,757","70,994","68,006","65,706","66,874","65,397","64,021","62,539"
Total Debt,"11,044","10,322","10,139","9,661","9,566","9,257","8,801","8,329","8,451","7,804","7,565","7,332","9,227","9,014","8,808","8,834","8,649","9,904","9,291","16,527","17,511","16,371","16,404","17,255","22,971","30,745","41,440","35,548","35,265","35,322","34,197","34,679","33,500","32,571","30,836","30,610","29,560","27,550","26,799","27,281"
Debt Growth,-10.31%,-15.54%,-14.80%,-14.82%,-13.38%,-10.32%,-13.20%,-13.79%,-11.66%,-15.70%,-14.04%,-11.97%,9.18%,15.50%,16.43%,20.49%,-6.26%,9.87%,5.48%,87.08%,102.46%,65.30%,76.56%,4.40%,31.18%,87.80%,152.62%,106.02%,53.52%,14.89%,-17.48%,-2.44%,-5.00%,-7.79%,-9.83%,-11.73%,-11.76%,-15.42%,-13.09%,-10.88%
Common Stock,"13,569","13,378","13,152","12,668","12,213","11,311","10,913","12,563","10,069","9,089","8,613","12,020","12,290","12,123","11,975","11,895","11,773","11,611","11,543","11,473","11,021","10,966","10,941","10,893","10,784","10,921","10,969","11,000","11,047","11,116","11,147","11,165","11,150","11,172","11,194","11,213","11,207","11,240","11,273","11,300"
Retained Earnings,"3,211","3,962","4,244","3,456","4,127","5,540","6,748","5,562","8,462","10,000","11,109","7,903","8,226","8,905","9,502","8,256","8,465","8,851","9,696","10,039","9,656","10,686","11,772","12,454","11,423","5,706",327,-428,"-1,605",-953,259,-148,"-1,088",-353,342,"1,170",807,"2,569","3,613","5,650"
Comprehensive Income,"-5,139","-5,137","-5,100","-7,311","-7,294","-7,288","-7,316","-7,275","-7,279","-7,279","-7,212","-7,636","-7,571","-7,549","-7,476","-7,621","-7,681","-7,606","-7,535","-7,825","-7,766","-7,694","-7,645","-7,989","-7,898","-7,937","-7,939","-9,038","-8,960","-8,882","-8,800","-7,130","-7,071","-7,008","-6,946","-5,801","-5,754","-5,709","-5,660","-5,845"
Shareholders' Equity,"11,641","12,203","12,296","8,813","9,046","9,563","10,345","10,850","11,252","11,810","12,510","12,287","12,945","13,479","14,001","12,530","12,557","12,856","13,704","13,687","12,911","13,958","15,068","15,358","14,309","8,690","3,357","1,534",482,"1,281","2,606","3,887","2,991","3,811","4,590","6,582","6,260","8,100","9,226","11,105"
Net Cash / Debt,"-7,261","-6,120","-5,628","-6,356","-5,997","-5,470","-4,990","-4,892","-5,537","-4,853","-4,413","-4,083","-6,577","-6,026","-6,370","-6,195","-6,679","-6,172","-6,219","-14,962","-15,601","-14,362","-14,505","-14,373","-17,004","-15,077","-19,915","-21,452","-21,230","-20,092","-20,995","-23,360","-23,545","-21,801","-22,468","-24,076","-22,949","-21,514","-21,794","-23,413"
Working Capital,"-5,264","-4,692","-3,818","-7,689","-5,053","-5,641","-5,635","-8,470","-8,802","-8,612","-7,818","-7,788","-9,073","-9,454","-9,413","-11,155","-12,288","-11,628","-11,432","-12,238","-14,127","-14,030","-13,267","-11,955","-9,117","-1,235","5,305","1,477","-2,835","-3,907","-3,453","-5,026","-8,340","-9,011","-11,071","-12,929","-15,016","-15,402","-15,301","-16,149"
Book Value Per Share,13.71,14.39,14.59,10.53,10.97,11.71,13.01,13.80,14.45,15.31,16.70,16.69,17.71,18.33,19.34,17.57,17.76,18.30,19.82,19.96,19.02,21.31,23.17,23.75,22.36,13.62,5.26,2.40,0.76,2.00,4.07,6.07,4.67,5.95,7.16,10.27,9.76,12.60,14.34,17.26
