,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"2,824","3,483","2,659","2,088","2,122","2,293","2,369","1,972","1,708","1,662","1,638","2,762","1,907","2,241","1,478","1,814","1,447","3,212","2,594","1,565","1,910","2,009","1,899","2,882","5,967","11,366","16,477","8,307","8,460","10,357","8,785","7,933","7,705","9,221","7,023","3,266","3,215","2,668","2,835","2,741"
Short-Term Investments,959,719,"1,852","1,217","1,447","1,494","1,442","1,465","1,206","1,289","1,514",487,743,747,960,825,523,520,478,0,0,0,0,0,0,"4,302","5,048","5,789","5,575","4,873","4,417","3,386","2,250","1,549","1,345","3,268","3,396","3,368","2,170","1,127"
Cash & Cash Equivalents,"3,783","4,202","4,511","3,305","3,569","3,787","3,811","3,437","2,914","2,951","3,152","3,249","2,650","2,988","2,438","2,639","1,970","3,732","3,072","1,565","1,910","2,009","1,899","2,882","5,967","15,668","21,525","14,096","14,035","15,230","13,202","11,319","9,955","10,770","8,368","6,534","6,611","6,036","5,005","3,868"
Cash Growth,-2.63%,2.59%,7.66%,-13.09%,-5.66%,-9.88%,-15.52%,3.99%,-18.35%,-22.08%,-17.29%,-5.47%,-9.06%,1.25%,-22.65%,-18.78%,-25.66%,24.90%,26.00%,-40.70%,-3.05%,-46.17%,-38.18%,84.15%,212.41%,679.89%,1033.49%,389.10%,135.21%,-2.80%,-38.67%,-19.70%,-29.07%,-29.28%,-36.62%,-42.27%,-33.59%,-43.96%,-40.19%,-40.80%
Receivables,"2,042","2,104","2,135","2,297","2,057","1,966","1,974","2,020","2,179","2,102","1,996","2,064","2,307","2,164","2,399","2,377","2,568","2,427","2,517","2,314","3,154","2,844","2,836","2,854","2,280","1,375","1,503","1,396","1,837","2,258","2,183","2,404","3,039","3,093","3,097","3,176","3,224","3,122","3,214","3,130"
Inventory,948,961,942,852,801,881,695,697,693,795,775,891,855,938,"1,136","1,329","1,146","1,589","1,170","1,055","1,071","1,083","1,072","1,251",974,847,746,732,828,"1,005","1,012","1,098","1,292","1,734","1,473","1,424","1,379","1,438","1,507","1,314"
Other Current Assets,"2,973","3,250","3,407","2,704","5,839","4,807","5,493","2,902","3,520","1,790","1,406","1,247","1,068","1,087","1,110","1,459","2,040",-107,-33,"1,406","1,061","1,198","1,137","1,262","1,054","1,025","1,256","1,180","1,153","1,173","1,074","1,119","1,434","1,716","1,861","1,877","2,187","2,484","2,529","1,957"
Total Current Assets,"9,746","10,517","10,995","9,158","12,266","11,441","11,973","9,056","9,306","7,638","7,329","7,451","6,880","7,177","7,083","7,804","7,724","7,641","6,726","6,340","7,196","7,134","6,944","8,249","10,275","18,915","25,030","17,404","17,853","19,666","17,471","15,940","15,720","17,313","14,799","13,011","13,401","13,080","12,255","10,269"
"Property, Plant & Equipment","21,972","22,048","21,722","21,929","22,023","22,480","22,608","23,039","23,422","23,975","24,105","24,375","24,817","25,367","25,900","26,563","27,096","28,124","28,565","34,329","35,175","36,071","36,611","36,937","37,132","34,123","32,483","32,262","32,439","33,161","33,643","35,986","37,444","37,708","38,473","40,145","40,316","40,926","41,555","42,490"
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,136","1,018",893,753,"3,204","4,139","1,972","3,242","3,221","3,152","3,072","2,632","1,712","1,999","1,771","1,585","2,128","2,249","2,389","2,291","3,457"
