,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,506,578,598,882,559,544,592,"1,154",675,658,651,727,629,705,"1,981","1,564","1,654","1,558","1,286","1,602","1,728","1,755","1,815","1,934","1,951","3,353","3,654","3,604","3,602","3,658","3,274","3,485","3,135","2,652","2,507","3,581","2,109","1,717","1,754","2,041"
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,99,65,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,506,578,598,882,559,544,592,"1,154",675,658,651,727,629,705,"1,981","1,564","1,654","1,558","1,391","1,701","1,793","1,780","1,827","1,934","1,951","3,353","3,654","3,604","3,602","3,658","3,274","3,485","3,135","2,652","2,507","3,581","2,109","1,717","1,754","2,041"
Cash Growth,8.12%,56.64%,53.73%,44.59%,10.47%,-5.88%,-1.00%,30.84%,20.75%,20.96%,9.97%,-37.00%,-6.81%,7.14%,204.30%,115.13%,162.96%,120.99%,-29.78%,8.76%,8.40%,14.25%,31.34%,13.70%,8.81%,88.37%,100.00%,86.35%,84.62%,9.10%,-10.40%,-3.30%,-12.97%,-27.50%,-23.43%,2.75%,-32.73%,-35.26%,-30.04%,-43.00%
Receivables,"1,100","1,098","1,057",980,905,993,"1,038",937,908,888,915,913,954,975,"1,009",998,943,973,929,"1,036",970,994,"1,030","1,086",965,984,"1,012","1,013","1,125","1,170","1,152","1,133","1,222","1,291","1,189","1,215","1,186","1,322","1,257","1,304"
Inventory,"1,316","1,336","1,388","1,289","1,346","1,417","1,403","1,467","1,461","1,525","1,563","1,502","1,535","1,498","1,490","1,427","1,441","1,420","1,441","1,391","1,361","1,404","1,439","1,410","1,481","1,584","1,626","1,628","1,700","1,802","1,875","1,923","2,057","2,205","2,303","2,345","2,563","2,701","2,744","2,564"
Other Current Assets,300,315,310,314,300,362,417,272,263,257,235,248,265,406,414,228,229,288,315,271,255,306,322,318,375,364,465,366,367,418,381,389,423,503,552,365,411,443,467,434
Total Current Assets,"3,222","3,327","3,353","3,465","3,110","3,316","3,450","3,830","3,307","3,328","3,364","3,390","3,383","3,584","4,894","4,217","4,267","4,239","4,076","4,399","4,379","4,484","4,618","4,748","4,772","6,285","6,757","6,611","6,794","7,048","6,682","6,930","6,837","6,651","6,551","7,506","6,269","6,183","6,222","6,343"
"Property, Plant & Equipment","1,292","1,309","1,313","1,318","1,301","1,295","1,293","1,307","1,317","1,341","1,382","1,381","1,368","1,355","1,388","1,435","1,453","1,470","1,556","1,658","1,841","1,934","2,006","2,129","2,159","2,192","2,293","2,394","2,416","2,463","2,526","2,603","2,676","2,752","2,840","2,973","3,129","3,235","3,318","3,434"
Goodwill and Intangibles,"1,769","1,758","1,739","1,703","1,904","1,864","1,842","2,645","2,669","2,692","2,779","2,709","2,729","2,705","2,848","2,779","2,812","2,739","4,657","4,565","4,511","4,421","4,485","4,482","4,404","4,412","4,484","4,404","4,378","4,358","4,275","4,156","4,115","4,110","4,011","4,126","4,052","3,966","4,160","4,097"
Other Long-Term Assets,120,128,122,102,115,123,101,131,160,157,190,169,169,158,158,155,158,155,170,155,152,147,163,186,193,180,191,200,208,200,222,211,232,257,272,320,304,365,406,412
Total Long-Term Assets,"3,181","3,195","3,174","3,123","3,320","3,282","3,236","4,083","4,146","4,190","4,351","4,259","4,266","4,218","4,394","4,369","4,423","4,364","6,383","6,378","6,504","6,502","6,654","6,797","6,756","6,784","6,968","6,998","7,002","7,021","7,023","6,970","7,023","7,119","7,123","7,419","7,485","7,566","7,884","7,943"
