,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,368,311,261,178,428,331,320,133,317,411,176,179,598,163,170,144,285,147,252,182,856,500,216,196,632,589,"2,288","3,086","2,984","5,499","5,375","4,823","6,267","5,302","4,037","3,383","2,885","2,109","1,714","1,804"
Cash & Cash Equivalents,368,311,261,178,428,331,320,133,317,411,176,179,598,163,170,144,285,147,252,182,856,500,216,196,632,589,"2,288","3,086","2,984","5,499","5,375","4,823","6,267","5,302","4,037","3,383","2,885","2,109","1,714","1,804"
Cash Growth,-48.02%,-23.96%,-7.45%,-21.24%,16.30%,6.43%,22.61%,-25.28%,-25.93%,24.17%,-45.00%,34.59%,88.64%,-60.34%,-3.41%,-19.55%,-52.34%,-9.82%,48.24%,26.39%,200.35%,240.14%,-14.29%,7.69%,-26.17%,17.80%,959.26%,1474.49%,372.15%,833.62%,134.92%,56.29%,110.02%,-3.58%,-24.89%,-29.86%,-53.97%,-60.22%,-57.54%,-46.67%
Receivables,"3,234","3,301","3,002","3,378","3,459","3,295","3,124","3,397","3,375","3,678","3,243","3,348","3,314","3,478","3,299","3,598","3,697","3,820","3,597","3,697","7,199","4,147","3,795","3,685","6,837","7,199","7,139","6,946","7,017","7,310","6,824","6,560","6,984","7,263","6,959","6,588","7,412","7,448","7,186","6,939"
Inventory,"2,469","2,176","2,509","2,757","2,739","2,618","2,961","3,329","3,227","2,845","3,293","3,696","3,866","3,747","4,019","4,644","4,709","4,845","5,073","5,696","10,083","5,846","6,214","6,825","11,465","11,414","11,565","11,234","12,120","11,892","12,840","14,127","14,862","15,130","15,655","16,941","17,620","16,777","16,135","15,598"
Other Current Assets,-701,-711,-380,-909,"-1,141","-1,024","-1,173","-1,304","-1,172","-1,400","-1,616","-1,766","-1,715","-1,768","-1,802","-2,092","-2,418","-2,621","-2,874","-3,535","-6,258","-3,761","-3,889","-4,433","-7,032","-8,796","-8,553","-8,109","-8,342","-9,214","-9,785","-10,712","-11,437","-12,341","-12,469","-13,388","-14,183","-13,677","-12,576","-11,630"
Total Current Assets,"5,370","5,077","5,392","5,404","5,485","5,220","5,232","5,555","5,747","5,534","5,096","5,457","6,063","5,620","5,686","6,294","6,273","6,191","6,048","6,040","11,880","6,732","6,336","6,273","11,902","10,406","12,439","13,157","13,779","15,487","15,254","14,798","16,676","15,354","14,182","13,524","13,734","12,657","12,459","12,711"
"Property, Plant & Equipment","1,461","2,179","1,424","1,394","1,433","1,394","1,376","1,374","1,253","1,376","1,356","1,345","1,241","1,220","1,214","1,208","1,246","1,259","1,237","1,222","2,079","2,146","2,099","2,172","3,783","3,902","3,836","3,789","3,596","3,521","3,419","3,320","3,366","3,320","3,249","3,182","3,153","3,081","2,991","2,932"
Goodwill and Intangibles,"12,458","14,966","12,746","12,457","12,706","12,666","12,660","12,660","7,428","12,042","12,035","12,030","7,497","7,520","7,518","7,508","7,557","7,552","7,576","7,571","19,469","7,727","7,722","7,719","19,535","19,918","20,025","19,827","19,438","19,406","19,406","19,372","19,356","19,321","19,237","19,142","19,193","19,199","19,199","19,163"
Other Long-Term Assets,"7,098","3,893","6,754","4,200","4,311","4,506","4,394","4,650","9,337","4,549","4,651","5,016","9,437","8,662","8,235","8,884","5,767","5,589","5,524","6,235","11,069","7,470","7,678","8,312","14,365","14,819","14,888","14,652","15,850","16,359","17,125","18,422","19,222","20,048","20,293","21,439","22,313","21,624","20,712","19,834"
Total Long-Term Assets,"21,017","21,038","20,924","18,051","18,450","18,566","18,430","18,684","18,018","17,967","18,042","18,391","18,175","17,402","16,967","17,600","14,570","14,400","14,337","15,028","32,617","17,343","17,499","18,203","37,683","38,639","38,749","38,268","38,884","39,286","39,950","41,114","41,944","42,689","42,779","43,763","44,659","43,904","42,902","41,929"
Total Assets,"26,387","26,115","26,316","23,455","23,935","23,786","23,662","24,239","23,765","23,501","23,138","23,848","24,238","23,022","22,653","23,894","20,843","20,591","20,385","21,068","44,497","24,075","23,835","24,476","49,585","49,045","51,188","51,425","52,663","54,773","55,204","55,912","58,620","58,043","56,961","57,287","58,393","56,561","55,361","54,640"
Accounts Payable,286,223,148,196,302,175,198,169,159,196,121,153,148,158,124,233,231,230,138,229,502,273,214,308,632,673,422,436,571,612,602,827,800,977,853,943,"1,403","1,235","1,210",953
Deferred Revenue,269,223,148,161,206,161,136,187,294,205,156,141,152,173,0,0,219,0,0,0,643,0,0,0,737,691,695,710,978,"1,010","1,104","1,074","1,091","1,055",885,796,973,"1,092",921,848
Current Debt,495,546,401,451,636,21,414,323,222,23,186,55,473,53,286,609,698,236,386,388,"1,013",0,0,50,717,532,364,18,16,19,17,15,11,15,37,196,239,240,180,38
Other Current Liabilities,"3,157","3,080","2,624","2,589","2,889","2,735","2,719","2,753","2,885","2,960","2,624","2,749","2,935","3,040","2,820","3,210","2,824","3,603","3,260","3,376","6,163","4,219","3,629","3,764","6,962","6,635","6,504","6,599","6,731","7,060","6,863","6,997","7,577","7,676","7,861","8,391","8,576","8,728","8,359","8,211"
Total Current Liabilities,"4,207","4,072","3,321","3,397","4,033","3,092","3,467","3,432","3,560","3,384","3,087","3,098","3,708","3,424","3,230","4,052","3,972","4,069","3,784","3,993","8,321","4,492","3,843","4,122","9,048","8,531","7,985","7,763","8,296","8,701","8,586","8,913","9,479","9,723","9,636","10,326","11,191","11,295","10,670","10,050"
Long-Term Debt,"5,940","7,448","5,846","6,508","6,476","7,693","7,686","8,476","8,226","8,226","8,223","8,902","8,902","8,900","8,898","9,080","9,464","9,470","9,464","9,465","18,100","10,224","10,217","10,307","19,707","19,846","21,520","21,472","21,300","19,285","19,175","19,221","19,296","18,376","17,287","17,106","17,035","17,011","16,961","16,934"
Other Long-Term Liabilities,"6,274","6,128","7,875","6,024","6,456","6,604","6,546","6,452","6,416","6,408","6,440","6,500","7,939","7,813","7,898","7,768","5,429","5,069","4,970","5,096","7,573","5,010","5,022","4,995","7,541","7,147","7,133","6,945","7,011","6,944","6,787","6,709","6,875","6,787","6,758","6,716","6,561","5,912","5,573","5,278"
