,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Long-Term Liabilities,"12,214","13,576","13,721","12,532","12,932","14,297","14,232","14,928","14,642","14,634","14,663","15,402","16,841","16,713","16,796","16,848","14,893","14,539","14,434","14,561","25,673","15,234","15,239","15,302","27,248","26,993","28,653","28,417","28,311","26,229","25,962","25,930","26,171","25,163","24,045","23,822","23,596","22,923","22,534","22,212"
Total Liabilities,"16,421","17,648","17,042","15,929","16,965","17,389","17,699","18,360","18,202","18,018","17,750","18,500","20,549","20,137","20,026","20,900","18,865","18,608","18,218","18,554","33,994","19,726","19,082","19,424","36,296","35,524","36,638","36,180","36,607","34,930","34,548","34,843","35,650","34,886","33,681","34,148","34,787","34,218","33,204","32,262"
Total Debt,"6,435","7,994","6,247","6,959","7,112","7,714","8,100","8,799","8,448","8,249","8,409","8,957","9,375","8,953","9,184","9,689","10,162","9,706","9,850","9,853","19,113","10,224","10,217","10,357","20,424","20,378","21,884","21,490","21,316","19,304","19,192","19,236","19,307","18,391","17,324","17,302","17,274","17,251","17,141","16,972"
Debt Growth,8.66%,23.61%,-2.74%,10.36%,10.52%,-3.50%,29.66%,26.44%,18.79%,6.94%,3.81%,1.80%,10.97%,8.53%,9.22%,8.17%,8.39%,8.41%,7.25%,1.69%,88.08%,5.34%,3.73%,5.12%,6.86%,99.32%,114.19%,107.49%,4.37%,-5.27%,-12.30%,-10.49%,-9.42%,-4.73%,-9.73%,-10.05%,-10.53%,-6.20%,-1.06%,-1.91%
Common Stock,"35,401","33,432","33,507","30,417","29,636","28,663","27,886","27,372","26,851","26,287","25,760","25,231","23,713","23,147","22,819","22,579","21,540","21,286","21,063","20,910","6,488","20,725","20,677","20,653","6,683","6,676","6,723","6,762","6,828","9,909","9,944","9,986","9,961","9,989","10,027","10,077","10,106","10,130","10,178","10,219"
Retained Earnings,"-24,890","-24,422","-23,983","-22,344","-21,931","-21,537","-21,205","-20,779","-20,518","-20,045","-19,622","-19,144","-19,257","-19,509","-19,451","-18,859","-18,900","-18,650","-18,250","-17,762","5,569","-15,442","-15,002","-14,683","8,494","8,827","9,150","9,704","10,375","11,144","12,007","12,456","14,343","14,599","14,829","14,889","14,737","13,463","13,116","13,363"
Comprehensive Income,-545,-543,-523,-547,-735,-729,-718,-714,-770,-759,-750,-739,-767,-753,-741,-726,-662,-653,-646,-634,"-1,608",-934,-922,-918,"-1,970","-2,054","-1,999","-1,910","-1,832","-1,882","-1,853","-1,883","-1,902","-1,924","-2,080","-2,319","-1,807","-1,742","-1,639","-1,718"
Shareholders' Equity,"9,966","8,467","9,001","7,526","6,970","6,397","5,963","5,879","5,563","5,483","5,388","5,348","3,689","2,885","2,627","2,994","1,978","1,983","2,167","2,514","10,449","4,349","4,753","5,052","13,207","13,449","13,874","14,556","15,371","19,171","20,098","20,559","22,402","22,664","22,776","22,647","23,036","21,851","21,655","21,864"
Net Cash / Debt,"-6,067","-7,683","-5,986","-6,781","-6,684","-7,383","-7,780","-8,666","-8,131","-7,838","-8,233","-8,778","-8,777","-8,790","-9,014","-9,545","-9,877","-9,559","-9,598","-9,671","-18,257","-9,724","-10,001","-10,161","-19,792","-19,789","-19,596","-18,404","-18,332","-13,805","-13,817","-14,413","-13,040","-13,089","-13,287","-13,919","-14,389","-15,142","-15,427","-15,168"
Working Capital,"1,163","1,005","2,071","2,007","1,452","2,128","1,765","2,123","2,187","2,150","2,009","2,359","2,355","2,196","2,456","2,242","2,301","2,122","2,264","2,047","3,559","2,240","2,493","2,151","2,854","1,875","4,454","5,394","5,483","6,786","6,668","5,885","7,197","5,631","4,546","3,198","2,543","1,362","1,789","2,661"
Book Value Per Share,16.61,14.27,15.84,14.29,13.45,12.86,12.12,12.19,11.80,11.93,11.89,12.03,8.59,7.04,6.47,7.45,4.94,5.18,5.72,6.69,27.92,11.66,12.68,13.48,35.24,21.91,22.55,23.63,24.90,30.94,31.10,31.80,34.60,34.94,35.09,34.89,35.48,33.59,33.24,33.58
