,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,821,818,811,822,810,812,818,810,829,809,801,812,827,827,"2,000","2,055","2,045","2,019","2,060","2,035","2,020","2,026","2,310","2,289","2,248","2,301","2,278","2,256","2,254","2,233","2,210","2,187","2,203","2,445","4,831","5,030","5,005","4,988","4,897","5,018"
Other Long-Term Assets,"1,233","1,339","1,320","1,220","1,321","1,415","1,441","1,657","1,765","1,805","1,787","1,746","1,787","1,882","1,907","2,009","1,966","1,934","1,944","1,891","2,366","2,427","2,502","2,579","2,606","2,750","2,723","2,775","2,798","2,776","2,805","3,254","3,350","3,337","3,513","3,538","3,610","3,753","3,702","3,740"
Total Long-Term Assets,"6,252","6,420","6,576","6,709","6,736","6,875","6,935","7,187","7,359","7,390","7,342","7,304","7,475","7,658","8,936","9,147","9,191","9,080","9,129","9,244","9,755","9,804","10,118","10,350","10,286","10,480","10,506","10,727","10,840","10,677","10,743","11,401","11,526","11,715","15,371","15,848","16,065","16,325","16,185","16,807"
Total Assets,"14,751","15,500","15,644","15,764","15,736","15,878","15,797","15,134","14,827","15,020","15,136","15,011","15,634","16,260","17,992","18,075","18,392","18,915","18,992","19,062","19,846","20,254","20,346","19,737","20,076","20,314","21,568","22,624","22,962","22,608","23,063","23,710","24,122","24,477","29,769","30,299","31,433","31,735","32,097","32,005"
Accounts Payable,"1,887","1,905","1,930","1,881","2,013","1,974","1,824","1,706","1,809","1,825","1,781","1,854","2,168","2,300","2,486","2,579","2,854","2,981","2,980","2,822","3,018","2,991","2,830","2,534","2,648","2,281","2,597","2,820","3,279","3,172","3,210","3,021","3,497","3,405","4,000","4,252","4,636","4,308","4,262","4,260"
Deferred Revenue,295,316,328,401,393,402,414,403,425,433,460,468,498,520,528,"1,104",489,479,500,"1,156","1,206","1,231","1,314","1,354","1,364","1,352","1,377","1,531","1,601","1,633","1,642","1,705","1,760","1,723","1,788","1,848","1,977","1,956","2,040","2,186"
Current Debt,61,63,105,109,104,101,58,63,216,257,356,288,369,233,640,418,706,906,902,879,816,599,"1,042",791,"1,771","2,202",503,554,471,311,340,580,623,935,"2,665","3,357","3,343","2,611","2,514","1,894"
Other Current Liabilities,"1,312","1,525","1,675","1,630","1,547","1,576","1,672","1,631","1,467","1,635","1,711","1,715","1,627","1,841","2,104","1,576","1,783","1,738","2,034","1,527","1,387","1,468","1,539","1,581","1,199","1,081","1,232","1,430","1,309","1,488","1,669","1,778","1,632","1,608","2,077","1,964","1,967","2,170","2,310","4,563"
Total Current Liabilities,"3,555","3,809","4,038","4,021","4,057","4,053","3,968","3,803","3,917","4,150","4,308","4,325","4,662","4,894","5,758","5,677","5,832","6,104","6,416","6,384","6,427","6,289","6,725","6,260","6,982","6,916","5,709","6,335","6,660","6,604","6,861","7,084","7,512","7,671","10,530","11,421","11,923","11,045","11,126","12,903"
Long-Term Debt,"1,632","1,627","1,584","1,577","1,602","1,576","1,595","1,576","1,614","1,614","1,593","1,568","1,576","1,564","1,615","1,588","1,571","1,556","1,563","1,597","1,605","1,624","1,619","1,576","1,580","1,639","3,609","3,610","3,620","3,620","3,602","3,579","3,502","3,490","5,450","4,498","4,409","5,089","4,950","4,802"
Other Long-Term Liabilities,"1,830","1,906","1,925","2,073","2,008","2,035","2,153","2,005","2,036","2,061","1,971","1,944","1,920","1,980","2,058","2,646","2,693","3,061","2,953","2,822","3,087","3,145","3,249","3,436","3,496","3,629","3,609","3,690","3,651","3,591","3,597","3,646","3,745","3,661","4,179","4,155","4,220","4,245","4,343","4,396"
Total Long-Term Liabilities,"3,462","3,533","3,509","3,650","3,610","3,611","3,748","3,581","3,650","3,675","3,564","3,512","3,496","3,544","3,673","4,234","4,264","4,617","4,516","4,419","4,692","4,769","4,868","5,012","5,076","5,268","7,218","7,300","7,271","7,211","7,199","7,225","7,247","7,151","9,629","8,653","8,629","9,334","9,293","9,198"
Total Liabilities,"7,017","7,342","7,547","7,671","7,667","7,664","7,716","7,384","7,567","7,825","7,872","7,837","8,158","8,438","9,431","9,911","10,096","10,721","10,932","10,803","11,119","11,058","11,593","11,272","12,058","12,184","12,927","13,635","13,931","13,815","14,060","14,309","14,759","14,822","20,159","20,074","20,552","20,379","20,419","22,101"
Total Debt,"1,693","1,690","1,689","1,686","1,706","1,677","1,653","1,639","1,830","1,871","1,949","1,856","1,945","1,797","2,255","2,006","2,277","2,462","2,465","2,476","2,421","2,223","2,661","2,367","3,351","3,841","4,112","4,164","4,091","3,931","3,942","4,159","4,125","4,425","8,115","7,855","7,752","7,700","7,464","6,696"
Debt Growth,110.83%,101.91%,-5.80%,-3.10%,0.77%,-0.77%,-2.13%,-2.79%,7.27%,11.57%,17.91%,13.24%,6.28%,-3.96%,15.70%,8.08%,17.07%,37.01%,9.31%,23.43%,6.32%,-9.71%,7.95%,-4.40%,38.41%,72.78%,54.53%,75.92%,22.08%,2.34%,-4.13%,-0.12%,0.83%,12.57%,105.86%,88.87%,87.93%,74.01%,-8.02%,-14.75%
Common Stock,-514,-505,-668,-718,-841,"-1,198","-1,324","-1,568","-2,136","-2,235","-2,267","-2,344","-2,368","-2,409","-2,658","-2,702","-2,850","-3,043","-3,529","-3,762","-3,842","-3,779","-4,465","-4,881","-5,410","-5,377","-5,311","-5,375","-5,779","-6,433","-6,562","-7,024","-7,001","-7,016","-7,235","-7,172","-7,159","-6,848","-6,811","-6,795"
Retained Earnings,"8,629","8,961","9,243","9,545","9,792","10,123","10,331","10,322","10,473","10,716","10,833","11,040","11,265","11,517","11,791","11,464","11,641","12,009","12,519","12,917","13,401","13,897","14,315","14,416","14,728","14,811","15,118","15,419","15,825","16,228","16,555","16,741","16,952","17,450","17,628","18,037","18,605","19,102","19,520","17,851"
Comprehensive Income,-755,-669,-827,"-1,078","-1,245","-1,071","-1,258","-1,348","-1,417","-1,620","-1,632","-1,821","-1,732","-1,615","-1,504","-1,503","-1,397","-1,667","-1,799","-1,807","-1,739","-1,840","-2,040","-2,028","-2,250","-2,242","-2,107","-1,982","-1,937","-1,929","-1,911","-1,571","-1,515","-1,696","-2,013","-1,890","-1,823","-1,917","-2,051","-2,206"
Shareholders' Equity,"7,360","7,787","7,748","7,749","7,706","7,854","7,749","7,406","6,920","6,861","6,934","6,875","7,165","7,493","7,629","7,259","7,394","7,299","7,191","7,348","7,820","8,278","7,810","7,507","7,068","7,192","7,700","8,062","8,109","7,866","8,082","8,146","8,436","8,738","8,380","8,975","9,623","10,337","10,658","8,850"
Net Cash / Debt,614,687,692,708,406,172,70,172,-556,-591,-448,-476,-478,-330,-811,-439,-890,-930,"-1,058",-951,-847,-491,-798,-897,"-1,321","-1,737",-800,-302,-736,"-1,012",-924,-972,"-1,322","-1,427","-5,150","-5,282","-5,313","-5,386","-4,400","-3,955"
Net Cash / Debt Growth,-29.91%,-8.40%,-20.28%,-36.16%,-33.88%,-74.96%,-89.88%,-75.71%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,3.32,3.75,3.79,-,2.24,0.96,0.39,-,-3.23,-3.50,-2.66,-,-2.85,-1.97,-4.86,-,-5.37,-5.66,-6.54,-,-5.37,-3.11,-5.10,-,-8.82,-11.74,-5.37,-,-4.96,-6.91,-6.39,-,-9.24,-10.05,-36.27,-,-37.31,-37.80,-30.81,-
Working Capital,"4,944","5,271","5,030","5,034","4,943","4,950","4,894","4,144","3,551","3,480","3,486","3,382","3,497","3,708","3,298","3,251","3,369","3,731","3,447","3,434","3,664","4,161","3,503","3,127","2,808","2,918","5,353","5,562","5,462","5,327","5,459","5,225","5,084","5,091","3,868","3,030","3,445","4,365","4,786","2,295"
Book Value Per Share,39.94,42.60,42.52,42.42,42.67,43.83,43.78,41.70,40.28,40.65,41.32,40.86,42.78,44.79,45.88,43.74,44.84,44.56,44.58,45.76,49.75,52.59,50.10,49.00,47.34,48.73,52.06,54.47,55.16,54.21,56.32,56.95,59.33,61.88,59.39,63.64,68.01,72.95,75.16,62.44
