,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,264,"1,964","1,169",761,"2,398","1,126","1,572","1,680","1,221","2,072","2,584","1,953","2,488","2,490","2,614","1,795",563,"1,613","1,667","1,564","1,462","1,019",961,"1,165",858,817,522,"1,119",742,"1,125",970,485,580,681,"1,162","1,109",334,178,215,174
Short-Term Investments,0,0,0,0,0,0,925,700,0,0,0,0,0,0,742,745,748,0,0,0,0,0,0,0,0,193,79,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,264,"1,964","1,169",761,"2,398","1,126","2,497","2,380","1,221","2,072","2,584","1,953","2,488","2,490","3,356","2,540","1,311","1,613","1,667","1,564","1,462","1,019",961,"1,165",858,"1,010",601,"1,119",742,"1,125",970,485,580,681,"1,162","1,109",334,178,215,174
Cash Growth,-61.40%,155.73%,375.20%,114.97%,808.33%,-42.67%,113.60%,212.75%,-49.08%,84.01%,3.48%,-17.94%,103.77%,20.17%,29.88%,30.06%,-47.31%,-35.22%,-50.33%,-38.43%,11.52%,-36.83%,-42.35%,-25.51%,-41.31%,-0.88%,-37.46%,-3.95%,-13.52%,11.39%,61.40%,-56.66%,-21.83%,-39.47%,19.79%,128.66%,-42.41%,-73.86%,-81.50%,-84.31%
Receivables,"2,134","2,222","2,042","2,048","1,729","1,341","1,195",991,912,779,822,783,748,751,767,945,"1,082","1,100","1,176","1,335","1,079","1,086","1,144","1,148","1,122",703,620,643,747,921,"1,008","1,068","1,142","1,443","1,512","1,358","1,146","1,215","1,294","1,434"
Inventory,364,405,404,379,357,379,336,324,313,306,272,221,136,145,140,132,126,110,117,110,96,83,72,71,72,78,77,77,76,78,78,77,77,78,93,103,125,136,136,174
Other Current Assets,213,196,603,"1,016",109,122,102,163,144,111,76,85,293,357,161,73,47,79,127,56,284,588,511,136,83,118,107,83,47,26,19,25,22,28,41,66,66,77,58,66
Total Current Assets,"2,975","4,787","4,218","4,204","4,593","2,968","4,130","3,858","2,590","3,268","3,754","3,042","3,665","3,743","4,424","3,690","2,566","2,902","3,087","3,065","2,921","2,776","2,688","2,520","2,135","1,909","1,405","1,922","1,612","2,150","2,075","1,655","1,821","2,230","2,808","2,636","1,671","1,606","1,703","1,848"
"Property, Plant & Equipment","28,145","28,426","27,824","28,658","29,040","29,291","29,121","27,920","27,061","26,737","25,657","25,976","16,727","16,533","18,337","17,645","17,665","16,931","16,881","16,899","16,804","16,714","16,730","16,717","17,000","16,903","16,424","16,029","15,638","15,313","15,019","14,734","14,499","14,422","14,357","14,245","17,377","17,463","17,524","17,411"
Long-Term Investments,"1,201","1,223","1,184","1,103","1,113","1,100","1,045","1,012","1,003",959,944,931,931,906,821,836,847,806,788,757,745,719,684,667,663,628,476,467,447,460,458,489,450,522,528,568,577,657,430,421
Goodwill and Intangibles,499,499,457,457,459,459,459,457,115,115,115,115,115,115,115,115,115,98,98,97,97,97,95,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Long-Term Assets,"2,800","1,216","2,252","2,278",778,918,"1,015","1,427","1,542","1,789","2,057","2,246","9,656","3,240",544,661,819,897,"1,017",960,754,"1,104","1,085",374,352,275,262,245,259,310,248,283,224,807,593,409,315,286,262,239
Total Long-Term Assets,"32,645","31,364","31,717","32,496","31,390","31,768","31,640","30,816","29,721","29,600","28,773","29,268","27,429","20,794","19,817","19,257","19,446","18,732","18,784","18,713","18,400","18,634","18,594","17,853","18,110","17,806","17,162","16,741","16,344","16,083","15,725","15,506","15,173","15,751","15,478","15,222","18,269","18,406","18,216","18,071"
Total Assets,"35,620","36,151","35,935","36,700","35,983","34,736","35,770","34,674","32,311","32,868","32,527","32,310","31,094","24,537","24,241","22,947","22,012","21,634","21,871","21,778","21,321","21,410","21,282","20,373","20,245","19,715","18,567","18,663","17,956","18,233","17,800","17,161","16,994","17,981","18,286","17,858","19,940","20,012","19,919","19,919"
Accounts Payable,"2,446","2,562","2,560","2,579","2,736","1,981","1,626","1,384","1,446","1,163","1,067","1,085","1,096","1,151","1,250","1,412","1,503","1,420","1,537","1,606","1,474","1,386","1,489","1,466","1,419","1,172",772,802,894,955,986,"1,092","1,184","1,341","1,573","1,556","1,369","1,521","1,587","1,649"
Current Debt,203,68,68,68,"1,068","1,068","1,035","1,035",1,1,1,1,686,"1,541",548,0,0,0,0,0,0,0,600,600,0,0,0,500,0,500,33,36,36,106,273,402,402,131,131,850
Other Current Liabilities,"1,684","1,684","1,346","1,529",575,512,391,429,282,362,314,322,458,407,284,350,465,489,507,536,358,472,382,313,326,270,293,264,319,444,556,548,417,574,531,473,535,494,407,407
Total Current Liabilities,"4,333","4,314","3,974","4,176","4,379","3,561","3,052","2,848","1,729","1,526","1,382","1,408","2,240","3,099","2,082","1,762","1,968","1,909","2,044","2,142","1,832","1,858","2,471","2,379","1,745","1,442","1,065","1,566","1,213","1,899","1,575","1,676","1,637","2,021","2,377","2,431","2,306","2,146","2,125","2,906"
Long-Term Debt,"6,394","6,392","6,362","6,355","5,295","5,326","7,321","7,323","7,276","7,280","7,280","7,277","6,581","5,723","6,715","6,488","5,494","5,495","5,497","5,498","5,499","5,501","4,902","4,903","5,501","5,502","5,503","5,405","5,404","4,905","4,875","3,977","3,978","3,908","3,709","3,579","5,521","5,723","5,724","4,876"
Other Long-Term Liabilities,"5,549","5,640","5,731","5,943","5,289","5,189","5,179","5,168","4,753","4,711","4,712","4,703","4,732","3,131","3,039","2,922","2,842","2,196","2,198","2,094","1,862","1,843","1,808",820,846,813,824,800,778,758,716,712,693,686,668,661,716,755,826,911
Total Long-Term Liabilities,"11,943","12,032","12,093","12,298","10,584","10,515","12,500","12,491","12,029","11,991","11,992","11,980","11,313","8,854","9,754","9,410","8,336","7,691","7,695","7,592","7,361","7,344","6,710","5,723","6,347","6,315","6,327","6,205","6,182","5,663","5,591","4,689","4,671","4,594","4,377","4,240","6,237","6,478","6,550","5,787"
Total Liabilities,"16,276","16,346","16,067","16,474","14,963","14,076","15,552","15,339","13,758","13,517","13,374","13,388","13,553","11,953","11,836","11,172","10,304","9,600","9,739","9,734","9,193","9,202","9,181","8,102","8,092","7,757","7,392","7,771","7,395","7,562","7,166","6,365","6,308","6,615","6,754","6,671","8,543","8,624","8,675","8,693"
Total Debt,"6,597","6,460","6,430","6,423","6,363","6,394","8,356","8,358","7,277","7,281","7,281","7,278","7,267","7,264","7,263","6,488","5,494","5,495","5,497","5,498","5,499","5,501","5,502","5,503","5,501","5,502","5,503","5,905","5,404","5,405","4,908","4,013","4,014","4,014","3,982","3,981","5,923","5,854","5,855","5,726"
Debt Growth,-4.34%,-1.28%,-1.02%,-4.15%,-3.55%,-1.02%,29.95%,30.13%,14.36%,13.87%,-12.87%,-12.92%,-0.14%,-0.23%,-0.25%,-10.85%,-24.40%,-24.35%,-24.32%,-15.26%,0.09%,0.11%,0.09%,0.09%,0.04%,0.02%,0.02%,7.31%,-1.76%,-1.76%,-10.81%,-32.04%,-25.72%,-25.74%,-18.87%,-0.80%,47.56%,45.84%,47.04%,43.83%
Common Stock,"4,459","3,924","3,582","3,649","3,659","3,668","3,699","3,710","3,714","4,968","4,973","4,973","4,952","4,959","4,968","4,980","4,991","4,999","5,027","4,708","4,359","4,341","4,123","4,106","4,055","3,980","3,993","4,007","4,022","4,019","4,033","4,045","3,333","2,753","2,005",893,628,272,-92,-498
Retained Earnings,"15,135","16,151","16,564","16,854","17,638","17,220","16,691","15,800","14,974","14,533","14,320","14,086","12,672","7,673","7,491","6,849","6,779","7,093","7,146","7,357","7,706","7,808","7,928","8,053","7,993","7,895","7,145","6,828","6,466","6,540","6,524","6,669","7,271","8,523","9,433","10,196","10,663","11,017","11,242","11,634"
