,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Other Long-Term Assets,266,227,279,260,"6,575",287,262,419,365,437,475,428,"4,884","5,545","5,528","5,490","5,472","5,457","5,488","5,557","5,066","5,101","4,867","4,733","5,297","4,697","4,922","4,663","4,217","3,572","3,475","3,430","3,846","3,767","3,694","3,641","3,750","3,741","3,799","3,633"
Total Long-Term Assets,"18,205","18,186","19,262","18,822","18,601","18,327","17,109","10,058","9,851","9,905","10,079","10,719","14,972","16,315","16,577","18,085","18,242","17,792","17,804","16,689","15,693","15,664","14,325","13,505","13,468","12,681","12,620","11,682","12,120","12,040","11,762","11,501","17,515","15,631","14,586","13,808","11,560","11,406","11,239","10,870"
Total Assets,"41,488","40,545","41,640","44,476","45,132","44,841","45,658","18,338","17,755","19,608","19,993","20,502","23,847","24,808","27,483","25,943","25,986","24,555","23,988","23,652","22,819","22,329","21,169","18,714","18,174","18,929","20,014","18,421","19,310","18,731","31,823","29,257","26,626","22,980","19,653","19,097","20,850","20,004","19,956","21,184"
Accounts Payable,"9,569","9,925","10,349","10,301",107,"11,284","11,720",175,349,275,304,278,283,296,284,260,330,252,253,225,286,251,303,296,229,268,305,307,657,"1,397",863,886,969,897,853,873,"1,029","1,072","1,127","1,289"
Deferred Revenue,158,169,183,185,108,190,125,137,106,115,116,116,110,112,125,117,137,142,151,163,170,174,178,169,129,108,103,105,98,114,90,85,0,0,0,0,0,0,0,0
Current Debt,6,4,"1,203",250,850,868,865,625,0,6,0,"1,449","1,451","2,210","2,215",749,781,20,3,"1,546","1,546","1,550","2,063",518,"1,020","1,015",516,17,6,"1,172",761,"1,355","1,355","1,755","1,149","1,150","1,150",0,0,750
Other Current Liabilities,"2,906","5,643","5,803","5,755","16,466","5,269","4,350","3,499","1,808","1,711","1,786","1,920","2,003","1,815","1,972","2,064","2,311","2,154","2,201","2,072","2,452","2,525","2,665","2,702","2,688","3,282","3,768","3,411","3,241","2,447","3,349","2,970","2,298","2,330","1,970","1,951","2,092","2,134","2,428","2,743"
Total Current Liabilities,"12,639","15,741","17,538","16,491","17,531","17,611","17,060","4,436","2,263","2,107","2,206","3,763","3,847","4,433","4,596","3,190","3,559","2,568","2,608","4,006","4,454","4,500","5,209","3,685","4,066","4,673","4,692","3,840","4,002","5,130","5,063","5,296","4,622","4,982","3,972","3,974","4,271","3,206","3,555","4,782"
Long-Term Debt,"4,117","4,124","4,118","7,346","6,777","6,795","6,757","6,814","6,749","9,030","9,054","7,582","7,509","6,756","9,251","9,249","9,234","9,208","9,201","7,661","7,685","8,247","7,762","7,732","7,199","8,180","8,572","8,117","8,056","6,199","8,586","7,951","7,927","7,059","7,027","7,011","8,139","8,116","8,099","7,328"
Other Long-Term Liabilities,"1,085","1,071","1,014",829,918,897,"2,036",596,"2,167","2,154","2,280","2,338","1,952","2,024","2,162","2,221","5,144","5,183","5,033","5,056","4,399","4,379","4,092","4,027","4,039","3,961","3,848","3,544","3,691","3,632","5,158","5,065","4,299","3,885","3,411","3,259","3,287","3,295","3,034","3,175"
Total Long-Term Liabilities,"5,202","5,195","5,132","8,175","7,695","7,692","8,793","7,410","8,916","11,184","11,334","9,920","9,461","8,780","11,413","11,470","14,378","14,391","14,234","12,717","12,084","12,626","11,854","11,759","11,238","12,141","12,420","11,661","11,747","9,831","13,744","13,016","12,226","10,944","10,438","10,270","11,426","11,411","11,133","10,503"
Total Liabilities,"17,841","20,936","22,670","24,666","25,226","25,303","25,853","11,846","11,179","13,291","13,540","13,683","13,308","13,213","16,009","14,660","17,937","16,959","16,842","16,723","16,538","17,126","17,063","15,444","15,304","16,814","17,112","15,501","15,749","14,961","18,807","18,312","16,848","15,926","14,410","14,244","15,697","14,617","14,688","15,285"
Total Debt,"4,123","4,128","5,321","7,596","7,627","7,663","7,622","7,439","6,749","9,036","9,054","9,031","8,960","8,966","11,466","9,998","10,015","9,228","9,204","9,207","9,231","9,797","9,825","8,250","8,219","9,195","9,088","8,134","8,062","7,371","9,347","9,306","9,282","8,814","8,176","8,161","9,289","8,116","8,099","8,078"
Debt Growth,-8.76%,-8.59%,17.38%,67.65%,84.99%,85.63%,43.24%,-2.07%,-11.51%,17.92%,18.79%,21.40%,32.76%,-0.77%,26.64%,10.71%,11.77%,2.92%,-19.73%,-7.91%,-7.83%,6.17%,6.75%,-10.39%,-10.96%,-6.14%,-7.50%,-1.41%,-1.91%,-19.84%,2.85%,14.41%,15.13%,19.58%,-12.53%,-12.30%,0.08%,-7.92%,-0.94%,-1.02%
Common Stock,"3,637","1,997",535,710,-165,-968,-746,"-1,206","-1,663","-2,575","-3,018","-3,421","-4,296","-4,564","-4,984","-5,799","-6,597","-7,539","-8,412","-9,320","-10,676","-12,108","-13,483","-14,406","-15,268","-19,221","-19,100","-19,721","-20,016","-20,259","-21,630","-23,807","-26,710","-27,903","-29,040","-29,253","-29,421","-29,588","-29,674","-30,221"
Retained Earnings,"18,854","16,528","17,204","17,877","18,900","19,526","19,609","7,255","7,713","8,207","8,642","9,036","14,959","15,994","16,021","16,544","13,929","14,335","14,977","15,699","16,459","16,847","17,125","17,315","17,754","21,051","21,681","22,230","22,961","23,476","34,086","34,230","36,090","34,615","33,960","33,766","34,315","34,744","34,775","35,941"
Comprehensive Income,"1,156","1,084","1,231","1,223","1,171",980,942,443,526,685,829,"1,204",-124,165,437,538,717,800,581,550,498,464,464,361,384,285,321,411,616,553,560,522,398,342,323,340,259,231,167,179
Shareholders' Equity,"23,647","19,609","18,970","19,810","19,906","19,538","19,805","6,492","6,576","6,317","6,453","6,819","10,539","11,595","11,474","11,283","8,049","7,596","7,146","6,929","6,281","5,203","4,106","3,270","2,870","2,115","2,902","2,920","3,561","3,770","13,016","10,945","9,778","7,054","5,243","4,853","5,153","5,387","5,268","5,899"
Net Cash / Debt,"7,691","6,460","4,987","5,957",208,"5,594","6,084","-2,138",-618,"-1,023",-968,-986,"-1,811","-2,212","-2,449","-3,968","-4,152","-4,422","-5,197","-4,369","-4,316","-5,356","-5,348","-5,164","-5,468","-4,765","-3,785","-4,474","-4,569","-4,004","7,873","5,255","-1,959","-3,245","-4,951","-4,667","-1,818","-1,246",-967,639
Net Cash / Debt Growth,9.11%,-8.19%,-39.00%,-27.12%,-97.30%,-13.41%,22.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,5.87,5.06,3.94,4.76,0.17,4.55,4.97,-1.75,-0.51,-0.87,-0.84,-0.87,-1.62,-2.01,-2.24,-3.68,-4.22,-4.30,-5.18,-4.44,-4.55,-5.90,-6.17,-6.17,-6.72,-6.29,-5.32,-6.32,-6.56,-5.78,11.49,7.99,-3.17,-5.53,-8.90,-8.52,-3.35,-2.30,-1.80,1.20
Working Capital,"10,644","6,618","4,840","9,163","9,000","8,903","11,489","3,844","5,641","7,596","7,708","6,020","5,028","4,060","6,310","4,668","4,185","4,195","3,576","2,957","2,672","2,165","1,635","1,524",640,"1,575","2,702","2,899","3,188","1,561","14,998","12,460","4,489","2,367","1,095","1,315","5,019","5,392","5,162","5,532"
Book Value Per Share,18.30,15.37,15.08,15.95,16.18,16.07,16.27,5.37,5.53,5.45,5.64,6.06,9.55,10.71,10.66,10.62,7.78,7.52,7.20,7.11,6.65,5.78,4.77,3.94,3.56,2.81,4.13,4.20,5.17,5.54,19.31,16.92,16.11,12.02,9.43,8.86,9.49,10.03,9.87,11.15
