,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Accounts Payable,145.6,152.1,146.9,136.4,130.8,194.5,146.5,138.7,158.4,152.3,117.8,137.4,126.5,149.7,112.6,136.8,105.7,135.4,131.8,151.3,156.3,125.5,108.8,132.9,115.5,102,111.2,113.9,112.2,141.1,77.8,103.5,81.7,110.2,82.7,85.3,74.8,96.8,67.4,76.8
Deferred Revenue,845.4,612.3,596.4,595.5,596.8,591.3,574.8,578.1,619.1,614.3,602.4,585.2,614,624.3,618,615.1,626.8,673.8,657.6,634.2,634.5,620,591.3,591.4,593.9,583.1,575.4,581.6,565.6,566.3,544.1,530.9,544.9,523.2,490.1,508.8,531.9,536.7,520.1,536.2
Current Debt,0,"2,173","1,937",0,0,0,0,0,0,0,0,0,0,0,129.4,0,0,0,453,"1,206",0,262,"4,967","1,002","1,002","1,015",0,0,0,23.5,45.8,0,0,136.4,167.6,0,0,105.4,343.8,21.6
Other Current Liabilities,"27,587","21,230","20,479","36,038","29,987","26,328","25,866","31,751","42,473","35,081","25,999","32,234","35,678","29,042","27,427","36,499","36,009","29,604","27,795","28,305","38,375","31,620","23,534","38,797","32,962","28,426","31,643","38,481","43,937","37,364","49,002","48,450","62,480","54,389","38,426","46,220","50,929","42,029","40,297","47,463"
Total Current Liabilities,"28,578","24,168","23,159","36,770","30,715","27,114","26,587","32,468","43,250","35,847","26,719","32,956","36,419","29,816","28,287","37,251","36,741","30,413","29,037","30,297","39,166","32,628","29,201","40,522","34,673","30,127","32,330","39,177","44,615","38,095","49,670","49,084","63,107","55,159","39,166","46,814","51,536","42,768","41,229","48,098"
Long-Term Debt,12.1,11.5,10.9,10.3,9.7,9.2,"1,995","1,995","2,008","2,008","2,008","2,003","2,003","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","2,002","1,359","1,363","1,364","1,347","2,324","2,352","2,355","3,328","3,331","3,350","3,332","3,358","3,336","3,322","3,321","3,339","3,324","3,317"
Other Long-Term Liabilities,"1,390","1,211","1,211","1,230","1,205","1,179","1,168","1,230","1,364","1,333","1,360","1,226","1,332","1,385","1,419","1,361","1,293","1,698","1,698","1,743","1,782","1,858","1,794","1,809","1,856","1,940","1,927","1,898","1,763","1,679","1,635","1,619","1,437","1,326","1,286","1,330","1,331","1,355","1,298","1,335"
Total Long-Term Liabilities,"1,402","1,222","1,222","1,241","1,215","1,188","3,163","3,225","3,372","3,341","3,368","3,228","3,334","3,387","3,421","3,363","3,295","3,701","3,701","3,746","3,784","3,860","3,153","3,173","3,220","3,287","4,252","4,249","4,119","5,008","4,967","4,969","4,769","4,684","4,622","4,653","4,652","4,694","4,622","4,652"
Total Liabilities,"29,980","25,390","24,381","38,011","31,929","28,302","29,750","35,693","46,622","39,188","30,087","36,184","39,753","33,203","31,708","40,614","40,036","34,113","32,738","34,042","42,950","36,488","32,354","43,695","37,893","33,413","36,581","43,426","48,734","43,102","54,637","54,053","67,875","59,843","43,788","51,466","56,188","47,462","45,851","52,750"
Total Debt,12.1,"2,185","1,948",10.3,9.7,9.2,"1,995","1,995","2,008","2,008","2,008","2,003","2,003","2,002","2,132","2,002","2,002","2,002","2,455","3,208","2,002","2,264","6,325","2,365","2,366","2,363","2,324","2,352","2,355","3,352","3,377","3,350","3,332","3,494","3,504","3,322","3,321","3,444","3,668","3,339"
Debt Growth,-20.92%,738.26%,-31.22%,-18.25%,-19.83%,-99.58%,2.43%,19266.99%,20597.94%,21722.83%,0.63%,0.39%,-0.26%,-0.26%,6.17%,-0.00%,-0.00%,-,15.20%,60.22%,-0.00%,13.07%,157.61%,-26.29%,18.15%,4.35%,-63.25%,-0.56%,-0.45%,41.86%,45.29%,42.45%,41.45%,4.26%,3.75%,-0.82%,-0.32%,-1.43%,4.69%,0.49%
Common Stock,"-7,000","-7,140.9","-7,088.6","-7,483.3","-8,033.2","-8,391.2","-8,691","-9,081","-9,294","-9,306.6","-9,633.7","-10,002.9","-10,101.4","-10,372","-10,574.4","-10,696.3","-10,798.1","-11,130.9","-11,322.2","-11,580.2","-11,710.5","-11,843.4","-12,135","-12,392","-12,691.4","-12,669.3","-12,851.7","-13,033.9","-13,375.9","-13,791.6","-14,281.2","-14,633.8","-15,049.3","-15,477.3","-15,738.4","-15,895.4","-16,036.2","-16,303.1","-16,514.8","-16,692.3"
Retained Earnings,"13,575","13,633","12,990","13,090","13,348","13,460","13,569","13,666","13,957","14,003","14,130","14,385","14,718","14,728","14,872","15,060","15,466","16,547","16,741","16,959","17,369","17,501","17,730","17,988","18,417","18,436","18,645","18,894","19,308","19,451","19,755","20,012","20,505","20,696","21,039","21,333","21,858","22,118","22,455","22,757"
Comprehensive Income,41,178.2,-74.1,-114.7,-137,-260.6,-247.4,-379.1,-160,-215.1,-246.4,-566.7,-513.2,-379.2,-344.6,-432.6,-638.8,-679.8,-740.1,-615,-411.9,-257.3,-233.9,-231.2,-234.4,-14.8,15.9,40.3,-257.7,10.6,-122.9,-328.4,"-1,262.3","-1,993.7","-2,724.1","-2,450.9","-2,127.8","-2,305.8","-2,467.8","-1,745.2"
Shareholders' Equity,"6,616","6,670","5,827","5,492","5,178","4,809","4,630","4,206","4,503","4,482","4,250","3,815","4,103","3,977","3,953","3,931","4,029","4,736","4,679","4,764","5,246","5,400","5,361","5,364","5,491","5,752","5,809","5,900","5,674","5,670","5,351","5,050","4,193","3,225","2,577","2,987","3,694","3,509","3,473","4,320"
Net Cash / Debt,"1,682","1,432","2,489","1,942","1,826","1,657","1,217",827,957.4,"1,183",809.9,702.7,993,778,232.1,-229,291.2,167.6,-965.1,-422.7,-176.1,-304.5,"-1,376.4",-857.2,-657.6,-454.1,-711.2,-749.3,-463.7,-776.5,"-1,774.9","-1,604.6","-1,697.3","-2,058.1","-2,296","-1,977.2","-1,492.3","-1,360.8","-2,226.5","-1,697.3"
Net Cash / Debt Growth,1.01%,-2.37%,-,52.11%,8.56%,15.72%,-51.12%,-57.42%,-47.56%,-28.57%,-33.43%,-15.03%,3.72%,-34.26%,-71.34%,-,-70.67%,-78.46%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,3.48,2.97,5.17,4.04,3.85,3.54,2.61,1.80,2.10,2.60,1.78,1.56,2.21,1.74,0.52,-0.52,0.66,0.38,-2.19,-0.97,-0.40,-0.70,-3.16,-1.98,-1.52,-1.06,-1.65,-1.75,-1.08,-1.82,-4.19,-3.80,-4.04,-4.92,-5.51,-4.75,-3.59,-3.29,-5.38,-4.11
Working Capital,"1,954","3,325","2,634","2,346","2,078","1,696","3,589","3,191","3,569","3,653","3,405","2,852","3,096","2,843","2,716","2,099","1,973","1,411",918.6,"1,386","1,758","1,715",307.6,842.6,"1,036","1,438","2,486","2,486","2,137","2,647","2,378","2,023",797.3,-353.8,"-1,197.4",-670.1,-17.9,-597,-748.6,445.7
Book Value Per Share,13.81,13.95,12.18,11.52,11.01,10.34,10.01,9.19,9.91,9.88,9.40,8.52,9.19,8.95,8.94,8.91,9.14,10.81,10.71,10.93,12.09,12.46,12.39,12.43,12.77,13.41,13.55,13.80,13.32,13.39,12.70,12.03,10.03,7.76,6.21,7.21,8.93,8.51,8.44,10.51
