,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"2,724","3,049","3,149","3,122","3,256","3,393","3,054","3,109","3,322","3,516","3,182","4,151","5,039","3,140","3,062","3,096","2,444","3,411","1,093","1,248","1,384","1,603","1,494","1,635","2,583","2,450","3,315","2,197","2,342","2,860","2,354","4,726","6,929","2,529","1,804","2,271","2,046","9,957","8,051","2,076"
Cash & Cash Equivalents,"2,724","3,049","3,149","3,122","3,256","3,393","3,054","3,109","3,322","3,516","3,182","4,151","5,039","3,140","3,062","3,096","2,444","3,411","1,093","1,248","1,384","1,603","1,494","1,635","2,583","2,450","3,315","2,197","2,342","2,860","2,354","4,726","6,929","2,529","1,804","2,271","2,046","9,957","8,051","2,076"
Cash Growth,4.17%,8.51%,-3.85%,14.07%,19.53%,11.28%,-3.02%,-0.42%,2.03%,3.63%,4.19%,33.52%,51.69%,-10.69%,-3.77%,-25.42%,-51.50%,8.63%,-64.30%,-59.69%,-43.37%,-53.00%,36.69%,31.01%,86.63%,52.84%,121.89%,34.37%,-9.33%,16.73%,-28.99%,115.11%,195.86%,-11.57%,-23.36%,-51.95%,-70.47%,293.71%,346.29%,-8.59%
Receivables,"4,563","4,772","5,019","4,404","4,299","4,272","2,870","3,842","3,874","4,014","2,701","2,426","2,479","2,926","3,072","2,881","3,042","3,027","3,023","2,733","2,911","2,901","2,985","2,726","2,641","2,512","2,802","2,652","2,754","2,754","2,971","2,745","2,958","2,957","2,261","2,231","2,330","2,491","2,518","2,759"
Inventory,"2,233","2,253","2,057","2,121","2,107","2,144","1,265","1,903","1,950","1,949","1,208","1,278","1,331","1,891","1,696","1,845","1,897","1,805","1,813","1,980","2,073","2,061","1,880","2,064","2,058","2,102","1,928","2,013","2,016","2,114","2,050","2,335","2,399","2,319","1,742","1,999","2,034","2,085","2,006","2,432"
Other Current Assets,683,739,642,836,682,835,"2,860",840,767,741,"2,869","1,022",597,597,422,330,342,333,690,697,784,785,780,771,750,815,761,819,849,"1,038","1,057","1,054","1,253","1,570","2,699","2,499","2,575","1,227","1,244","1,399"
Total Current Assets,"10,203","10,813","10,867","10,483","10,344","10,644","10,049","9,694","9,913","10,220","9,960","8,877","9,446","8,554","8,252","8,152","7,725","8,576","6,619","6,658","7,152","7,350","7,139","7,196","8,032","7,879","8,806","7,681","7,961","8,766","8,432","10,860","13,539","9,375","8,506","9,000","8,985","15,760","13,819","8,666"
"Property, Plant & Equipment","3,692","3,737","3,802","3,631","3,570","3,610","2,929","3,520","3,523","3,521","2,931","2,861","2,880","3,304","3,321","3,279","3,299","3,260","3,562","3,551","3,615","3,614","3,642","3,633","3,553","3,565","3,688","3,693","3,663","3,664","3,738","3,685","3,567","3,359","2,239","2,263","2,263","2,268","2,363","2,701"
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,359","3,255","3,253"
Goodwill and Intangibles,"9,685","9,685","8,871","8,589","8,360","8,505","4,785","8,068","8,079","8,078","4,811","4,740","4,760","7,164","7,206","7,734","8,024","7,902","9,206","9,182","9,210","9,235","9,151","9,145","9,018","9,112","9,202","11,028","10,882","10,770","10,600","10,486","10,330","21,678","20,518","20,547","20,396","20,278","20,743","29,253"
