,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Long-Term Assets,766,880,637,"1,021",694,705,"4,325",270,249,263,"4,030",993,191,380,810,693,737,749,"1,003","1,038","1,094","1,118",565,"1,127","1,108","1,174","1,186","1,276","1,294","1,284","1,945","1,928","2,061","2,630","4,409","4,431","4,503","2,508","2,566","2,640"
Total Long-Term Assets,"14,143","14,302","13,310","13,241","12,624","12,820","12,039","11,858","11,851","11,862","11,772","8,594","7,831","10,848","11,337","11,706","12,060","11,911","13,771","13,771","13,919","13,967","13,358","13,905","13,679","13,851","14,076","15,997","15,839","15,718","16,283","16,099","15,958","27,667","27,166","27,241","27,162","28,413","28,927","37,847"
Total Assets,"24,346","25,115","24,177","23,724","22,968","23,464","22,088","21,552","21,764","22,082","21,732","17,471","17,277","19,402","19,589","19,858","19,785","20,487","20,390","20,429","21,071","21,317","20,497","21,101","21,711","21,730","22,882","23,678","23,800","24,484","24,715","26,959","29,497","37,042","35,672","36,241","36,147","44,173","42,746","46,513"
Accounts Payable,"2,522","2,645","2,951","2,468","2,407","2,402","1,537","2,075","2,140","2,230","1,517","1,335","1,368","1,613","1,776","1,596","1,603","1,647","1,943","1,794","1,730","1,785","1,874","1,649","1,521","1,426","1,715","1,694","1,797","1,966","2,108","2,100","2,049","2,040","1,276","1,219","1,207","1,218","1,275","1,234"
Current Debt,"2,661","2,975","2,465","3,484","3,358","3,179","2,552","3,409","3,232","3,220","2,584",254,252,"1,363",862,"2,093","1,833","2,862","1,623","3,320","2,551","1,877","1,444","1,984","3,741","1,725","1,160","1,717","1,456","1,478",872,37,"2,762","3,227","2,115","1,792","1,959",667,547,"3,227"
Other Current Liabilities,"2,649","2,913","3,038","2,925","3,005","2,731","3,711","2,718","2,810","2,876","3,907","2,557","2,151","2,394","2,407","2,503","2,509","2,445","2,598","2,426","2,433","2,556","2,658","2,707","2,678","2,834","2,910","2,965","3,041","3,226","3,266","3,194","3,261","3,545","4,386","5,149","4,383","4,729","3,210","3,304"
Total Current Liabilities,"7,832","8,533","8,454","8,877","8,770","8,312","7,800","8,202","8,182","8,326","8,008","4,146","3,771","5,370","5,045","6,192","5,945","6,954","6,164","7,540","6,714","6,218","5,976","6,340","7,940","5,985","5,785","6,376","6,294","6,670","6,246","5,331","8,072","8,812","7,777","8,160","7,549","6,614","5,032","7,765"
Long-Term Debt,"3,836","3,565","3,559","3,289","3,272","4,290","4,289","4,043","4,062","4,062","4,051","3,815","3,816","3,797","3,794","3,375","3,357","3,126","3,137","2,641","3,786","4,336","4,277","4,018","3,960","5,500","6,326","5,892","5,823","5,835","5,793","8,722","8,203","8,367","8,259","8,159","8,174","7,642","7,610","7,632"
Other Long-Term Liabilities,"2,153","2,144","1,997","2,002","1,958","2,063","1,871","1,810","1,777","1,739","2,055","1,756","1,633","2,213","1,980","1,903","1,946","1,947","2,099","1,972","1,999","1,959","1,971","2,284","2,248","2,367","2,324","2,471","2,503","2,640","2,753","2,618","2,608","3,576","3,320","3,208","3,077","3,504","3,506","4,561"
Total Long-Term Liabilities,"5,989","5,709","5,556","5,291","5,230","6,353","6,160","5,853","5,839","5,801","6,106","5,571","5,449","6,010","5,774","5,278","5,303","5,073","5,236","4,613","5,785","6,295","6,248","6,302","6,208","7,867","8,650","8,363","8,326","8,475","8,546","11,340","10,811","11,943","11,579","11,367","11,251","11,146","11,116","12,193"
Total Liabilities,"13,821","14,242","14,010","14,168","14,000","14,665","13,960","14,055","14,021","14,127","14,114","9,717","9,220","11,380","10,819","11,470","11,248","12,027","11,400","12,153","12,499","12,513","12,224","12,642","14,148","13,852","14,435","14,739","14,620","15,145","14,792","16,671","18,883","20,755","19,356","19,527","18,800","17,760","16,148","19,958"
Total Debt,"6,497","6,540","6,024","6,773","6,630","7,469","6,841","7,452","7,294","7,282","6,635","4,069","4,068","5,160","4,656","5,468","5,190","5,988","4,760","5,961","6,337","6,213","5,721","6,002","7,701","7,225","7,486","7,609","7,279","7,313","6,665","8,759","10,965","11,594","10,374","9,951","10,133","8,309","8,157","10,859"
Debt Growth,17.19%,17.94%,6.77%,16.94%,2.05%,14.20%,13.56%,10.03%,10.02%,-2.50%,-3.01%,-45.40%,-44.23%,-29.14%,-29.83%,34.38%,27.58%,16.05%,2.23%,9.02%,22.10%,3.76%,20.19%,0.69%,21.52%,16.29%,30.85%,26.77%,-5.48%,1.22%,-10.97%,15.11%,50.64%,58.54%,55.65%,13.61%,-7.59%,-28.33%,-21.37%,9.12%
Common Stock,"-8,728","-8,885","-9,173","-9,678","-10,527","-11,164","-11,610","-12,153","-12,136","-12,118","-12,149","-11,971","-12,000","-12,259","-12,258","-12,738","-12,935","-13,155","-13,110","-13,964","-14,021","-14,006","-14,244","-14,223","-15,011","-15,001","-14,973","-14,871","-14,902","-15,080","-15,292","-15,465","-15,471","-16,151","-16,204","-18,094","-18,063","-18,088","-18,128","-18,146"
Retained Earnings,"19,333","19,757","19,867","20,066","20,718","20,969","21,308","21,347","21,410","21,583","21,716","21,714","21,696","21,800","21,995","22,079","22,254","22,660","23,072","23,252","23,475","23,777","24,199","24,220","24,431","24,531","24,955","25,096","25,354","25,678","26,047","26,636","27,003","27,618","28,053","30,076","30,571","39,624","40,070","39,910"
Comprehensive Income,-128,-52,-575,-875,"-1,273","-1,056","-1,617","-1,738","-1,582","-1,564","-1,999","-2,030","-1,690","-1,575","-1,019",-992,-827,"-1,092","-1,015","-1,052",-928,"-1,016","-1,722","-1,576","-1,903","-1,699","-1,577","-1,330","-1,322","-1,307",-872,-922,-957,"-1,152","-1,485","-1,255","-1,148","-1,072","-1,253","-1,090"
Shareholders' Equity,"10,477","10,820","10,119","9,513","8,918","8,749","8,081","7,456","7,692","7,901","7,568","7,713","8,006","7,966","8,718","8,349","8,492","8,413","8,947","8,236","8,526","8,755","8,233","8,421","7,517","7,831","8,405","8,895","9,130","9,291","9,883","10,249","10,575","10,315","10,364","10,727","11,360","20,464","20,689","20,674"
Net Cash / Debt,"-3,773","-3,491","-2,875","-3,651","-3,374","-4,076","-3,787","-4,343","-3,972","-3,766","-3,453",82,971,"-2,020","-1,594","-2,372","-2,746","-2,577","-3,667","-4,713","-4,953","-4,610","-4,227","-4,367","-5,118","-4,775","-4,171","-5,412","-4,937","-4,453","-4,311","-4,033","-4,036","-9,065","-8,570","-7,680","-8,087","1,648",-106,"-8,783"
Net Cash Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.99,-8.19,-7.40,-7.18,-6.74,-6.77,-15.20,-14.42,-13.09,-14.10,2.87,-0.18,-15.32
Working Capital,"2,371","2,280","2,413","1,606","1,574","2,332","2,249","1,492","1,731","1,894","1,952","4,731","5,675","3,184","3,207","1,960","1,780","1,622",455,-882,438,"1,132","1,163",856,92,"1,894","3,021","1,305","1,667","2,096","2,186","5,529","5,467",563,729,840,"1,436","9,146","8,787",901
Book Value Per Share,14.90,15.42,14.50,13.71,13.02,13.09,12.30,11.39,11.96,12.28,11.76,12.00,12.41,12.36,13.62,13.01,13.38,13.35,14.24,13.15,13.87,14.23,13.36,13.82,12.29,13.11,13.94,14.86,15.23,15.53,16.57,17.24,17.82,17.40,17.54,18.38,19.90,35.84,36.20,36.22
