,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Accounts Payable,141,151,226,209,225,205,277,249,282,171,185,202,241,200,222,253,277,283,300,280,325,314,325,380,463,421,367,403,397,"2,128","2,174","2,361",412,521,"1,397","1,534","1,454","1,123","1,689","1,329"
Deferred Revenue,144,137,160,304,178,175,181,237,190,205,167,180,163,194,193,238,255,299,277,304,249,236,293,384,489,376,263,435,557,663,806,625,478,281,"1,663","1,688","1,694","1,603","1,548","1,917"
Current Debt,17,18,"1,029",995,"1,107",453,349,116,119,25,130,95,82,132,105,32,30,153,646,"1,653","1,819","1,387","1,686",611,609,607,339,336,335,351,585,349,339,794,"1,097","1,257",365,"3,496","3,001","1,302"
Other Current Liabilities,992,947,945,"1,040","1,094",932,905,"1,506",988,974,960,"1,045","1,075","1,008",946,"1,092","1,309","1,730","1,473","1,623","1,604","1,538","1,570","1,462","1,678","1,471","1,607","1,582","1,793",0,0,0,"2,230","1,966","10,279","10,197","11,504","10,158","10,668","10,040"
Total Current Liabilities,"1,294","1,253","2,360","2,548","2,604","1,765","1,712","2,108","1,579","1,375","1,442","1,522","1,561","1,534","1,466","1,615","1,871","2,465","2,696","3,860","3,997","3,475","3,874","2,837","3,239","2,875","2,576","2,756","3,082","3,142","3,565","3,335","3,459","3,562","14,436","14,676","15,017","16,380","16,906","14,588"
Long-Term Debt,"6,482","6,900","6,045","6,153","6,002","7,036","6,856","6,941","7,616","7,965","7,809","7,901","7,841","7,970","8,158","14,676","14,755","19,214","17,683","15,829","14,974","14,956","14,823","14,757","14,810","15,267","14,944","14,981","15,069","14,675","14,462","14,436","14,420","13,605","51,388","48,612","48,634","45,434","44,276","43,498"
Other Long-Term Liabilities,970,940,"1,068","1,002","1,013",938,921,984,977,924,853,976,860,774,762,752,906,"2,966","3,077","2,990","3,062","3,273","3,483","3,652","3,720","3,844","3,769","3,661","3,553","3,233","3,237","3,149","3,152","3,070","23,469","22,681","21,683","20,928","20,651","19,521"
Total Long-Term Liabilities,"7,452","7,840","7,113","7,155","7,015","7,974","7,777","7,925","8,593","8,889","8,662","8,877","8,701","8,744","8,920","15,428","15,661","22,180","20,760","18,819","18,036","18,229","18,306","18,409","18,530","19,111","18,713","18,642","18,622","17,908","17,699","17,585","17,572","16,675","74,857","71,293","70,317","66,362","64,927","63,019"
Total Liabilities,"8,746","9,093","9,473","9,703","9,619","9,739","9,489","10,033","10,172","10,264","10,104","10,399","10,262","10,278","10,386","17,043","17,532","24,645","23,456","22,679","22,033","21,704","22,180","21,246","21,769","21,986","21,289","21,398","21,704","21,050","21,264","20,920","21,031","20,237","89,293","85,969","85,334","82,742","81,833","77,607"
Total Debt,"6,499","6,918","7,074","7,148","7,109","7,489","7,205","7,057","7,735","7,990","7,939","7,996","7,923","8,102","8,263","14,708","14,785","19,367","18,329","17,482","16,793","16,343","16,509","15,368","15,419","15,874","15,283","15,317","15,404","15,026","15,047","14,785","14,759","14,399","52,485","49,869","48,999","48,930","47,277","44,800"
Debt Growth,23.96%,7.61%,9.20%,9.83%,9.39%,8.25%,1.85%,-1.27%,8.81%,6.69%,10.19%,13.31%,2.43%,1.40%,4.08%,83.94%,86.61%,139.04%,121.82%,18.86%,13.58%,-15.61%,-9.93%,-12.09%,-8.18%,-2.87%,-7.43%,-0.33%,-0.10%,-5.34%,-1.54%,-3.47%,-4.19%,-4.17%,248.81%,237.29%,231.99%,239.82%,-9.92%,-10.16%
Common Stock,"3,300","3,053","2,570","2,424","2,161","1,955","1,847","1,856","1,567","1,359","1,085",809,697,657,447,541,563,"3,845","3,859","3,896","3,917","3,940","3,918","3,688","3,380","2,880","2,908","2,707","2,572","2,714","2,763","2,806","2,849","2,883","46,222","46,330","46,413","46,468","46,599","46,727"
Retained Earnings,"2,892","3,123","3,499","3,654","3,809","3,903","4,098","4,297","4,517","4,621","4,940","5,038","5,232","5,382","5,696","5,785","4,632","4,657","4,867","4,984","5,254","5,663","6,616","6,859","7,333","7,712","7,980","8,278","8,543","8,682","9,360","9,522","9,580","10,033","6,614","4,306","2,205","1,133",-105,-526
Comprehensive Income,4,4,-38,-195,-368,-569,-460,-508,-633,-614,-680,-643,-762,-704,-617,-586,-585,-613,-790,-764,-785,-895,-913,"-1,029",-822,"-1,122","-1,021",-898,-651,-581,-585,-717,-830,-947,"-1,453","-2,119","-1,523","-1,105","-1,042","-1,427"
Shareholders' Equity,"6,196","6,180","6,031","5,883","5,602","5,289","5,485","5,645","5,451","5,366","5,345","5,204","5,167","5,335","5,526","5,740","4,610","7,889","7,936","8,116","8,386","8,708","9,621","9,518","9,891","9,470","9,867","10,087","10,464","10,815","11,538","11,611","11,599","11,969","51,383","48,517","47,095","46,496","45,452","44,774"
Net Cash / Debt,"-6,091","-6,161","-6,702","-6,772","-6,742","-7,168","-6,973","-6,795","-7,345","-7,657","-7,754","-7,772","-7,623","-7,835","-8,057","-7,714","-7,476","-18,555","-17,937","-16,951","-15,807","-15,598","-15,188","-14,555","-13,867","-14,421","-13,600","-13,424","-13,313","-13,018","-12,213","-11,669","-10,854","-10,237","-49,910","-47,447","-45,268","-46,336","-44,250","-42,417"
Net Cash Per Share,-8.62,-8.75,-9.68,-9.93,-10.08,-10.75,-10.65,-10.41,-11.30,-12.15,-12.59,-12.91,-12.81,-13.32,-13.94,-13.51,-13.33,-30.47,-25.19,-23.77,-22.11,-21.85,-21.21,-20.41,-19.75,-21.05,-20.18,-19.98,-20.26,-19.52,-18.39,-17.60,-16.42,-15.39,-21.83,-19.54,-23.33,-19.05,-18.16,-17.40
Working Capital,"1,116","1,487",211,36,-113,704,756,611,"1,017","1,292","1,106","1,161",941,"1,057","1,304","7,862","8,120","2,056","1,210",54,234,550,"1,058","1,476","1,978","1,751","2,141","2,722","3,048","2,723","3,163","3,321","3,805","3,611","1,013","-2,004","-1,018","-2,653","-3,133","-1,757"
Book Value Per Share,13.13,13.21,13.20,13.10,12.67,12.05,12.70,13.07,12.80,12.99,13.23,13.18,13.18,13.71,14.39,15.07,12.10,18.69,15.17,15.52,16.07,16.62,18.22,17.79,18.70,18.32,19.42,19.97,17.47,18.49,19.59,19.71,19.73,20.25,22.48,19.98,24.28,19.12,18.65,18.36
