,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Goodwill and Intangibles,"1,509","1,475","1,440","1,375","1,335","1,228","1,214","1,187","1,176","1,166","1,130","1,105","1,078","1,048","1,058","1,050","1,138","1,145","1,090","2,801","2,779","2,748","2,740","2,689","2,760","2,608","2,586","2,632","2,704","2,621","2,608","2,560","2,570","2,539","2,414","2,340","2,489","2,256","2,243","2,246"
Other Long-Term Assets,619,624,593,583,419,709,670,673,674,559,623,607,618,577,398,303,261,221,224,342,353,387,386,497,461,902,422,419,458,511,573,603,667,647,617,845,624,631,623,642
Total Long-Term Assets,"12,699","12,834","12,951","12,699","12,576","12,359","12,615","12,737","12,968","13,248","13,452","13,866","13,843","14,087","14,043","14,181","14,468","14,828","14,674","17,313","17,712","19,603","20,083","20,484","20,925","21,408","21,064","21,190","23,769","23,782","24,362","24,676","24,525","24,563","24,179","24,163","24,520","24,231","23,990","23,647"
Total Assets,"27,298","27,827","26,656","25,631","24,221","24,006","24,605","23,935","22,757","23,572","23,435","23,419","23,442","23,768","24,118","25,243","26,206","26,896","27,023","28,696","28,278","29,889","31,171","30,114","30,435","31,100","31,541","31,949","35,403","35,746","37,259","38,662","36,742","37,854","37,024","36,491","36,365","36,255","36,683","36,875"
Accounts Payable,"3,572","3,642","3,690","3,431","3,064","2,631","2,755","2,450","2,182","2,243","2,357","2,329","2,529","2,627","2,317","2,735","2,895","3,010","3,095","3,555","3,087","3,187","3,115","3,201","2,928","2,638","2,194","2,479","2,948","3,282","3,486","4,172","4,291","5,014","4,806","4,130","3,583","3,572","3,517","3,574"
Current Debt,59,61,58,58,350,518,585,576,357,598,620,624,596,613,563,384,70,82,"1,050","1,198",890,"2,382","2,816","2,442",448,"1,496",662,618,671,"1,640",691,571,368,149,413,871,781,775,"1,336",893
Other Current Liabilities,"1,879","2,017","1,880","2,145","2,023","1,911","1,889","2,167","1,810","1,600","1,374","1,357","1,415","1,139","1,251","1,493","1,812","1,506","1,306","1,489","1,536","1,443","1,607","1,745","1,822","1,387","1,579","1,685","1,883","1,953","2,418","2,665","2,571","2,376","2,434","2,633","2,396","2,166","2,164","2,533"
Total Current Liabilities,"5,510","5,720","5,628","5,634","5,437","5,060","5,229","5,193","4,349","4,441","4,351","4,310","4,540","4,379","4,131","4,612","4,777","4,598","5,451","6,242","5,513","7,012","7,538","7,388","5,198","5,521","4,435","4,782","5,502","6,875","6,595","7,408","7,230","7,539","7,653","7,634","6,760","6,513","7,017","7,000"
Long-Term Debt,"5,776","6,766","6,766","6,753","6,695","7,749","7,728","7,742","7,671","8,504","8,485","8,464","8,385","8,419","8,496","8,531","8,549","8,531","7,490","7,471","8,497","8,804","8,890","10,885","12,830","13,351","14,834","14,881","16,508","14,984","14,846","14,463","12,895","12,785","12,631","11,959","12,050","12,108","11,713","11,610"
Other Long-Term Liabilities,"3,498","3,515","3,474","3,369","3,745","3,691","3,698","3,648","4,163","4,259","4,292","4,538","4,444","4,483","4,623","4,773","3,930","4,038","3,479","3,914","3,988","3,913","4,000","3,935","4,344","4,885","4,895","4,963","5,405","5,073","5,280","4,977","4,745","4,818","4,496","4,693","4,926","4,899","5,008","5,046"
Total Long-Term Liabilities,"9,274","10,281","10,240","10,122","10,440","11,440","11,426","11,390","11,834","12,763","12,777","13,002","12,829","12,902","13,119","13,304","12,479","12,569","10,969","11,385","12,485","12,717","12,890","14,820","17,174","18,236","19,729","19,844","21,913","20,057","20,126","19,440","17,640","17,603","17,127","16,652","16,976","17,007","16,721","16,656"
Total Liabilities,"14,784","16,001","15,868","15,756","15,877","16,500","16,655","16,583","16,183","17,204","17,128","17,312","17,369","17,281","17,250","17,916","17,256","17,167","16,420","17,627","17,998","19,729","20,428","22,208","22,372","23,757","24,164","24,626","27,415","26,932","26,721","26,848","24,870","25,142","24,780","24,286","23,736","23,520","23,738","23,656"
Total Debt,"5,835","6,827","6,824","6,811","7,045","8,267","8,313","8,318","8,028","9,102","9,105","9,088","8,981","9,032","9,059","8,915","8,619","8,613","8,540","8,669","9,387","11,186","11,706","13,327","13,278","14,847","15,496","15,499","17,179","16,624","15,537","15,034","13,263","12,934","13,044","12,830","12,831","12,883","13,049","12,503"
Debt Growth,32.61%,54.35%,54.35%,15.66%,20.74%,21.09%,21.82%,22.13%,13.95%,10.10%,9.53%,9.26%,11.87%,-0.77%,-0.51%,-1.90%,-4.03%,-4.64%,-5.73%,-2.76%,8.91%,29.87%,37.07%,53.73%,41.45%,32.73%,32.38%,16.30%,29.38%,11.97%,0.26%,-3.00%,-22.80%,-22.20%,-16.05%,-14.66%,-3.26%,-0.39%,0.04%,-2.55%
Common Stock,"8,378","7,071","5,280","4,023","2,565","1,437",665,-684,"-1,853","-2,794","-3,509","-4,291","-4,723","-4,836","-5,265","-5,522","-5,512","-5,648","-5,979","5,900","4,857","4,350","4,365","1,141","5,393","5,410","5,429","5,454","5,474","5,506","5,536","5,467","5,098","4,919","4,896","4,770","4,792","4,751","4,684","4,688"
Retained Earnings,"4,004","4,622","5,430","6,330","6,775","7,607","8,569","9,393","9,841","10,535","11,264","11,865","12,282","12,736","13,506","14,207","15,746","16,677","17,939","6,453","6,763","7,206","7,818","8,430","4,435","4,227","4,188","3,940","4,440","5,158","6,837","8,216","8,563","9,514","9,050","9,232","9,195","9,277","9,580","9,917"
Comprehensive Income,96,98,43,-510,"-1,026","-1,566","-1,307","-1,381","-1,438","-1,397","-1,472","-1,492","-1,511","-1,438","-1,375","-1,359","-1,285","-1,301","-1,358","-1,309","-1,363","-1,418","-1,462","-1,683","-1,784","-2,313","-2,259","-2,088","-1,943","-1,864","-1,849","-1,883","-1,803","-1,735","-1,716","-1,811","-1,372","-1,307","-1,333","-1,400"
Shareholders' Equity,"12,478","11,791","10,753","9,843","8,314","7,478","7,927","7,328","6,550","6,344","6,283","6,082","6,048","6,462","6,866","7,326","8,949","9,728","10,602","11,044","10,257","10,138","10,721","7,888","8,044","7,324","7,358","7,306","7,971","8,800","10,524","11,800","11,858","12,698","12,230","12,191","12,615","12,721","12,931","13,205"
Net Cash / Debt,"-1,375","-2,720","-3,493","-4,082","-4,419","-5,171","-4,996","-5,241","-6,033","-6,448","-7,018","-7,254","-6,956","-7,370","-7,041","-6,409","-5,784","-5,731","-5,221","-7,193","-8,094","-10,405","-10,346","-12,762","-12,194","-13,015","-12,267","-12,654","-14,712","-14,778","-14,018","-13,100","-11,777","-11,140","-11,978","-11,344","-10,675","-11,079","-10,555","-9,659"
Working Capital,"9,089","9,273","8,077","7,298","6,208","6,587","6,761","6,005","5,440","5,883","5,632","5,243","5,059","5,302","5,944","6,450","6,961","7,470","6,898","5,141","5,053","3,274","3,550","2,242","4,312","4,171","6,042","5,977","6,132","5,089","6,302","6,578","4,987","5,752","5,192","4,694","5,085","5,511","5,676","6,228"
Book Value Per Share,22.54,21.57,20.39,19.21,16.61,15.67,16.75,15.73,14.57,14.68,14.72,14.63,14.84,16.05,17.05,18.51,22.69,24.66,27.04,28.37,26.73,27.32,28.95,23.53,24.13,21.96,22.05,21.89,23.87,26.34,31.48,35.27,35.63,38.71,37.33,37.37,38.74,39.02,39.75,40.73
