,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"2,766","1,612","1,132","2,481","1,518","1,244","2,890","2,459","1,779","1,127","2,189","3,371","2,217","2,094","2,485","1,696","42,023","43,815","41,587","4,059","5,896","6,063","5,193","5,683","10,081","14,869","9,256","7,854","5,598","7,119","9,826","9,408","8,442","12,116","17,197","12,945","14,618","13,807","13,043","8,196"
Short-Term Investments,82,100,78,34,116,160,121,88,85,80,74,87,85,75,75,111,119,96,105,"2,522","2,426","2,462","2,334","2,373","2,632","2,596","2,831","3,000","3,190","3,006","3,015","3,117","2,900","2,877","2,792","2,778","3,102","3,080","3,145","3,259"
Cash & Cash Equivalents,"2,848","1,712","1,210","2,515","1,634","1,404","3,011","2,547","1,864","1,207","2,263","3,458","2,302","2,169","2,560","1,807","42,142","43,911","41,692","6,581","8,322","8,525","7,527","8,056","12,713","17,465","12,087","10,854","8,788","10,125","12,841","12,525","11,342","14,993","19,989","15,723","17,720","16,887","16,188","11,455"
Cash Growth,83.03%,45.21%,-24.98%,-39.79%,-42.63%,-17.99%,148.84%,1.27%,14.08%,-14.03%,-24.84%,35.77%,23.50%,79.70%,13.12%,-47.74%,1730.67%,1924.48%,1528.59%,264.19%,-80.25%,-80.59%,-81.95%,22.41%,52.76%,104.87%,60.58%,34.73%,-30.87%,-42.03%,6.24%,15.40%,29.06%,48.08%,55.67%,25.53%,56.23%,12.63%,-19.02%,-27.14%
Receivables,"9,086","9,533","10,828","9,687","10,162","10,892","12,804","11,888","13,025","13,183","13,625","12,164","12,114","12,274","12,440","13,181","13,964","14,158","14,837","17,631","19,509","18,174","19,789","19,617","23,037","22,520","23,816","21,742","23,855","24,164","25,283","24,431","26,451","27,233","26,317","27,276","28,331","29,546","32,927","35,227"
Inventory,"11,188","11,360","11,613","11,930","12,231","12,384","13,282","14,001","13,912","14,177","14,348","14,760","14,306","14,271","14,147","15,296","14,824","14,922","14,818","16,450","15,448","15,511","16,028","17,516","16,976","16,519","17,478","18,496","17,618","16,979","17,399","17,760","18,160","17,375","18,058","19,090","18,263","17,291","17,954","18,025"
Other Current Assets,"1,338","1,533","1,686","1,851","1,595","1,721","1,656",722,612,881,703,660,735,690,776,945,868,799,634,"4,581","4,578","4,691","4,841","5,113","6,232","6,002","5,830","5,277","5,458","5,291","5,319","5,292","5,530","2,541","3,977","3,544","4,392","4,032","3,074","3,151"
Total Current Assets,"24,460","24,138","25,337","25,983","25,622","26,401","30,753","29,158","29,413","29,448","30,939","31,042","29,457","29,404","29,923","31,229","71,798","73,790","71,981","45,243","47,857","46,901","48,185","50,302","58,958","62,506","59,211","56,369","55,719","56,559","60,842","60,008","61,483","62,142","68,341","65,633","68,706","67,756","70,143","67,858"
"Property, Plant & Equipment","8,676","8,820","8,694","8,843","8,871","9,019","9,494","9,855","9,862","9,981","9,901","10,175","10,057","10,073","9,914","10,292","10,144","10,249","10,419","11,349","32,340","32,348","32,408","32,904","32,818","32,792","32,833","33,335","33,153","33,140","33,233","32,018","31,645","31,326","30,896","30,745","30,532","30,704","30,586","30,435"
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,"15,732","16,410","16,973","17,342","17,314","16,840","18,594","20,216","20,812","21,025","22,136","22,370","23,025","22,595","21,124","20,565","21,096","21,612","22,114","21,667","23,019"
