,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"38,125","38,032","38,005","37,916","37,882","37,805","50,639","51,984","51,865","51,829","51,781","51,760","51,653","51,484","51,472","52,081","51,503","47,542","47,382","115,202","114,222","113,648","113,203","112,870","112,720","112,282","111,276","110,694","110,191","109,632","108,666","108,147","107,603","106,695","103,243","102,953","110,425","121,378","120,885","120,506"
Other Long-Term Assets,"1,561","1,603","1,540","1,445","1,555","1,443","1,476","1,440","1,494","1,490","1,535","1,485","1,503","1,564","1,544","1,417","1,694","1,709","1,724","8,930","8,939","9,034","8,975","9,059","9,303","9,321","9,362","9,505","9,518","9,697","9,780","9,801","9,547","8,992","8,167","7,848","8,055","8,119","8,025","7,910"
Total Long-Term Assets,"48,362","48,455","48,239","48,204","48,308","48,267","61,609","63,279","63,221","63,300","63,217","63,420","63,213","63,121","62,930","63,902","63,341","59,500","59,525","151,213","171,911","172,003","171,928","172,147","171,681","172,989","173,687","174,346","173,887","174,605","174,049","172,991","171,390","168,137","162,871","162,642","170,624","182,315","181,163","181,870"
Total Assets,"72,822","72,593","73,576","74,187","73,930","74,668","92,362","92,437","92,634","92,748","94,156","94,462","92,670","92,525","92,853","95,131","135,139","133,290","131,506","196,456","219,768","218,904","220,113","222,449","230,639","235,495","232,898","230,715","229,606","231,164","234,891","232,999","232,873","230,279","231,212","228,275","239,330","250,071","251,306","249,728"
Accounts Payable,"10,516","10,698","11,433","11,951","12,704","13,331","14,347","15,143","15,891","16,289","16,762","17,397","16,797","17,582","17,706","8,863","18,982","20,313","21,161","8,925","8,290","9,160","9,442","10,492","10,223","9,919","11,677","11,138","10,804","11,052","12,696","12,544","12,738","13,238","13,925","14,838","12,527","13,367","14,874","14,897"
Current Debt,565,"1,119","1,347","1,260","1,073","1,512",451,"1,197","1,202","3,036","1,123","1,916","1,811","1,142","2,403","4,821","3,542","3,540","2,139","1,985","8,701","6,133","6,646","5,377","7,845","9,958","7,232","7,078","4,460","1,851","3,370","5,851","6,066","5,873","3,050","3,456","3,457","4,108","3,873","4,713"
Other Current Liabilities,"5,132","4,812","5,433","5,816","5,936","5,543","6,636","6,829","7,444","7,244","8,856","6,937","8,680","8,133","8,404","16,964","7,724","7,640","6,160","33,099","33,640","34,083","36,456","37,434","41,492","43,817","43,135","43,801","44,840","46,408","48,643","49,412","50,976","49,346","55,434","51,127","59,070","61,731","62,806","59,579"
Total Current Liabilities,"16,213","16,629","18,213","19,027","19,713","20,386","21,434","23,169","24,537","26,569","26,741","26,250","27,288","26,857","28,513","30,648","30,248","31,493","29,460","44,009","50,631","49,376","52,544","53,303","59,560","63,694","62,044","62,017","60,104","59,311","64,709","67,807","69,780","68,457","72,409","69,421","75,054","79,206","81,553","79,189"
Long-Term Debt,"12,845","12,252","11,709","11,630","11,689","11,633","26,771","26,267","26,267","25,600","25,610","25,615","25,622","25,622","23,386","22,181","61,552","61,569","60,747","71,444","86,849","85,790","83,032","83,625","84,474","82,093","80,041","77,964","77,857","77,803","75,288","70,148","69,849","68,299","68,022","67,276","73,021","78,028","76,223","74,672"
Other Long-Term Liabilities,"5,552","5,580","5,545","5,567","5,533","5,516","6,977","5,798","5,799","5,813","5,851","5,763","5,918","5,899","6,086","4,607","4,662","4,617","4,677","22,460","22,282","22,139","21,604","21,351","21,131","21,353","21,701","21,033","20,481","20,485","20,276","19,663","19,104","18,017","19,770","19,809","19,675","19,835","19,020","19,231"
Total Long-Term Liabilities,"18,397","17,832","17,254","17,197","17,222","17,149","33,748","32,065","32,066","31,413","31,461","31,378","31,540","31,521","29,472","26,788","66,214","66,186","65,424","93,904","109,131","107,929","104,636","104,976","105,605","103,446","101,742","98,997","98,338","98,288","95,564","89,811","88,953","86,316","87,792","87,085","92,696","97,863","95,243","93,903"
Total Liabilities,"34,610","34,461","35,467","36,224","36,935","37,535","55,182","55,234","56,603","57,982","58,202","57,628","58,828","58,378","57,985","57,436","96,462","97,679","94,884","137,913","159,762","157,305","157,180","158,279","165,165","167,140","163,786","161,014","158,442","157,599","160,273","157,618","158,733","154,773","160,201","156,506","167,750","177,069","176,796","173,092"
Total Debt,"13,410","13,371","13,056","12,890","12,762","13,145","27,222","27,464","27,469","28,636","26,733","27,531","27,433","26,764","25,789","27,002","65,094","65,109","62,886","73,429","95,550","91,923","89,678","89,002","92,319","92,051","87,273","85,042","82,317","79,654","78,658","75,999","75,915","74,172","71,072","70,732","76,478","82,136","80,096","79,385"
Debt Growth,38.76%,42.61%,27.94%,-3.82%,-4.83%,-1.69%,108.50%,113.06%,115.24%,117.85%,-1.80%,0.24%,-0.13%,-6.54%,-3.53%,-1.92%,137.28%,143.27%,143.85%,171.94%,46.79%,41.18%,42.60%,21.21%,-3.38%,0.14%,-2.68%,-4.45%,-10.83%,-13.47%,-9.87%,-10.63%,-7.78%,-6.88%,-9.64%,-6.93%,0.74%,10.74%,12.70%,12.23%
Common Stock,"9,052","8,041","7,419","6,326","4,587","3,838","3,092","2,048",182,"-1,570","-1,464","-1,848","-5,286","-5,557","-5,769","-5,700","-5,539","-5,499","-5,354","17,212","17,394","17,462","17,647","17,737","17,998","18,041","18,224","18,335","18,625","18,743","18,967","19,204","17,532","17,462","17,721","16,335","14,504","14,716","14,998","15,154"
Retained Earnings,"29,297","30,221","30,845","31,849","32,667","33,544","34,398","35,506","36,182","36,647","37,732","38,983","39,419","40,005","40,779","43,556","44,040","40,965","41,843","40,911","41,859","43,136","44,017","45,108","46,455","48,768","49,328","49,640","51,203","53,331","54,264","54,906","56,488","58,710","54,571","56,398","57,753","58,868","60,343","61,604"
Comprehensive Income,-139,-132,-160,-217,-264,-255,-316,-358,-339,-317,-319,-305,-296,-306,-147,-165,172,141,129,102,433,684,950,"1,019",687,"1,213","1,255","1,414","1,022","1,170","1,077",965,-190,-988,"-1,609","-1,264",-875,-858,"-1,004",-297
Shareholders' Equity,"38,210","38,130","38,104","37,958","36,990","37,127","37,174","37,196","36,025","34,760","35,949","36,830","33,837","34,142","34,863","37,691","38,673","35,607","36,618","58,225","59,686","61,282","62,614","63,864","65,140","68,022","68,807","69,389","70,850","73,244","74,308","75,075","73,830","75,184","70,683","71,469","71,382","72,726","74,337","76,461"
Net Cash / Debt,"-10,562","-11,659","-11,846","-10,375","-11,128","-11,741","-24,211","-24,917","-25,605","-27,429","-24,470","-24,073","-25,131","-24,595","-23,229","-25,195","-22,952","-21,198","-21,194","-66,848","-87,228","-83,398","-82,151","-80,946","-79,606","-74,586","-75,186","-74,188","-73,529","-69,529","-65,817","-63,474","-64,573","-59,179","-51,083","-55,009","-58,758","-65,249","-63,908","-67,930"
Net Cash Per Share,-8.88,-9.93,-10.18,-9.01,-9.80,-10.37,-21.60,-22.37,-23.30,-25.52,-22.81,-22.50,-24.28,-24.02,-22.77,-24.75,-22.52,-20.82,-20.74,-59.58,-67.00,-64.05,-62.95,-61.74,-60.68,-56.76,-57.18,-56.46,-55.62,-52.40,-49.52,-47.44,-48.62,-44.80,-38.85,-41.67,-45.51,-50.70,-49.54,-52.54
Working Capital,"8,247","7,509","7,124","6,956","5,909","6,015","9,319","5,989","4,876","2,879","4,198","4,792","2,169","2,547","1,410",581,"41,550","42,297","42,521","1,234","-2,774","-2,475","-4,359","-3,001",-602,"-1,188","-2,833","-5,648","-4,385","-2,752","-3,867","-7,799","-8,297","-6,315","-4,068","-3,788","-6,348","-11,450","-11,410","-11,331"
Book Value Per Share,32.38,32.73,32.93,33.21,32.79,33.03,33.37,33.63,32.99,32.49,33.66,34.62,32.85,33.51,34.31,37.17,38.06,34.98,35.90,51.89,45.98,47.10,48.09,48.98,49.88,51.97,52.52,52.89,53.96,55.53,56.25,56.79,56.27,57.26,53.75,54.60,55.64,56.68,57.76,59.36
